,Branch,Percent of People with Internet Access,Percent of People without Internet Access,Percent of People with Computers,Percent of People without Computers,Percent of People with Computers and Internet,Percent Population in Labor Force 16+: Employed,Percent Population in Labor Force 16+: Unemployed,"Percent Households: Less Than $10,000","Percent Households: $10,000 to $14,999","Percent Households: $15,000 to $19,999","Percent Households: $20,000 to $24,999","Percent Households: $25,000 to $29,999","Percent Households: $30,000 to $34,999","Percent Households: $35,000 to $39,999","Percent Households: $40,000 to $44,999","Percent Households: $45,000 to $49,999","Percent Households: $50,000 to $59,999","Percent Households: $60,000 to $74,999","Percent Households: $75,000 to $99,999","Percent Households: $100,000 to $124,999","Percent Households: $125,000 to $149,999","Percent Households: $150,000 to $199,999","Percent Households: $200,000 or more",Percent Ages 18-64: Living in Poverty,Percent Ages 18-64: At or Above Poverty Level,Percent Households: With Public Assistance Income,Percent Households: No Public Assistance Income,Percent Owner and Renter Occupied Housing: No Vehicles,Percent Owner and Renter Occupied Housing: 1 Vehicle,Percent Owner and Renter Occupied Housing: 2 Vehicles,Percent Owner and Renter Occupied Housing: 3 Vehicles,Percent Owner and Renter Occupied Housing: 4 Vehicles,Percent Owner and Renter Occupied Housing: 5 or More Vehicles,Percent Renter-Occupied Housing: No Vehicles,Percent Renter-Occupied Housing: 1 Vehicle,Percent Renter-Occupied Housing: 2 Vehicles,Percent Renter-Occupied Housing: 3 Vehicles,Percent Renter-Occupied Housing: 4 Vehicles,Percent Renter-Occupied Housing: 5 or More Vehicles,"Percent Workers 16+: Car, Truck, or Van ",Percent Workers 16+: Drove Alone,Percent Workers 16+: Carpooled,Percent Workers 16+: Public Transportation (Includes Taxi),Percent Workers 16+: Motorcycle,Percent Workers 16+: Bicycle,Percent Workers 16+: Walked,Percent Workers 16+: Other Means,Percent: White Alone,Percent: Black or African American Alone,Percent: American Indian and Alaska Native Alone,Percent: Asian Alone,Percent: Native Hawaiian and Other Pacific Islander Alone,Percent: Some Other Race Alone,Percent: Two or More Races,Percent: under 5 years,Percent: 5 to 9 years,Percent: 10 to 14 years,Percent: 15 to 19 years,Percent: 20 to 24 years,Percent: 25 to 29 years,Percent: 30 to 34 years,Percent: 35 to 39 years,Percent: 50 to 54 years,Percent: 55 to 59 years,Percent: 60 to 64 years,Percent: 65 to 69 years,Percent: 70 to 74 years,Percent: 75 to 79 years,Percent: 80 to 84 years,Percent: 85 years and over,Percent: 25+ Less Than High School,Percent: 25+ High School or More,Percent: 25+ Some College or More,Percent: 25+ Bachelor's Degree or More,Percent: 25+ Master's Degree or More,Percent: 25+ Professional School Degree or More,Percent: 25+ Doctorate Degree
10,Brainerd,0.8082884018238417,0.19171159817615827,0.8715576083761625,0.12844239162383755,0.7558739536604877,0.8134063506033914,0.18659364939660855,0.10509921971327109,0.05271971834041382,0.06310603189026324,0.043805503997845566,0.042980561814664496,0.0587021505659812,0.0539331719408471,0.045037103214230344,0.03133176061625844,0.09156721546269496,0.09702259678106279,0.098657128552678,0.12335409851132019,0.030304273451566374,0.03210497874621689,0.030274486400684798,0.1705858244948629,0.8294141755051371,0.04403658049245351,0.9559634195075464,0.213177494112764,0.4139407365351771,0.267321453928667,0.08599700283721473,0.01574406246377828,0.0038192501223987224,0.38609184833939353,0.41978173781418254,0.13321164577163805,0.05226810568010323,0.0022559620574209302,0.006390700337261619,0.6514750332158974,0.5737677544503054,0.0777072787655918,0.2501531563398495,0.0,0.0020886137223298856,0.008263564517768341,0.012102845490880568,0.02330996493855759,0.9333394254827715,0.0016654685044010427,0.003282717209147446,0.0,0.025457529757839853,0.012944894107282591,0.06175253509898252,0.051961368810502104,0.07664652425443588,0.054575874914538386,0.06654186977096001,0.06975421292259443,0.06279126628453223,0.0606385440334514,0.07141826833127408,0.07000807053500036,0.054986657367340736,0.04665771622676045,0.041709881441088906,0.045560645879571496,0.03290597491662173,0.017136789601789902,0.12023457030807631,0.8797654296919234,0.5589601762263926,0.17729031087412758,0.06989748302959724,0.011101652797739512,0.00751266472404493
11,Brighton Park,0.8348128944807577,0.16518710551924212,0.8867744881818087,0.11322551181819115,0.8036188254519933,0.9093641189525414,0.09063588104745851,0.06978286431111995,0.031934439893962344,0.04088940359410015,0.09479116425647409,0.061072157730210935,0.06277026133598765,0.05789134306197114,0.060264620624823954,0.045317920192619994,0.10117703279352055,0.08744843198014464,0.10751862034253903,0.06462577313258504,0.06208931276729467,0.03361792123309975,0.01880873274954536,0.18561592094515952,0.8143840790548404,0.03698370839730686,0.9630162916026929,0.15598057206267668,0.40025529142310246,0.30649967735427774,0.09034497974301173,0.03846428554320249,0.00845519387372865,0.23847053241388916,0.5095791201668602,0.20020867595371358,0.04275141520337444,0.0062615881500049245,0.0027286681121574284,0.7579437026340422,0.555749494396879,0.20219420823716322,0.16707635950326244,0.0006778587880615434,0.006229800022368227,0.01851950577061913,0.006596166855589355,0.3964056448651985,0.015438823204738024,0.016643763237957486,0.09339224111049059,0.002048402274985078,0.33744841933162295,0.13862270597500725,0.07143099608510267,0.0828765327349194,0.08702886414042078,0.06294577015598879,0.0789117233641262,0.09604773323281263,0.08058907804835734,0.0689267724644838,0.0591066702335066,0.05879811962808116,0.04708770361332654,0.029886210411427496,0.033313090218505606,0.0210967658547357,0.007271896558232323,0.007672535503915632,0.30541556743295806,0.6945844325670418,0.31630611646324025,0.12621685803998567,0.03653605721768174,0.005541327115460891,0.0019150337122439025
12,Bucktown-Wicker Park,0.7901022061888588,0.044755654206411546,0.7523646818355932,0.03736059950794738,0.930299212293894,0.971189344698808,0.028810655301191847,0.03252483136335603,0.0183183204694119,0.017278043870283255,0.014469393241876734,0.018179054003136307,0.018849552926743292,0.012700308163927724,0.013793806518566662,0.015048903196429634,0.03595270210993393,0.07349914044175249,0.10087989656010783,0.09044751158788886,0.09919855039409073,0.15763438715706107,0.28122559799543306,0.07073208113063502,0.9292679188693649,0.015407639596500666,0.9845923604034995,0.18506193974138035,0.543616475052223,0.2349195703329806,0.03274440161824986,0.002585293039631014,0.0010723202155350445,0.2693979642473507,0.528888576456312,0.1722259540040229,0.02712778963753741,0.0014689053142837739,0.0008908103404930434,0.3756612591277954,0.3396319210734665,0.03602933805432887,0.3233919703375536,0.0016882947002227087,0.027769918707028562,0.0387490619967888,0.008661591761177184,0.7899033980849723,0.055115777732026944,0.0015462787669945114,0.06002121322122108,0.0010550733557016861,0.031909585161337746,0.06044867367774544,0.07165511760812109,0.035600444098830834,0.0262815731832113,0.020521771223349236,0.06289950055122637,0.2003864929718225,0.19551739107578328,0.11483663958222849,0.04233376233739089,0.03405080484692352,0.02604444062912735,0.018935854313455423,0.016901366173880335,0.008802472468796887,0.004797048964281056,0.0061702528028552955,0.038270364614357746,0.9617296353856424,0.8829500636625379,0.7802204551708617,0.3180483983693057,0.11411832150582987,0.028517708424511
13,Budlong Woods,0.8954612973159658,0.10453870268403413,0.944043624809877,0.05595637519012296,0.8364497222798825,0.9319830153746159,0.06801698462538391,0.06067445907041291,0.030040115043608453,0.03633619021168814,0.03944427464610511,0.06366788576758438,0.04126029378627465,0.0383076801898445,0.04786682659925508,0.045731025631592016,0.09166947051797299,0.07267519391989943,0.11728999651564749,0.08821714922252455,0.06339598540737187,0.07194654252452021,0.09147691094569749,0.12538919196482945,0.8746108080351704,0.04384575160433237,0.9561542483956676,0.1617960191260913,0.4858214626619208,0.2795503164187987,0.061157880934519945,0.007875670401477781,0.003798650457191417,0.2137713011592965,0.5546308258347311,0.19236397307478204,0.03468569742157685,0.004548202509613623,0.0,0.6510703114641526,0.5783306207792713,0.07273969068488131,0.17211469051549594,5.521808289388754e-05,0.013612996403570284,0.0413771546234084,0.018043474845627586,0.5503260709592229,0.06731743200494485,0.014868076537481475,0.20884855502522534,0.0003366278088413417,0.0682724448569112,0.09003079280737288,0.0747162847682518,0.05687818928508855,0.06848614369873922,0.06208794452980804,0.04814624425360937,0.06565974198514876,0.08680569547417917,0.08955822213037176,0.07530357467156212,0.061829536382971485,0.05298854541565589,0.046216559586207816,0.028307333798536144,0.018163871983159635,0.011976827551577092,0.019348816259806004,0.1636602976713114,0.8363397023286886,0.6334593704144943,0.4340508689610797,0.15703809424380347,0.041395819149881864,0.011742751178089835
14,Canaryville,0.8537319391581475,0.14626806084185234,0.878526969120045,0.12147303087995484,0.8256108845474974,0.9041087479927461,0.09589125200725397,0.13608256651650785,0.03663226195911166,0.0544007474804258,0.057273482146042776,0.04544424973194986,0.036334161862920045,0.017573301446886316,0.022543943526972036,0.017491007760324067,0.05424991343145077,0.07516632791138855,0.1587602494306603,0.0871003488557181,0.04624815259315628,0.08727886621358998,0.0674204191328949,0.17883486314193442,0.8211651368580654,0.042068217875419,0.9579317821245809,0.2348149879618666,0.3727630579394426,0.3309630009064603,0.033502789369750964,0.016992817598492586,0.01096334622398676,0.4085418148123028,0.4169450588152034,0.15862148063059323,0.012217478235309928,0.00226244261976763,0.0014117248868229623,0.7585679982753256,0.6437629594890327,0.1148050387862929,0.1556488233574128,0.00021014887245512145,0.007565980277277776,0.01970044683241564,0.0056326664163762,0.4973104275844979,0.19161087593796436,0.0030410346289892714,0.08529317236818229,0.00010310306109341435,0.12476593655057311,0.09787544986869942,0.07189746785509539,0.05883992576940272,0.06727444329290237,0.0638996903340793,0.061400647216300584,0.07341428279575743,0.059784706916446,0.05165181528152294,0.0659764940328537,0.048363922212012425,0.06134082512140124,0.06675671495712966,0.04774847009598938,0.02251372384347371,0.005613104772483914,0.010187831546563315,0.18462928857771735,0.8153707114222827,0.4740253401583155,0.2311892127110969,0.08290057076122166,0.02657955616008907,0.016481718618865233
15,Chicago Bee,0.8201452819299133,0.17985471807008674,0.8492873111558865,0.15071268884411346,0.7775663234627305,0.8238636703228884,0.17613632967711124,0.23838637074910712,0.13863402478250147,0.0644441369023528,0.042392623614083975,0.05035910989219537,0.04359061853710461,0.026864204726175685,0.03955296188789178,0.022360096675307185,0.06048511349558015,0.05071206194457865,0.08809820363385755,0.036262010051257676,0.02968857940536273,0.0337256556949408,0.03444422800770182,0.37186002193650186,0.628139978063498,0.04397332589217137,0.9560266741078286,0.4735642460142552,0.3791274073710138,0.12068848338287747,0.019133387418529525,0.005546901760739687,0.0019395740525841574,0.5575767004831764,0.36284885170883097,0.06628754756097802,0.010789824504003311,0.0,0.0024970757430109003,0.4714655909219049,0.39106253711329325,0.08040305380861162,0.2983122748163191,0.0,0.016599439066891594,0.07738118117395763,0.019015735548807502,0.19215844999591775,0.6415623123751368,0.007889142997886983,0.11353309942105698,0.0,0.017521422117181728,0.0273355730928194,0.061490273156760575,0.060211511369833194,0.05107538555365772,0.0903141618933012,0.11700292538803803,0.0782692578480761,0.08068685306795503,0.047439496692065895,0.041529566654308556,0.05407813303577685,0.05457875026203924,0.05525857940232246,0.04295596478342005,0.02792619519100318,0.01825516001617057,0.02613280164268418,0.1704384464453688,0.8295615535546312,0.5732762955816324,0.2872204009623634,0.1160677454814769,0.03679421271391975,0.013924690015614492
16,Chicago Lawn,0.7631380800952076,0.23686191990479216,0.7903545955532391,0.2096454044467607,0.7230396162185903,0.8262644776931085,0.1737355223068914,0.053334724750519834,0.05062813405123548,0.06089173656620812,0.17105521757184866,0.061099884925399306,0.06943331776775795,0.0666833937194297,0.047976860478278614,0.04022189672764782,0.06642583257407451,0.08334710342697055,0.09752896318386031,0.059968631185387374,0.034548943518637625,0.02755605311572375,0.009299306437019424,0.17768623717326693,0.822313762826733,0.06244550196623554,0.9375544980337641,0.26293215513284185,0.40309761423813734,0.19566336104509482,0.0913046008211121,0.028627637687510487,0.01837463107530293,0.3985383815960163,0.47926984191692895,0.09565138728460079,0.014222195026183427,0.007338628482897095,0.004979565693373309,0.7657305933045334,0.5424538804819289,0.2232767128226044,0.16128855720573915,0.0013473369882453668,0.0008296662670981042,0.016520530503998387,0.008199642744497271,0.3248170101156813,0.27888111911608615,0.008480670453759788,0.006352764948538929,0.0003346447313955128,0.25993826548596427,0.12119552514857392,0.0884625385749207,0.060428955545104954,0.07745264374479473,0.07098060469899742,0.08238936239644681,0.08819922905158319,0.07493957200362948,0.04959240409148582,0.04428044118312164,0.05001637675665635,0.040937395020050525,0.036286326604354845,0.04715601310460019,0.04107623509477341,0.012760263045291194,0.005759498153829548,0.24645264932619762,0.7535473506738023,0.30339645107177843,0.08630208006936607,0.02397656722136415,0.006155709601527837,0.0006529675118777501
17,Chinatown,0.8356290309594836,0.08791033455899343,0.8760074146668984,0.06689847655008224,0.8636874012215328,0.958982399085193,0.04101760091480686,0.07722483507034646,0.055163156367032735,0.0337484986958831,0.04126132729779376,0.018349927500043533,0.021233933720382438,0.03368566565465027,0.012078855304104085,0.016394899773066768,0.037378121399369385,0.07629017935322914,0.1346651333499282,0.09739600229871025,0.0648376523530104,0.11008381408492089,0.17020799777752796,0.10171758903255823,0.8982824109674418,0.02522779396048296,0.9747722060395171,0.2650374028956709,0.5505938123216872,0.1646303022948843,0.015505331643545728,0.0039244782339640785,0.00030867261024766925,0.4241192293608075,0.4663584142479122,0.09908303501027398,0.0062084121824002485,0.004109050816625726,0.00012185838198025115,0.48817036937047387,0.41495010937506027,0.07322025999541351,0.26778228204480575,0.00010912628162864747,0.029187710524517425,0.055893379149424355,0.016929324989984788,0.4198712674541301,0.18002083714797296,0.0038143122697724212,0.3475193592053719,0.00010530209302468262,0.020910225918809942,0.027758695910917636,0.04498800969166573,0.032815732107916676,0.051586171558304465,0.032281832219036,0.037873164338656035,0.11538208186986501,0.12766668169837775,0.09523682082357196,0.07632525910757093,0.07712674258979905,0.057845027639652845,0.042495363076827844,0.026847103211888827,0.024937253852074917,0.012554864215675676,0.0286763865867433,0.15774541383706686,0.8422545861629331,0.7347125071161564,0.6008942659480897,0.321259996129343,0.13525349243011026,0.041854210166338
18,Clearing,0.8714723029006947,0.12852769709930528,0.8738092262471975,0.12619077375280255,0.824649780318963,0.9153001176759142,0.08469988232408561,0.05982611682625644,0.021518296393512628,0.05435878298933008,0.027147767682062045,0.046953839309018995,0.055592846086377566,0.039741785908221416,0.07238253784330129,0.039429247444908604,0.07470358307683267,0.10652287394285302,0.12418488866617475,0.09978856442317548,0.08519205749581123,0.04440950528121194,0.04824730663095123,0.06752976199294808,0.9324702380070518,0.0351718564343167,0.9648281435656832,0.09707363259701948,0.3811707235563768,0.34848703593506675,0.12957435890552027,0.034977926971843994,0.008716322034172488,0.18669390537769462,0.4736698715472329,0.26214657423944626,0.06926311911702207,0.008162273504105904,6.42562144981485e-05,0.8370472708574137,0.7640000713288242,0.07304719952858942,0.06991811919871056,0.0,0.00207093421806495,0.030336253965150033,0.00612510068129041,0.6192796343878542,0.05559238945836882,0.01344407474784901,0.007486499425327564,0.0,0.17303603692980232,0.13116136505079798,0.07056104384701065,0.06705574157484824,0.06830161798502597,0.06270512338526124,0.051829574156227846,0.07798116026190283,0.06946265227734433,0.07832467534723518,0.06275193886485592,0.06426974829876421,0.059130917453294574,0.044244963750337034,0.03348631479338369,0.014889104967270972,0.02158371157149973,0.024303021509986214,0.16163804878024615,0.8383619512197539,0.5008795911784428,0.19923976694434697,0.04695246848186857,0.007910860604911293,0.0064310711913029535
19,Coleman,0.8401284041394131,0.15281467538469787,0.892462335648722,0.1004807438753889,0.8076639991954272,0.817607736714538,0.18239226328546204,0.19144887831081597,0.09133806204774202,0.07430463418244691,0.08342652957681856,0.043981019291095186,0.05071965476773373,0.03994786627540566,0.037614835485896475,0.023798053273100885,0.058868749766991,0.06627493204488469,0.08770142521347628,0.05049703530389384,0.039466871740233916,0.02737519508621389,0.03323625763325011,0.292370503335991,0.7076294966640089,0.050375526531880536,0.9496244734681192,0.40231249931829566,0.4482507367109033,0.11790337126330887,0.02335934278156255,0.005152548751224879,0.0030215011747043246,0.49310202322534685,0.4087760094455849,0.08833831725642109,0.008447764073499425,0.0004148808547277051,0.0009210051444199321,0.4384966568892199,0.3781121639945639,0.06038449289465601,0.31457635765191605,0.0,0.01719463107803546,0.11433931430107715,0.024820272693092255,0.15778181458185478,0.7423973573890064,0.001872189677119323,0.05126886685478825,0.0,0.01583235595432351,0.03084741554290775,0.05323929524041366,0.05899626633147435,0.06104082819333301,0.12467758372014386,0.09802051157566252,0.0806512530826135,0.06811480882607747,0.06071058112864178,0.05827109895504221,0.05349382848465184,0.06488775586666622,0.04202627131194305,0.026491555875078496,0.017491567914690476,0.011670368256220955,0.010372312269489948,0.13510169273860348,0.8648983072613964,0.6381407395761413,0.31680624449919026,0.15511554016561652,0.05431898324054412,0.030711339667466173
20,"Daley, Richard J. - Bridgeport",0.9192633658849075,0.08073663411509244,0.9275817123780831,0.07241828762191678,0.8909205676024533,0.9360123747937558,0.06398762520624418,0.07689372983046852,0.035617365056798155,0.042499898991146416,0.04537303931754762,0.03165148740225487,0.0323234762210913,0.033471390944685445,0.04450864893609933,0.02426953402004237,0.07177075980307676,0.10735878351562736,0.12806188887271736,0.09737370032596102,0.07290182445972493,0.06141681081170505,0.09450766149105275,0.13202626280579663,0.8679737371942033,0.032469443277119085,0.9675305567228808,0.17078641704396996,0.46965128547012297,0.2836701571254341,0.0547754157964979,0.017652181048360298,0.0034645435156145975,0.26896872020151547,0.5055753522513544,0.19677732844832696,0.02388159884460834,0.004797000254194763,0.0,0.6091628513877823,0.4811847742340105,0.1279780771537718,0.2152993129794297,0.0018087968523996184,0.01935008152467794,0.04041026574748846,0.006750114851794174,0.46171125344418695,0.03138254874661147,0.00658588794381172,0.36800377075745394,0.0,0.07842417394105484,0.05389236516688078,0.04733293152974746,0.04926842185827855,0.06621322637652595,0.04048853228457486,0.056033402228557946,0.10301781327201212,0.09359816833283402,0.0819255644080388,0.06421716313176261,0.05168989346079105,0.06339466610467968,0.0636251088164534,0.03493467295097164,0.023219653862905594,0.01143149029430046,0.02205860090085346,0.17985403222188356,0.8201459677781161,0.5685168492476632,0.38642110472165103,0.1491490424159451,0.04277332317266474,0.01884795722696855
21,"Daley, Richard M. - W. Humboldt",0.8362026283459284,0.1637973716540716,0.8162664725821481,0.0928319362918157,0.7987135714197973,0.8922045093080714,0.1077954906919284,0.10303899916109611,0.07843596041459908,0.060115754871213616,0.0404662495763301,0.054620851070668046,0.039475687820246755,0.03196525798672143,0.031075474018108444,0.04286291041431408,0.07169396088343358,0.11186085484347759,0.09740089715333884,0.07073604425433093,0.04149972894356534,0.06550295992949744,0.05924840865905791,0.22131127155007016,0.7786887284499298,0.04914236544602032,0.9508576345539795,0.30269628268124765,0.4623098162301118,0.17659184622330368,0.03409291678583158,0.01768537391979015,0.006623764159714783,0.3967772826612905,0.45810069963830524,0.12223887653534767,0.013994497618290488,0.008522798467144866,0.0003658450796209845,0.5944939043247832,0.48769775555772554,0.1067961487670577,0.2126409309827171,0.0001038004006913811,0.03880202437503433,0.02721921925780945,0.009689854071552826,0.31770874740639654,0.4915436601237835,0.003664377294842186,0.009742299646998749,0.0,0.11611667197827141,0.06122424354970747,0.05440660775084704,0.050512230202767926,0.0678290525509137,0.05890893746747555,0.06079428190476815,0.123581156803495,0.10653315550478,0.08602013868842588,0.0480411388736459,0.05290641275150308,0.04878141915800836,0.03100999443848017,0.02510033135120998,0.02077629117078164,0.014913325268301997,0.012088090495794542,0.17484066396623013,0.8251593360337698,0.5898993845875928,0.33118843348145555,0.1260944364854469,0.02778061927506839,0.006409537600873695
22,Douglass,0.7747352848813475,0.2252647151186526,0.8630243417093006,0.13697565829069946,0.7321507114986558,0.8117894852343046,0.18821051476569553,0.21618295353589911,0.09641174636487097,0.08706864163244218,0.07984965373591962,0.045302962300166436,0.06195349524405759,0.0387406690983119,0.041666004405847085,0.032963181317053,0.06847467041489574,0.039823536426853934,0.07578063573784176,0.05759118298478826,0.013914169652201687,0.02306487542098013,0.021211621727870045,0.3775972090919077,0.6224027909080923,0.062482698689080345,0.9375173013109198,0.3929433287267713,0.40508007310723493,0.13752935133905414,0.05088022135326766,0.01095132620537463,0.002615699268297264,0.4787461567740326,0.40956056103172417,0.07758944732989012,0.021887039838133882,0.012216433590244645,3.614359742984201e-07,0.6123558041197888,0.5491675525168225,0.0631882516029662,0.29886401475744817,0.0013236245928072432,0.006215923872654119,0.011051285978720083,0.0048875436238435595,0.0591017449512876,0.8661862660467275,0.000501746260494609,0.008350053740975564,0.0,0.03603157200900714,0.029828616991507233,0.06419727427628097,0.09079780264928973,0.08373841821509054,0.07257182346950504,0.08074345032019649,0.08697047025280431,0.07239498536324282,0.059217434573452424,0.050229557051627245,0.0637929783059884,0.05239987049218791,0.0392308519271977,0.02637533304350139,0.014068497946034798,0.00977545947860645,0.011324103721559536,0.1855781523199812,0.8144218476800187,0.4905883907283379,0.1529647697527608,0.060741671596119345,0.015224524472191992,0.010499578667569467
23,Dunning,0.843682953660949,0.1563170463390509,0.8971783909189641,0.10282160908103594,0.8145810817895401,0.9383127419306099,0.061687258069390266,0.04578861671025892,0.028525477038115195,0.034080700699757785,0.041839737817702304,0.029353357084264797,0.032811478710550734,0.043727063343426825,0.03886203777933693,0.027421825917524914,0.07769766248055858,0.10130953029191497,0.15639304100837595,0.11996843765431008,0.06337183348357257,0.09842345596577577,0.060425744014553,0.07478088118919268,0.9252191188108073,0.023832619334123957,0.976167380665876,0.06615032953449579,0.37491208595475517,0.3820478134208957,0.11968201350308613,0.0427556573623015,0.014452100224465582,0.09510681184379742,0.49025993421956865,0.33376777744016783,0.05473341170568026,0.02010378560255735,0.006028279188228549,0.8464625966136597,0.7620869292891588,0.08437566732450104,0.06776625206571231,0.0,0.0030867784933359295,0.009756278774994718,0.0142728867264325,0.7364371037634543,0.024002493323078904,0.003992397696983014,0.04760738024589394,4.419219808421761e-05,0.13307585961507556,0.054840573157429844,0.048861332167618926,0.058729390772026005,0.06288025162460247,0.0570662058308898,0.05664995783728192,0.050896951291579354,0.07117555987528763,0.06273161581756681,0.09145746038615547,0.06988029906832267,0.06821206490843752,0.042097202207942275,0.04786159786130609,0.033705953851837486,0.017946067004086547,0.01899754170520379,0.10353662531036174,0.8964633746896382,0.5658416126262538,0.26706977746145666,0.09046473099228092,0.01926635214318807,0.005794030210893068
24,Edgebrook,0.9235710699393276,0.07642893006067233,0.9388830379065286,0.06111696209347131,0.8925121337141899,0.9493200269817726,0.05067997301822729,0.044117413790236204,0.014426561550405627,0.012841648836511002,0.015269261986069151,0.014802488613039526,0.025954605891672627,0.0357803319646781,0.023220307185766644,0.02093236172412728,0.046723727225568036,0.07836030637167817,0.11858732488042283,0.0870256855089276,0.09370724730061103,0.13872489080330255,0.2295258363669829,0.04086192652679331,0.9591380734732067,0.015915002656023445,0.9840849973439766,0.038936813111966076,0.32814222680035043,0.4698452841007457,0.11636421368285636,0.03829504231148431,0.008416419992596767,0.07283009818517884,0.4464267030894573,0.3476037867524193,0.06944894392464586,0.06369046804829846,0.0,0.7365171560481849,0.6315095682437772,0.10500758780440753,0.07815875972444822,0.0,0.007121475362144105,0.017838591218237183,0.0067916914945406375,0.7592865729096236,0.012854244991500272,0.00040323113926757256,0.16448570811529326,0.0002774611830525897,0.0161219559789674,0.04657082568229492,0.06967671558782326,0.07465427318586002,0.05965637305634467,0.04952865972837972,0.03201947542143366,0.047448199621158434,0.048108138912241735,0.07137329658547509,0.06097892646731855,0.06953780475624176,0.0635012374029216,0.06517356684645968,0.04648654245098341,0.0339092892539315,0.03450666326219974,0.04026418844488137,0.06174729612121581,0.9382527038787841,0.7836172818386694,0.5740620711935621,0.2556606058174738,0.09153438763823818,0.022758886529102747
25,Edgewater,0.9195699678091555,0.08043003219084446,0.8771077733810917,0.051739042843273984,0.8374700549773083,0.9406505029706149,0.0593494970293849,0.07582234984864952,0.0657014550188987,0.0318289775630853,0.05689622578573275,0.037294287827431695,0.0431670011655698,0.03446252809625713,0.05817713634279614,0.03308988016041456,0.08119355841884916,0.0905932961040565,0.10995530872737413,0.07496020714284636,0.056575497543244445,0.06325101487202364,0.08703127538276936,0.1522437492962213,0.8477562507037787,0.030442062785319652,0.9695579372146802,0.3880565940156799,0.4623479356630289,0.12117493526149055,0.025148774482036458,0.0023500003255086193,0.0009217602522553219,0.5014884708996843,0.4105591027809885,0.08216034200131209,0.0057920843180150235,0.0,0.0,0.3858361550467242,0.3416390377409503,0.044197117305774,0.3709776899997411,0.0021757135470216833,0.02090258711929678,0.05671006602676434,0.0078924127599716,0.6111692266248331,0.13702746136281396,0.0017828045515876742,0.13175881395985603,0.000983752191490438,0.031843066818916924,0.08543487449050166,0.04579092420774769,0.03177250771856195,0.028381291161032735,0.056272937330919114,0.09254525510576705,0.11257149662028307,0.10613041631392217,0.09070335317216523,0.06310867251314148,0.05439596997902538,0.047058221982849764,0.05093654480142009,0.0361160204809404,0.02600278254286206,0.01358186260588798,0.018242730127800304,0.08417782680228168,0.9158221731977182,0.7748525165894286,0.5645794039171298,0.25083775524893714,0.07180879426905248,0.027090178982164138
26,Gage Park,0.8014090893698476,0.1985909106301524,0.8338792777086553,0.16612072229134456,0.7432121448273686,0.8298242358388137,0.1701757641611864,0.05743012950235071,0.03685105975037357,0.08630221374642659,0.10902773198967348,0.049091766121191614,0.08816574214307919,0.046008976392717955,0.05169777995250739,0.04126351609625916,0.10557940685327699,0.060996890772219974,0.09986174690017537,0.0760894873576025,0.028293106713499726,0.05726663954444845,0.006073806164196587,0.16200263744390878,0.8379973625560911,0.06098779006452084,0.9390122099354792,0.19870996080490327,0.35282371915926897,0.2883590085812501,0.08932603118443237,0.046963956098748004,0.023817324171397123,0.3367199476771203,0.4741635831948659,0.1799176093887903,0.008337582862965091,0.0008612768762583517,0.0,0.7205654112761021,0.5531099834452414,0.1674554278308606,0.20350087012467358,0.0,0.004988872680691393,0.04060400845504221,0.005538520691867372,0.45550565664765963,0.08132706263368336,0.008076598321406961,0.008815385721391325,8.126536633354323e-05,0.3491661732325141,0.09702785807701081,0.07669342532239677,0.0681784850422233,0.08078238976733466,0.08037118064367924,0.08725867125431315,0.09420733900141604,0.0724290096902547,0.05045580884170956,0.062370195743006875,0.05791561521868098,0.031351680421443956,0.030184152495156207,0.04011075648702663,0.0228361245758804,0.008657071844763706,0.010776208136241828,0.3152826486738261,0.6847173513261738,0.29394196237993075,0.10269016310537998,0.015191542749056017,0.0033224191012331114,0.0012486560681900486
27,Galewood-Mont Clare,0.8837086128582149,0.11629138714178502,0.9196626617069588,0.0803373382930412,0.8447716196841103,0.9445829918867089,0.05541700811329125,0.05520765611117211,0.022000376290531923,0.03557328758950694,0.051483659107366034,0.04552566770819101,0.05124305974412549,0.03236781753902707,0.03508032202205532,0.027366180892377367,0.057410916049205174,0.09213765088627184,0.09948020009004212,0.07820399722490087,0.08155898996548226,0.08520777740350138,0.15015244137624223,0.07155096518592535,0.9284490348140745,0.040708712940614504,0.9592912870593853,0.10549044644296175,0.38358507065460185,0.3607406020653862,0.10965805880744937,0.027571071237751554,0.012954750791848931,0.17982299041863542,0.5725149139043935,0.16473825548832424,0.06912626886302252,0.0121546944441089,0.0016428768815153004,0.714043719319401,0.6226130078071244,0.09143071151227651,0.14656385904156896,0.001570840946655385,0.0021303987778759,0.02489076955851169,0.00748003840893269,0.611282994052546,0.09312476031343705,0.003628634079208295,0.038728326842697364,9.8339594464098e-05,0.15477824905050597,0.09835869606714098,0.04951029524661807,0.06526690454577765,0.06698435417669966,0.07872592891239576,0.05345710266186543,0.060679384094758405,0.05517075873550914,0.07584668043956237,0.0683870971960537,0.06508176982031236,0.059774368660257586,0.057164055655557086,0.04166436988783048,0.031232271726751887,0.017795245820263494,0.0160390949405885,0.13988390399891829,0.8601160960010816,0.6385855096220316,0.3752401174886351,0.1824938525435548,0.06080077335871744,0.018265071546057457
