,Branch,Percent of People with Internet Access,Percent of People without Internet Access,Percent of People with Computers,Percent of People without Computers,Percent of People with Computers and Internet,Percent Population in Labor Force 16+: Employed,Percent Population in Labor Force 16+: Unemployed,"Percent Households: Less Than $10,000","Percent Households: $10,000 to $14,999","Percent Households: $15,000 to $19,999","Percent Households: $20,000 to $24,999","Percent Households: $25,000 to $29,999","Percent Households: $30,000 to $34,999","Percent Households: $35,000 to $39,999","Percent Households: $40,000 to $44,999","Percent Households: $45,000 to $49,999","Percent Households: $50,000 to $59,999","Percent Households: $60,000 to $74,999","Percent Households: $75,000 to $99,999","Percent Households: $100,000 to $124,999","Percent Households: $125,000 to $149,999","Percent Households: $150,000 to $199,999","Percent Households: $200,000 or more",Percent Ages 18-64: Living in Poverty,Percent Ages 18-64: At or Above Poverty Level,Percent Households: With Public Assistance Income,Percent Households: No Public Assistance Income,Percent Owner and Renter Occupied Housing: No Vehicles,Percent Owner and Renter Occupied Housing: 1 Vehicle,Percent Owner and Renter Occupied Housing: 2 Vehicles,Percent Owner and Renter Occupied Housing: 3 Vehicles,Percent Owner and Renter Occupied Housing: 4 Vehicles,Percent Owner and Renter Occupied Housing: 5 or More Vehicles,Percent Renter-Occupied Housing: No Vehicles,Percent Renter-Occupied Housing: 1 Vehicle,Percent Renter-Occupied Housing: 2 Vehicles,Percent Renter-Occupied Housing: 3 Vehicles,Percent Renter-Occupied Housing: 4 Vehicles,Percent Renter-Occupied Housing: 5 or More Vehicles,"Percent Workers 16+: Car, Truck, or Van ",Percent Workers 16+: Drove Alone,Percent Workers 16+: Carpooled,Percent Workers 16+: Public Transportation (Includes Taxi),Percent Workers 16+: Motorcycle,Percent Workers 16+: Bicycle,Percent Workers 16+: Walked,Percent Workers 16+: Other Means,Percent: White Alone,Percent: Black or African American Alone,Percent: American Indian and Alaska Native Alone,Percent: Asian Alone,Percent: Native Hawaiian and Other Pacific Islander Alone,Percent: Some Other Race Alone,Percent: Two or More Races,Percent: under 5 years,Percent: 5 to 9 years,Percent: 10 to 14 years,Percent: 15 to 19 years,Percent: 20 to 24 years,Percent: 25 to 29 years,Percent: 30 to 34 years,Percent: 35 to 39 years,Percent: 50 to 54 years,Percent: 55 to 59 years,Percent: 60 to 64 years,Percent: 65 to 69 years,Percent: 70 to 74 years,Percent: 75 to 79 years,Percent: 80 to 84 years,Percent: 85 years and over,Percent: 25+ Less Than High School,Percent: 25+ High School or More,Percent: 25+ Some College or More,Percent: 25+ Bachelor's Degree or More,Percent: 25+ Master's Degree or More,Percent: 25+ Professional School Degree or More,Percent: 25+ Doctorate Degree
28,Garfield Ridge,0.8724135684419508,0.12758643155804913,0.9116970907279702,0.08830290927202963,0.8426344497757399,0.9487806066814768,0.051219393318523106,0.03410795024086862,0.023889787221769727,0.041112370120695824,0.028120368731672108,0.03818005144690826,0.02094100993498853,0.02823732961709343,0.06339826377238016,0.02730710304689386,0.04835187228672657,0.07843951619296301,0.14171041691838765,0.14751246003126145,0.089605586499454,0.10961839112901962,0.07946752280891649,0.06451319523975825,0.935486804760242,0.025215891992573458,0.9747841080074263,0.049948675774834334,0.33876315845588106,0.4180524106817634,0.1335450859703784,0.044443558615039035,0.015247110502103587,0.07479174825673571,0.5487774066083072,0.2511294887493686,0.09271624687832639,0.0200960124228681,0.012489097084393892,0.8517330288547085,0.7412507656500156,0.11048226320469282,0.0728146932119561,0.00018366119277697288,0.004302199887769518,0.017300203376894547,0.004953944801987794,0.7025903100068882,0.004144857103464482,0.0059039063537644505,0.014955789231616457,0.0,0.15111837499023692,0.12128676231402932,0.05912244466857055,0.06731234808161664,0.07369250199150347,0.0584028926903631,0.0450119527814934,0.0604969582703297,0.06936481824350006,0.08249051869764573,0.07871391037298044,0.07353620883938487,0.06312805263363398,0.053358782061447604,0.03617768680019943,0.019996831211411194,0.013375788819052553,0.015538809666852324,0.1757993868255045,0.8242006131744954,0.5055630659382772,0.238395233190908,0.08443735207067118,0.01641993883275756,0.007555898468729652
29,Greater Grand Crossing,0.7838870063300122,0.21611299366998774,0.8924845725368554,0.10751542746314437,0.7466339523932931,0.8162648256893378,0.18373517431066205,0.20712531371516013,0.062394489337244424,0.07905939556303401,0.07955050168679263,0.03789285498175354,0.047339628013626366,0.04890418960453709,0.031707447138464066,0.030885424202013505,0.08208093315933454,0.0726095780865874,0.10565272345336986,0.05184698225143236,0.01887890491137427,0.02574897806861859,0.01832265582665644,0.2858606816227434,0.7141393183772567,0.05910928193648493,0.9408907180635152,0.3755335752652426,0.43923896814486263,0.1255651784738351,0.03864400960490958,0.0198931877545665,0.0011250807565833033,0.5111780919596898,0.378349148271126,0.09783895873750909,0.010606393365327905,0.0019535635307241436,7.384413562298251e-05,0.5748511680717133,0.5010468370514063,0.07380433102030703,0.3067422687176575,0.0,0.0014088719335305251,0.020224863533897557,0.019630147814721978,0.022131741623365668,0.9527110067516401,0.0014106921490517768,0.0011010181979166365,0.0004936816648320067,0.005796098380383474,0.016355761232810528,0.046826737516686714,0.07474777900650237,0.08008369513203557,0.06018022982568217,0.061031423932129764,0.08334287970217034,0.07724059366544428,0.056974243368892306,0.057092636234634134,0.06038059851724874,0.07473372545895929,0.048597756649147804,0.034871177306879594,0.01998016700796804,0.009992284199284177,0.025920796453660484,0.11827651789065224,0.8817234821093478,0.6112365768264666,0.2216849171898625,0.09027328624947982,0.019252081972043006,0.006612374386566194
30,Hall,0.8656311745514904,0.1343688254485095,0.902816966519519,0.0971830334804807,0.8231499789860629,0.8232945346483673,0.17670546535163276,0.17485614504920383,0.07899004876827263,0.0634812247465673,0.04697706559385481,0.04656553000064184,0.04908426932132245,0.04799430126711058,0.030405392553382447,0.0340545690101185,0.05234306713457442,0.07093035037283808,0.13154948335328986,0.06893596775831358,0.030277270487185686,0.04472673300772628,0.028828581575596986,0.23224033212494236,0.7677596678750578,0.03450051294535797,0.9654994870546421,0.3153126867063888,0.4719390420238037,0.14387664558657295,0.056407346024585546,0.007742204181524823,0.004722075477124069,0.3897258171371486,0.4870668597146183,0.09118938930224674,0.028646675486276398,0.001997107943053573,0.0013741504166561631,0.5679132232168193,0.5228141269322947,0.045099096284524555,0.24270927236272052,0.0,0.014500838893515404,0.027216637889523013,0.0072182388283423375,0.05229062452593181,0.8892811343742647,0.0007445897466730817,0.0068924614317675045,0.0008815255356119177,0.010496261756303872,0.03941340262944722,0.06998656156070136,0.06571899056579436,0.060144050567232016,0.06675052051295392,0.05647290578530779,0.10059703820946846,0.06858642162688115,0.06404866293929179,0.07063530682391875,0.06373726348764458,0.06770852317309795,0.042777233445797466,0.03403594403696643,0.017808293547443385,0.010883890372748008,0.012554580547890255,0.12523444703291262,0.8747655529670872,0.638039494810059,0.3377166849923349,0.12187505201634263,0.022480152756226203,0.010530203953708187
31,Harold Washington Library Center,0.9350860147843836,0.024603525179295305,0.7486125597594185,0.0171422051068269,0.8974398818825206,0.9378008788632032,0.06219912113679673,0.058925474100829794,0.017945869207568476,0.015425926273925571,0.01058717276035779,0.014960824431495951,0.018849218956028264,0.014751215770712886,0.025394342579744662,0.014469338302880974,0.03636946638702428,0.07673183358404151,0.1148165240252164,0.13505261986500328,0.08497098692557899,0.11530360176871883,0.24544558506087166,0.09690502316834826,0.9030949768316516,0.014981159512131019,0.9850188404878689,0.442098346456709,0.463685685331497,0.09366897287920734,0.00045163953265901037,9.535579992761872e-05,0.0,0.574745782794179,0.36725727639326466,0.057576567975994815,0.00039376197766898794,2.6610858892668102e-05,0.0,0.2535961793584753,0.23712695918295318,0.016469220175522117,0.21196687693741104,8.526022478689451e-05,0.014467405055574933,0.29348218085092553,0.022190358824624723,0.6052975563108275,0.09930945010103909,0.007299699996941474,0.21112496248578677,8.192270237104966e-05,0.025029031046410122,0.05185737735662363,0.0318031329517581,0.01990763251414078,0.011113957569470785,0.05421308431557583,0.11055726352325689,0.1905260291683342,0.16636156964569956,0.10596109142763677,0.042153088606550045,0.040278263063759936,0.03820415032779824,0.034957674775144006,0.02571363019140675,0.015173787693192838,0.0053537243723144985,0.005554250837809295,0.02962854255541387,0.9703714574445863,0.9278289000064244,0.8160947191400685,0.4456064889919381,0.17846398339912328,0.06245715123392478
32,Hegewisch,0.8632371570129349,0.13676284298706495,0.9095902792897036,0.09040972071029645,0.8451315293078013,0.889095027114571,0.11090497288542893,0.09860873411237217,0.028251880258901258,0.1424822551498718,0.015566872376301442,0.06810776290918491,0.03407791530729686,0.012450646007791253,0.01758168550274242,0.04906418131454127,0.06064415962184901,0.12250696893157241,0.09510874430247855,0.04879906247298887,0.08893779917468535,0.0760681423789589,0.0417431901784628,0.15046985747888894,0.8495301425211109,0.04405584600377239,0.9559441539962277,0.12310800444438548,0.38471635400182225,0.3594065198931427,0.07310803752893283,0.042021299348444265,0.01763978478327229,0.18919695537487408,0.49393116084656197,0.31189952887645905,0.0018319202270911793,0.00314043467501345,0.0,0.7904703582420626,0.7423207193992346,0.04814963884282782,0.10383080702500026,0.0,0.0,0.010708928491209985,0.015497594796586793,0.653431070542856,0.10448804950428568,0.0011560434771603542,0.0,0.0,0.17378678226358443,0.06713805421211358,0.04992778315116924,0.06679716991411129,0.0800185123304098,0.06573306332511727,0.05636110677830442,0.0718420402230627,0.06681831463752513,0.048527895766334365,0.08533532483633208,0.07568198648213785,0.06487815975813475,0.06022894542522046,0.03270770216987582,0.030257086292979345,0.01549173236399775,0.021621452280836926,0.12898952948668244,0.8710104705133177,0.5090161419058259,0.1604746568764446,0.07041354429023125,0.007806949226905959,0.0018668791629557716
33,Humboldt Park,0.8975176457594777,0.10248235424052227,0.9229731683955039,0.07662960222306846,0.8615138412930444,0.949325590211901,0.050674409788098965,0.06033931161399074,0.044107345582483394,0.023715354023202757,0.02871818903333846,0.05128442387880529,0.03418685101368876,0.02472558619367452,0.02528308044907022,0.030236637147274283,0.08077087441153735,0.0961912255488242,0.13407092761184758,0.10296009965576436,0.07188638854147021,0.08255005342234781,0.10897365187267939,0.1389584894759098,0.8610415105240903,0.032939108303340105,0.9670608916966597,0.19302402682284567,0.4981763680278894,0.24659886422725943,0.034114526900581484,0.02121874937586379,0.006867464645559972,0.2738421029607386,0.5081803215372804,0.18963708613531705,0.015042173608311095,0.00900727678616413,0.004291038972188623,0.5557204853927228,0.49052142748231076,0.0651990579104118,0.22232885168515296,0.002571962372627705,0.03691186776051927,0.03514599301664135,0.013970649857627722,0.5916382453545972,0.1040114631323541,0.006054238532426435,0.030373048834361014,0.0010982804970799188,0.1282010498922897,0.1386236737568914,0.0595927867258573,0.04571517389101565,0.051313597736940615,0.04627845530128683,0.06419904469880199,0.14510128661732874,0.1373497815884657,0.11534973690912469,0.0446449748017616,0.044757251656093164,0.04351094546812896,0.03183824455468707,0.01787771061073828,0.008662224468664327,0.008776129101030964,0.00750546644716498,0.13929220544314788,0.8607077945568522,0.663163330170627,0.4731973645677437,0.16162490705128918,0.047809582592443965,0.012477428066709683
34,Independence,0.9034345935889169,0.09656540641108327,0.9483394618620361,0.05055922112724951,0.8681935371944983,0.9362642778869843,0.06373572211301581,0.03928216109854378,0.03596132880081414,0.026501632328401435,0.03674883034874431,0.03839178701898417,0.03992129950128016,0.04433456965898227,0.02447745281266205,0.026314044374079974,0.07690465967323093,0.0851254233705748,0.14225949774616467,0.10366043355692017,0.06758454954220859,0.1002383515977628,0.11229397857064526,0.08744159613554081,0.9125584038644591,0.028316146642945576,0.9716838533570546,0.160325447338987,0.4609097373244192,0.2989629972284673,0.06117561085021587,0.014575280991441838,0.004050926266468797,0.24982977078491872,0.4440638797891572,0.25385186018409184,0.04270677415341423,0.007628982015242469,0.0019187330731755868,0.552579109722732,0.470274722163587,0.08230438755914499,0.245672043905578,0.0005797694362692253,0.018485648730684607,0.031120432287528893,0.010140001533745257,0.6097853770618965,0.03840489085612823,0.005336038850877574,0.0687466896967341,0.0007871919611801768,0.15532967136149795,0.12161014021168509,0.05830301683169489,0.053609330830963975,0.057962228078215404,0.05578216822094326,0.05913031086173191,0.09479852339532911,0.11293145771569843,0.09337720948105696,0.05609523837718877,0.06423215356978962,0.04597774034537441,0.03181222091791174,0.02943964611427412,0.012305702378290161,0.009540876770184684,0.007541001164411358,0.15279776243565665,0.8472022375643433,0.6334770203880675,0.4412487406702654,0.16055031872351522,0.034957816692890935,0.012072322707122702
35,Jefferson Park,0.8637935412273715,0.13620645877262838,0.9217220075993989,0.07827799240060088,0.8418513817829644,0.9363884389549095,0.06361156104509051,0.04503702160035822,0.021859855479073136,0.0308580568584121,0.03996560675378384,0.030960000490647045,0.04445209865201377,0.036393756750426824,0.028566776103576483,0.03835042955209675,0.07254346316120719,0.08493176863352532,0.1404875391476078,0.12276932845171015,0.06288355192015818,0.1061871282580108,0.09375361818739156,0.0893597977471951,0.9106402022528048,0.02652523393832455,0.9734747660616753,0.11911574107429555,0.4271965175766272,0.3409654302925374,0.07355209906500361,0.028041260588405163,0.011128951403130746,0.16523750828701134,0.49627491238596794,0.2855322998560648,0.027047493966277154,0.01870930133779251,0.007198484166886052,0.6650409560284946,0.5966612681971177,0.06837968783137673,0.20008126142566585,0.0006433426814745471,0.004350078537028737,0.014521023693968071,0.009332212356829196,0.6981926031129778,0.024099703735408727,0.002058858542772369,0.09981610757291055,0.0014330434884878994,0.089535594281451,0.08486408926599133,0.051716079451520534,0.05747431175358489,0.05024910069692249,0.05154913169049398,0.05254279988089819,0.06380890429564072,0.09013146949342635,0.07782492983316137,0.0732534414493882,0.062150118962824255,0.06791715537380709,0.056282135270715905,0.03543322331805848,0.02201396818755716,0.020300151278021764,0.023842117226740196,0.08704339393266163,0.9129566060673384,0.6892245451916834,0.4340253962728817,0.1526788716629223,0.03345960763040148,0.012964609830649971
36,Jeffery Manor,0.8774214869962607,0.12257851300373918,0.9252268504360673,0.07477314956393243,0.854160384780717,0.8740386858783535,0.12596131412164635,0.08705728024985805,0.09659528161664444,0.06904789047858378,0.08580657340118127,0.07289304989095437,0.030736626846730102,0.022399770774975025,0.041100908194146725,0.02221205022956317,0.0914525847262044,0.08408372689487381,0.11164991166406216,0.07167362217006404,0.05152789795414166,0.03780250989377564,0.023960315014240445,0.23115982012809558,0.7688401798719043,0.05280437422416226,0.9471956257758376,0.21586433410446929,0.4513294227107556,0.2285355316818434,0.057719799291215505,0.033808423850068964,0.012742488361646955,0.3015032999767241,0.5086948508146314,0.13785193639214852,0.047651612843106754,0.004298299973389132,0.0,0.7087153726949608,0.6232926567395232,0.0854227159554375,0.2083328810095101,0.0,0.0,0.005004260466197813,0.00803082515689012,0.20360019825283868,0.7189551163177778,0.000471593064504142,0.00025121112605534486,0.0,0.04324350378832612,0.0334783774504979,0.044302106424591314,0.05330339080316783,0.08882718240230245,0.06833559857986976,0.06555164136336473,0.05480670342709165,0.05598245616056744,0.07627505586293826,0.06290683569577528,0.05444023732140289,0.05935376931158881,0.0823557257686741,0.041575176155005666,0.024915286825341054,0.02097967293310064,0.014963374341917923,0.1645677918317318,0.8354322081682679,0.5569234915427503,0.24115783734991678,0.08596251772917286,0.015742496226901555,0.005441486359991184
37,Kelly,0.766577695736432,0.23342230426356816,0.8303951117579389,0.16960488824206105,0.7114771827482537,0.7616009896739844,0.23839901032601554,0.2626797338957265,0.1155596594624504,0.09012841869320391,0.0924293223094842,0.052870221702741665,0.05298349572072539,0.045859505445006644,0.032215337506790814,0.037804450802443296,0.064216109481928,0.06212824690862289,0.04941033013149198,0.023298678331797235,0.007961460837677698,0.0012255856066885255,0.009229443163220339,0.4125517309700842,0.5874482690299158,0.06319488660249983,0.9368051133975003,0.5322330843452139,0.32931898955742556,0.09918644928511065,0.02641485890800798,0.008248167554685349,0.004598450349556466,0.5949105398610902,0.3115694616224493,0.07737476888231791,0.01614522963414247,0.0,0.0,0.5184995983714694,0.4645048117776034,0.053994786593866036,0.38710587424316334,0.0,0.0045517519944694535,0.025195062607895925,0.014664879170770664,0.03538002616811557,0.9271129620185835,0.0024572739676154034,0.006321293260841799,0.0,0.008270000695661509,0.020458443889181818,0.059938580270747326,0.07702442224492846,0.08388387905981959,0.08602466804048364,0.05304847594749355,0.0811070908101535,0.06033835646459507,0.04053471081810184,0.06689807410121512,0.06505360423401352,0.07216815709325324,0.04465304934553328,0.03697090097502254,0.028076549516174144,0.017508079425356312,0.022433729338141754,0.18265588814189082,0.8173441118581093,0.4525628696645027,0.11669223415142409,0.03617976701775207,0.0052808399155701135,0.0021914737519087425
38,King,0.8321413808510514,0.16244606121117056,0.889143049543455,0.10544439251876712,0.801931370780287,0.8519348243321563,0.14806517566784366,0.19235337697860722,0.10428200113376322,0.05298893171625122,0.04412936348442182,0.04466133601296922,0.05329821506548197,0.026891368652872324,0.02694836059531714,0.03074369453248469,0.09292151963341085,0.08553219153009278,0.06647549332197097,0.058857926450086584,0.0407557225313257,0.039708100677731256,0.03945239768321255,0.27191160173250123,0.7280883982674986,0.03152955369444831,0.9684704463055518,0.41053678538534333,0.44860923691933263,0.11897078341020341,0.01655139151304486,0.00491879738571927,0.00041300538635657735,0.5001226525193472,0.4284959029392782,0.06799442666553501,0.003357576062600694,0.0,2.9441813238712603e-05,0.5155975243323854,0.44972624671957595,0.06587127761280946,0.27238809922037155,0.0,0.00886693115881329,0.05716361141388657,0.006919198434220845,0.09502465539723054,0.7303780336983345,0.006752284707234947,0.10515268974795247,0.0,0.022377824579576582,0.04031451186967053,0.051257050975093484,0.03937283582937746,0.048086880011746304,0.058505594396505295,0.0835543286810996,0.10662681591291642,0.09302682487080524,0.05281269684428428,0.045443623903435926,0.06339959740699296,0.062027243069578554,0.06380553343049461,0.04120318146144724,0.029466707135140456,0.0203442446578424,0.028708870110385643,0.09678046091176658,0.9032195390882332,0.7294503209935099,0.4380815543899871,0.20985541195429724,0.05199260200653473,0.022346090355179413
39,Legler Regional,0.818758651428018,0.18124134857198204,0.8565799329134756,0.14342006708652438,0.7620525075326755,0.7762796227557145,0.2237203772442853,0.17236424978331102,0.10434564170862261,0.08221674242166048,0.061096097303590426,0.05864140974650073,0.04758313472173497,0.04883779091623931,0.06758503251888932,0.03423213519438396,0.08349982179046772,0.05674224628196767,0.07833692365461735,0.04934021388027518,0.02311795683738272,0.021427522578990225,0.010633080661365672,0.3142357710102597,0.6857642289897402,0.04811505238950191,0.951884947610498,0.366791346173585,0.4171834425514527,0.14141993875367112,0.039859338538711486,0.017245356675655802,0.017500577306923556,0.4572750469404593,0.41903518344703483,0.08824678556360074,0.019504773499774024,0.00908195430804648,0.00685625624108481,0.6352518281365416,0.5464707741421129,0.08878105399442869,0.269478506405121,0.0,0.005919351675854213,0.01515247108475972,0.010888656578595952,0.04206596660687023,0.9072126412336508,0.0010119223891261267,0.005079216250153264,0.00031556580362425234,0.02952274892783119,0.014791938788743821,0.07687875251066448,0.06918801934156554,0.07571594544627104,0.07445242950391666,0.07495375021595677,0.07868022398790887,0.07055627952139353,0.05908759587174875,0.0527296826748332,0.06822003689009123,0.0678218041511922,0.040990790344508345,0.02031285919399232,0.02356161282477315,0.01711429994334286,0.01212481979072817,0.23249312776654643,0.7675068722334537,0.4309304867645154,0.09168914960622622,0.029914768020961536,0.004493209179527616,0.0009445660747929257
40,Lincoln Belmont,0.9162853347923465,0.03484962080699834,0.8140965856145457,0.025111284792059287,0.9509887106676648,0.9626418182074598,0.037358181792540225,0.021223161605835324,0.015859101842135268,0.015950778574229833,0.014348077580344565,0.009581586482199807,0.012540977402688187,0.013653653696318206,0.016619449569976987,0.010525729760025764,0.03333290393967044,0.06552976588975162,0.10848516176774478,0.09785563552516242,0.08403639418816196,0.13317388227376062,0.34728373990199374,0.06341998847333472,0.9365800115266653,0.01608439591899344,0.9839156040810066,0.15686602247187856,0.5245685345629139,0.2759042513966369,0.035863474972281054,0.004720736054778423,0.002076980541511309,0.2679593048923669,0.5156028302642309,0.1793553222726494,0.03245148352398842,0.004631059046764456,0.0,0.40363126686079415,0.36146106063737615,0.042170206223417966,0.30721650091105324,0.0002885539350273737,0.016592101396860487,0.03639272084787343,0.006107910376743919,0.8110518895800412,0.029120246745260772,0.0016153591544081527,0.06105359012922621,0.0011084351542922787,0.02322728353634405,0.07282319570042695,0.08508388561870442,0.0638543608495575,0.04344497025727704,0.031168794016871292,0.07079975081649643,0.13589119815473966,0.1473506499395464,0.11330297715062718,0.045276399161836095,0.04071784535207833,0.03016332527581244,0.023014319430740383,0.015482229393870285,0.011465410428768537,0.0038528746012357127,0.0054239029919042345,0.023914365003082524,0.9760856349969175,0.923427154377577,0.8143760398217929,0.3448987621619531,0.11802242629722554,0.021740193611411426
41,Lincoln Park,0.8790843983126845,0.04869027145318037,0.8733281784241406,0.037515889370409485,0.9192090726752983,0.9644771019404681,0.03552289805953183,0.0630306199390804,0.027097311309429155,0.010913688694308492,0.013192054797016933,0.015872263534801197,0.02023134136180738,0.016099406817478804,0.01354135316869773,0.0065916421371586,0.03446372649383729,0.05252872512502443,0.10138339587594972,0.07918933222764428,0.07821215376084541,0.11655929648296798,0.35109368827395154,0.09119343410865112,0.908806565891349,0.017664515476063136,0.9823354845239366,0.27532886216029223,0.4882503089349237,0.20445872343614033,0.024046721139020764,0.0068135373754902116,0.001101846954132426,0.4485165676386592,0.42156747300812675,0.1071264553259626,0.020868090731808286,0.0011011461086716096,0.0008202671867716004,0.3282972446543072,0.28289745257574217,0.04539979207856502,0.3793224501434104,0.0019644971012141204,0.028338461043219253,0.05683377453763989,0.015517065025684666,0.8299319829928526,0.03435243735614704,0.00028344902558843774,0.07070519645264231,0.0001685942054828146,0.020711818764293552,0.04384652120299303,0.05064347972634522,0.04093582124209355,0.04110593832374972,0.07077454267745574,0.1286220993238132,0.16537594766625618,0.12269768000478938,0.0727089930668039,0.04732057417080706,0.03996860412744497,0.03696201013066531,0.030110531809472735,0.02107827206188662,0.015131468798077167,0.00894445320258046,0.008429602761034428,0.023474519042294344,0.9765254809577057,0.9326834103429894,0.8562421335980505,0.3912212939039764,0.14683288372368788,0.030084116256661648
42,Little Italy,0.8436477291158044,0.05725174810382346,0.922383813460701,0.07761618653929901,0.8632176795393987,0.9082938293992883,0.09170617060071162,0.13118695485485327,0.03884698611886036,0.052867544346108755,0.054566276287711935,0.03165135402897248,0.02770235844409873,0.028225658088694903,0.021332581470337408,0.013350133445858314,0.03513495718105386,0.09085022387347728,0.111668010294384,0.0632290994396452,0.05583811524629942,0.09929093267433232,0.14425881420531111,0.3011437877319099,0.6988562122680901,0.015279892125462931,0.9847201078745371,0.34190091319438265,0.46733754930939947,0.17266526079462363,0.012416032487376992,0.0013851998455865068,0.004295044368630743,0.5018868219494456,0.40261704792785313,0.08226500630548374,0.006150524132215256,0.0,0.007080599685002177,0.3838743446205919,0.33417691778669684,0.0496974268338949,0.21653830426375062,0.0005196125365339324,0.02887058938296885,0.20260513162431462,0.018059034354395757,0.41957585271927833,0.2394157700134369,0.005213236087836955,0.24531414728641973,0.0004212068363924436,0.03401717698973629,0.05604261006689926,0.06002023189216442,0.040924205963694026,0.019497147485593086,0.10031298060480527,0.1826828349700257,0.16453118137716397,0.098655819594381,0.06373361614717257,0.02974396627724191,0.030732166319913098,0.03099951690801009,0.025948700220413193,0.022400028646184282,0.011188721824269002,0.006512979601628155,0.02426917051958427,0.07098976747160543,0.9290102325283944,0.8241884026340286,0.6702375212109255,0.3429673290614959,0.1479205736023223,0.07544263295938765
43,Little Village,0.8221312148883644,0.17786878511163562,0.8955104383575501,0.10448956164245003,0.7882387697229121,0.9058394057057892,0.09416059429421068,0.11751569878299813,0.03981047575790348,0.0524120002160376,0.052890675448721065,0.08684262762673062,0.10258947133688402,0.04987834286179153,0.06442406823688063,0.036197972915904444,0.07181931445213752,0.08013099576969503,0.0869771828590833,0.06611062897562199,0.023093439639003666,0.04147612815730362,0.02783097696330285,0.21837452102964597,0.7816254789703542,0.03309777839695585,0.9669022216030441,0.20750931854952923,0.45468105085952554,0.23124594057039966,0.08160625273174915,0.018396241233277502,0.006561196055518799,0.2711512001034049,0.4863940446665812,0.1796124738907528,0.04796464517813087,0.008758252624010721,0.006119383537119438,0.6444520886475218,0.5156914058217732,0.1287606828257485,0.2258150178666721,0.0006424332993066315,0.014588055229163028,0.04701335299470865,0.0042664363302920855,0.3303042912501265,0.19433183888483682,0.005542189291895331,0.0067054856413585025,0.0002119796065189921,0.36238630621880324,0.10051790910646045,0.052918961788021385,0.0645245075653345,0.07101101165546743,0.06507807717455656,0.09716857164937366,0.09959174780766748,0.09465540952117354,0.07445651231800525,0.053904793072017045,0.05716130323632868,0.03590284395245309,0.03724562077959083,0.02870891314274313,0.015077532274451954,0.007946800202659636,0.010830610043260311,0.3776688141164182,0.6223311858835819,0.3185703019049537,0.1398990954219053,0.040876990942133914,0.011800537854804208,0.006387211212989695
44,Logan Square,0.9067331288046385,0.09326687119536135,0.8852422080662266,0.06469920367549502,0.8742595803148686,0.9553418148762253,0.044658185123774764,0.04768830109771217,0.03199501965700469,0.026662474553734355,0.03360996780343078,0.030271475263088606,0.03380916625490421,0.022949686954598387,0.025808357684202102,0.027338893874876688,0.07464002106862495,0.10524438484759657,0.13757316161394878,0.10317247855625733,0.07114407895731133,0.10050774883271334,0.12758478297999495,0.1008915969639662,0.8991084030360337,0.03757411398302897,0.9624258860169709,0.21613032650383138,0.5111971636817694,0.21555104888015955,0.04574624504706288,0.008978324269731514,0.0023968916174450265,0.3015857014333944,0.5137341359225338,0.1488458836538591,0.0302196324409614,0.004428107459760994,0.0011865390894902402,0.45519071882647044,0.3996495321330537,0.05554118669341673,0.30319972193864025,0.0008544179710398658,0.028940702207590378,0.030444717607679084,0.007564878600682662,0.6420824411259182,0.055215995482184095,0.0067377427373563675,0.04774749393401364,0.0004631733507647166,0.10402664687570264,0.14372650649406013,0.058511948647221146,0.04420411546106544,0.044988396338684955,0.03662645875599529,0.07206464595978548,0.15272021925671242,0.14807924416126755,0.10606316767417649,0.0482426938063877,0.04243948821613455,0.03689145965051919,0.0292972782294474,0.01939618816838512,0.012010860177832561,0.008407256590786456,0.013739860959969407,0.10355081722687237,0.8964491827731275,0.7023090673569657,0.5275684896581261,0.1934316581773115,0.05190091322690781,0.015645595121921926
45,Lozano,0.8922422475840621,0.09280889870174193,0.9260959080079931,0.07390409199200682,0.8593103841755192,0.9309774790379317,0.06902252096206833,0.06589296757045153,0.0590128083761797,0.04336817480360405,0.05878481272620744,0.03441210851888882,0.048043169699586816,0.04866350194746443,0.0385543232579494,0.018878888425366315,0.06761638499797513,0.10262371951611546,0.1483032663519257,0.09101500005387543,0.05531545449168647,0.06437143756918776,0.055143981693534856,0.1341916486526595,0.8658083513473404,0.03658293613131774,0.9634170638686824,0.2682168965543054,0.4740246905316727,0.2015719240305031,0.045128781883999124,0.00654815416582477,0.0045095528336948874,0.3420772508714933,0.47414296944467854,0.1532474416691076,0.020388752068231392,0.0035992072737285495,0.006544378672760542,0.5360121647382879,0.4373272439584174,0.09868492077987047,0.2662880423610205,7.174888452920607e-05,0.04337211565348584,0.052900882260249145,0.010337249539425459,0.4248522085591197,0.09747852230734004,0.012707553069286828,0.07895010958295687,6.537140162685374e-05,0.2576696771730876,0.12827655790658193,0.047782209837895946,0.05284887412408915,0.055305226331871925,0.057098155039457005,0.08564018699320686,0.12048967456992497,0.12300732036983429,0.08779570269949888,0.05691644275933227,0.046252746684869166,0.045675032824057896,0.044064322379231996,0.025685302064495246,0.01688405697637235,0.009395274815434323,0.0099976215641037,0.22804261974390044,0.7719573802560996,0.5693794125426114,0.37632165031222026,0.1497655274051233,0.034650660150953486,0.020387373864906584
