,BRANCH,LOCATION,geometry,LATITUDE,LONGITUDE
0,Albany Park,"(41.97557881655979, -87.71361314512697)","MULTIPOLYGON (((-87.720051 41.999908, -87.721219 42.00079, -87.7215 42.000357, -87.72212183041236 42.00024520579279, -87.723118 42.001339, -87.72490880440053 42.00182750282337, -87.723176 42.002142, -87.720613 42.003396, -87.719613 42.002652, -87.717613 42.004082, -87.716613 42.003011, -87.715761 42.004579, -87.715026 42.004991, -87.71445639653548 42.00489728571263, -87.720051 41.999908)), ((-87.736324 41.985243, -87.73640333323162 41.98551740688335, -87.73503960053377 41.98583418274724, -87.73524750840394 41.98499592333109, -87.736324 41.985243)))",41.97557881655979,-87.71361314512697
1,Altgeld,"(41.65719847558056, -87.59883829075173)","MULTIPOLYGON (((-87.597932 41.671105, -87.598365 41.672672, -87.60085310782229 41.674553593305724, -87.60077742161953 41.67509654683759, -87.599087 41.67395, -87.598109 41.672928, -87.597838 41.671785, -87.59390604459918 41.66829014697457, -87.594838 41.668615, -87.596872 41.670165, -87.597169 41.670867, -87.597932 41.671105)), ((-87.60096358459182 41.675589708132485, -87.60136413678836 41.67599227315412, -87.6015874333447 41.67770552133327, -87.60135684056091 41.67980026655445, -87.60096358459182 41.675589708132485)), ((-87.600612 41.669198, -87.601178 41.670858, -87.603969 41.671068, -87.6050110601525 41.672126786639694, -87.604254 41.672198, -87.605036 41.673198, -87.605125 41.674198, -87.603838 41.674602, -87.60325691644496 41.67535354728836, -87.60320527901254 41.67534659660767, -87.603346 41.675198, -87.599838 41.670867, -87.599368 41.669198, -87.599838 41.668937, -87.600612 41.669198)), ((-87.58344451650159 41.66454832100654, -87.5835946476498 41.66454691528418, -87.58382 41.664745, -87.58573335504886 41.66470928403909, -87.586063 41.664973, -87.587838 41.665033, -87.588353 41.664713, -87.588521 41.663198, -87.589002 41.663035, -87.589364 41.664673, -87.590838 41.664894, -87.591838 41.665749, -87.5935 41.667198, -87.59376489706874 41.668164690344604, -87.591838 41.666452, -87.589838 41.666646, -87.588838 41.66576, -87.586838 41.665802, -87.585838 41.664893, -87.583838 41.66493, -87.58344451650159 41.66454832100654)), ((-87.5772935270092 41.66253647618728, -87.577331 41.662765, -87.57837189866791 41.66285491290221, -87.579059 41.662978, -87.579838 41.663804, -87.58072488887375 41.66383150043019, -87.58082 41.663921, -87.58216793187349 41.66388393187348, -87.58224754274354 41.66396354274354, -87.579838 41.663978, -87.578971 41.663066, -87.577202 41.662834, -87.57713304430422 41.66221415649287, -87.5772935270092 41.66253647618728)), ((-87.574014 41.658374, -87.5738020939129 41.658391313266414, -87.57296147693636 41.65839183133431, -87.573838 41.658372, -87.57389448282281 41.65823671452923, -87.574014 41.658374)), ((-87.56887768305681 41.66130606115389, -87.56903104981453 41.661768852071916, -87.568391 41.661645, -87.568127 41.661198, -87.56815153119922 41.661172393320236, -87.56825773297369 41.66115660238584, -87.56856509660547 41.66114315347579, -87.568521 41.661198, -87.56887768305681 41.66130606115389)), ((-87.5771305957792 41.66219214667448, -87.57702 41.661198, -87.57780647629777 41.660098086938085, -87.57782 41.660098, -87.5778884312588 41.66024545832543, -87.57793402550698 41.6604709903678, -87.577087 41.661277, -87.57722147607481 41.66209708360375, -87.5771305957792 41.66219214667448)), ((-87.57366394622608 41.65797190468385, -87.57328791506326 41.6578418373772, -87.57357436581209 41.65786900659342, -87.57366394622608 41.65797190468385)), ((-87.573219 41.657818, -87.57320607660296 41.65777854963009, -87.5732488226261 41.65782831549785, -87.573219 41.657818)), ((-87.572257 41.65678, -87.57218789466255 41.65659315964321, -87.57239570104836 41.65683509244438, -87.572257 41.65678)), ((-87.56877177110512 41.65290922712585, -87.569099 41.652997, -87.57033647966746 41.65443770126228, -87.56877177110512 41.65290922712585)), ((-87.569838 41.651534, -87.5702152346658 41.65192663841465, -87.56882 41.651732, -87.56877887709932 41.65170276161762, -87.568838 41.651545, -87.569838 41.651534)), ((-87.57492578272166 41.65682953384946, -87.57482 41.656828, -87.571274 41.653277, -87.57137892334012 41.6531378443765, -87.57492578272166 41.65682953384946)), ((-87.583838 41.65733, -87.586838 41.65734, -87.587556 41.657481, -87.587763 41.659274, -87.58991352551486 41.65928349925381, -87.587741 41.659296, -87.587445 41.657592, -87.586838 41.657395, -87.583838 41.657378, -87.58329503600416 41.65808005244662, -87.58311865231389 41.657884354742265, -87.583183 41.657544, -87.583838 41.65733)), ((-87.58004379420578 41.657407207792204, -87.580838 41.657337, -87.581437 41.6576, -87.58148974335234 41.6578351834727, -87.58093338552362 41.65756089906314, -87.580838 41.65739, -87.58004379420578 41.657407207792204)), ((-87.59183900192376 41.65927242003209, -87.5918402881876 41.65924728338471, -87.591912 41.659272, -87.59183900192376 41.65927242003209)), ((-87.56851 41.644198, -87.569838 41.643701, -87.570042 41.643994, -87.571838 41.643916, -87.57308 41.643198, -87.572671 41.642366, -87.572033 41.642198, -87.571982 41.641198, -87.573838 41.641064, -87.574171 41.641865, -87.574838 41.641968, -87.575838 41.641647, -87.576838 41.642708, -87.577838 41.641853, -87.578102 41.643198, -87.577618 41.644198, -87.578433 41.644603, -87.57871 41.645327, -87.580498 41.645539, -87.580741 41.648296, -87.582547 41.64849, -87.582838 41.649337, -87.584571 41.649466, -87.584724 41.653198, -87.585621 41.653416, -87.58571067983645 41.65393638707821, -87.585561 41.653476, -87.58469 41.653198, -87.584473 41.649563, -87.582838 41.64939, -87.582427 41.64861, -87.5807 41.648337, -87.580333 41.645704, -87.578629 41.645407, -87.5772 41.643837, -87.574838 41.643067, -87.574335 41.643695, -87.572992 41.644198, -87.572939 41.645198, -87.573838 41.646485, -87.575479 41.644839, -87.576152 41.644884, -87.577157 41.646198, -87.577337 41.648198, -87.579482 41.650198, -87.580051 41.651986, -87.58145 41.652587, -87.582145 41.653891, -87.582955 41.654082, -87.583168 41.654868, -87.58398 41.655057, -87.5842 41.655836, -87.589838 41.656086, -87.590071 41.657966, -87.59047137925735 41.65804065503968, -87.590027 41.65801, -87.589838 41.656107, -87.584012 41.656025, -87.583785 41.655252, -87.583004 41.655033, -87.580838 41.652378, -87.575227 41.652198, -87.578838 41.651703, -87.57912 41.650198, -87.578318 41.649718, -87.577838 41.648672, -87.576528 41.648509, -87.575553 41.647913, -87.574838 41.649183, -87.573838 41.649689, -87.572078 41.644959, -87.56851 41.644198)), ((-87.588963 41.652198, -87.588915 41.654275, -87.585838 41.654328, -87.58581877590875 41.65426887030419, -87.5889 41.654261, -87.588938 41.652198, -87.588056 41.65198, -87.588056 41.6516031510791, -87.588117 41.65192, -87.588963 41.652198)), ((-87.588121 41.649481, -87.588056 41.650261454545564, -87.588056 41.649417, -87.5885435933068 41.64939789587691, -87.588121 41.649481)), ((-87.592731 41.651198, -87.592623 41.651983, -87.591769 41.652129, -87.591633 41.652994, -87.59086283141802 41.65323394750454, -87.59072 41.653198, -87.591581 41.652941, -87.59175 41.65211, -87.592564 41.651924, -87.5927 41.650198, -87.58901539336459 41.64937941054035, -87.590838 41.649308, -87.59273 41.650198, -87.592731 41.651198)), ((-87.59887705941904 41.65325642993957, -87.598908 41.653268, -87.59404 41.653401, -87.593838 41.654299, -87.591838 41.654304, -87.591614 41.653423, -87.59120491974421 41.65332004355978, -87.591655 41.653382, -87.591838 41.654285, -87.593838 41.654282, -87.594006 41.653367, -87.59887705941904 41.65325642993957)), ((-87.598079 41.652958, -87.59880469150887 41.653229368356754, -87.598032 41.653004, -87.598032 41.651392, -87.600903 41.651264, -87.601048 41.649408, -87.60140613384057 41.64940925367739, -87.601104 41.649464, -87.600919 41.651279, -87.598079 41.651439, -87.598079 41.652958)), ((-87.603554 41.649483, -87.60277556229424 41.64941404747594, -87.603619 41.649417, -87.60367153666225 41.64983354067932, -87.603554 41.649483)), ((-87.603838 41.65033, -87.60383033190445 41.650307130715014, -87.608626 41.65041, -87.608838 41.651307, -87.609084 41.650445, -87.609838 41.650322, -87.611604 41.650433, -87.611838 41.651317, -87.612131 41.650492, -87.61278229224172 41.650458810954845, -87.611838 41.651354, -87.611532 41.650505, -87.609838 41.650362, -87.609165 41.650525, -87.608838 41.651337, -87.608569 41.650468, -87.603838 41.65033)), ((-87.61387278960883 41.65040324056104, -87.615838 41.65030309587602, -87.615838 41.650398, -87.61387278960883 41.65040324056104)), ((-87.625304 41.642733, -87.627157 41.643879, -87.629355 41.646198, -87.627838 41.648789, -87.627596 41.64844, -87.625474 41.648834, -87.625435 41.650198, -87.624838 41.650824, -87.623569 41.649468, -87.62342 41.648198, -87.622838 41.647883, -87.620838 41.649943, -87.617724 41.650085, -87.61783755486226 41.651345060532954, -87.617699 41.651338, -87.617665 41.650025, -87.621156 41.649516, -87.621297 41.64874, -87.620757 41.648117, -87.621838 41.648077, -87.623322 41.647198, -87.622838 41.646084, -87.621161 41.645198, -87.620598 41.644198, -87.616838 41.642101, -87.615838 41.643894, -87.613838 41.643421, -87.612365 41.644198, -87.613322 41.646198, -87.612433 41.647198, -87.612506 41.648531, -87.613838 41.64961, -87.615838 41.649886, -87.615838 41.650006, -87.613352 41.649685, -87.612089 41.648198, -87.611838 41.646314, -87.610389 41.64675, -87.609838 41.648202, -87.609143 41.644894, -87.607385 41.644745, -87.606838 41.645552, -87.606365 41.644672, -87.605092 41.644198, -87.60748 41.64284, -87.607838 41.640745, -87.608838 41.639528, -87.609838 41.639235, -87.610838 41.639824, -87.611535 41.641502, -87.612838 41.641602, -87.613598 41.642439, -87.614838 41.642556, -87.616023 41.643383, -87.616133 41.640904, -87.61464 41.640397, -87.614445 41.639591, -87.613777 41.639198, -87.616838 41.636779, -87.618057 41.637198, -87.620857 41.639198, -87.620551 41.640198, -87.622838 41.641678, -87.624838 41.641591, -87.625304 41.642733)), ((-87.61987873493665 41.65148768076784, -87.620506 41.65153, -87.620506 41.652114111702126, -87.61987873493665 41.65148768076784)), ((-87.619435 41.660796, -87.619537 41.658499, -87.618838 41.657239, -87.61856 41.658198, -87.617653 41.658198, -87.617665 41.655026, -87.620506 41.65227921435898, -87.620506 41.652867, -87.619563 41.653474, -87.621091 41.653946, -87.621329 41.655198, -87.621194 41.656554, -87.619615 41.657976, -87.619551 41.660911, -87.61888728072734 41.661066495267335, -87.619435 41.660796)), ((-87.61873949198888 41.661139481843335, -87.61873011026375 41.661850147521115, -87.618621 41.661198, -87.61873949198888 41.661139481843335)), ((-87.6169388018507 41.664125228621245, -87.61686113154609 41.665306027170985, -87.616733 41.664093, -87.61657801076609 41.665705948795456, -87.616686 41.664046, -87.6169388018507 41.664125228621245)), ((-87.62580939895022 41.66249128035031, -87.62558156952842 41.66271922368682, -87.61926813525122 41.662509301997105, -87.6190728931059 41.66232177872729, -87.62580939895022 41.66249128035031)), ((-87.61312638043653 41.67477684923756, -87.6128965701083 41.67416425776175, -87.612665 41.672841, -87.612141 41.672603, -87.61205700561392 41.67264289733339, -87.610962 41.672198, -87.610119 41.671198, -87.610838 41.670487, -87.611838 41.671491, -87.612187 41.670548, -87.612677 41.661198, -87.612516 41.66052, -87.608756 41.660117, -87.614838 41.660043, -87.615187 41.66085, -87.616025 41.661198, -87.615982 41.662343, -87.615073 41.663198, -87.615031 41.665391, -87.614156 41.666198, -87.61415747831985 41.66622184386875, -87.613982 41.666206, -87.61377 41.667365, -87.61425338929455 41.66776879507334, -87.61434440231889 41.66923674707894, -87.613489 41.670365, -87.61319123048499 41.674811006896675, -87.61312638043653 41.67477684923756)), ((-87.614834 41.671365, -87.61491565501889 41.671276533023956, -87.615123 41.671198, -87.61513883695278 41.67103473244553, -87.6155589981427 41.67057951988873, -87.615544 41.671198, -87.61502404020399 41.67169989169499, -87.614834 41.671365)), ((-87.61574575274784 41.667151499383344, -87.61574512377707 41.6669717934521, -87.616529166416 41.66621426433237, -87.61647 41.66683, -87.61574575274784 41.667151499383344)), ((-87.61113326590845 41.67460131711635, -87.61109216828602 41.674460118371734, -87.61114219511472 41.67458557832438, -87.61113326590845 41.67460131711635)), ((-87.609653 41.673853, -87.60982620728883 41.67390495203977, -87.609215 41.673822, -87.60884598014401 41.67304187049011, -87.60896539932959 41.673055685554395, -87.60940929222662 41.67348315441423, -87.609653 41.673853)), ((-87.60798814704198 41.67294263166686, -87.60857577027109 41.6730106111347, -87.607448367497 41.67294874916837, -87.60798814704198 41.67294263166686)))",41.65719847558056,-87.59883829075173
2,Archer Heights,"(41.80110836194246, -87.72648385568911)","MULTIPOLYGON (((-87.73045 41.819896, -87.7306480196777 41.81985338664686, -87.731484 41.819821, -87.73167030188519 41.819633394001606, -87.732095 41.819542, -87.73254063020224 41.81881018526422, -87.736893 41.818517, -87.737123 41.817108, -87.737924 41.816548, -87.738484 41.814704, -87.739221 41.817371, -87.740484 41.817343, -87.741484 41.816302, -87.742484 41.816936, -87.743484 41.816093, -87.744212 41.813836, -87.746246 41.813108, -87.745484 41.81279, -87.74529 41.811915, -87.747484 41.812166, -87.749484 41.809974, -87.751484 41.809407, -87.75282980062319 41.80860862165929, -87.754135 41.809916, -87.754821 41.809602, -87.754815 41.808916, -87.755385 41.808916, -87.755347 41.809703, -87.75603142252913 41.8100819587829, -87.755484 41.811549, -87.754484 41.812419, -87.753484 41.811861, -87.751148 41.813773, -87.748589 41.814214, -87.746855 41.815108, -87.744484 41.815647, -87.743778 41.817108, -87.74364679940459 41.81905012582048, -87.74322302079986 41.818992364895905, -87.74274 41.817852, -87.741484 41.8168, -87.740484 41.817806, -87.739 41.817592, -87.738484 41.814885, -87.738079 41.816704, -87.737274 41.817108, -87.737048 41.818672, -87.732484 41.818923, -87.732119 41.819743, -87.7304018795488 41.81996175378916, -87.73045 41.819896)), ((-87.743484 41.82146, -87.742943 41.821108, -87.74314975926899 41.819851104747826, -87.74357192688969 41.8201584427757, -87.743484 41.82146)), ((-87.7207809833687 41.823763445377196, -87.720484 41.823771, -87.72027465712814 41.823523347382604, -87.720416 41.82316, -87.71973881320137 41.82247597293067, -87.720217 41.822509, -87.7207809833687 41.823763445377196)), ((-87.748484 41.791359, -87.74928372767913 41.7921483312193, -87.7490544956724 41.79215282989743, -87.748484 41.791612, -87.74783100473162 41.79217684090714, -87.74762974784454 41.79218079057355, -87.748484 41.791359)), ((-87.74413245178467 41.79224942500873, -87.74345311628863 41.79226275696784, -87.74317697552577 41.79222902004943, -87.74413245178467 41.79224942500873)), ((-87.75183935764706 41.7914400428047, -87.751135 41.792112, -87.7507606363898 41.792119346885855, -87.751484 41.791477, -87.75183935764706 41.7914400428047)), ((-87.75512539296187 41.79205508152492, -87.75514589141005 41.79207394009725, -87.755135 41.792074, -87.75512539296187 41.79205508152492)))",41.80110836194246,-87.72648385568911
3,Austin,"(41.88917312206642, -87.7658203582574)","MULTIPOLYGON (((-87.75482 41.869654, -87.7548079527123 41.86973127474538, -87.754476 41.869125, -87.75406750521911 41.8690543304029, -87.754042 41.866951, -87.752779 41.866173, -87.75299742701237 41.865885217375, -87.753917 41.865905, -87.754476 41.867294, -87.754965 41.865834, -87.756079 41.865345, -87.755744 41.865078, -87.75471974165691 41.86449640220267, -87.75482 41.864439, -87.75582 41.864759, -87.75682 41.864551, -87.75782 41.865566, -87.759051 41.865403, -87.759145 41.863848, -87.75854 41.863454, -87.758114 41.862173, -87.75882 41.860452, -87.759006 41.860987, -87.760174 41.861173, -87.760433 41.862561, -87.761311 41.862664, -87.762346 41.860173, -87.762465 41.858528, -87.762058 41.858173, -87.763394 41.857747, -87.76382 41.856644, -87.766047 41.858173, -87.767529 41.860173, -87.767621 41.863372, -87.768282 41.863173, -87.76882 41.860967, -87.771825 41.863173, -87.772167 41.864173, -87.774368 41.865625, -87.77482 41.866424, -87.77582 41.866214, -87.77739 41.868603, -87.778726 41.869173, -87.77982 41.870877, -87.780684 41.871037, -87.78082 41.870696, -87.780969 41.871173, -87.783839 41.872173, -87.78482 41.873852, -87.78582 41.87375, -87.786549 41.874173, -87.78982 41.876823, -87.79782 41.881602, -87.799697 41.883296, -87.800364 41.88463, -87.803377 41.886173, -87.803859 41.887173, -87.805995 41.888173, -87.80282 41.891316, -87.80182 41.891671, -87.79982 41.890605, -87.798417 41.89177, -87.79782 41.893059, -87.797045 41.891949, -87.79622397486462 41.89212737985483, -87.796147 41.891796, -87.79551684874781 41.89127486440502, -87.799561 41.889173, -87.799169 41.888173, -87.797432 41.887173, -87.796929 41.886064, -87.790842 41.882151, -87.78982 41.880684, -87.78882 41.88057, -87.78482 41.878019, -87.783334 41.877659, -87.78282 41.876737, -87.778279 41.872714, -87.77482 41.870348, -87.77382 41.870215, -87.77356 41.870913, -87.774339 41.872173, -87.774013 41.875365, -87.77282 41.87641, -87.76969 41.876304, -87.770373 41.875726, -87.770373 41.87462, -87.76882 41.873419, -87.76682 41.873478, -87.765614 41.872173, -87.76582 41.870463, -87.767004 41.870173, -87.766071 41.869173, -87.768909 41.868262, -87.769143 41.86685, -87.768281 41.866173, -87.768735 41.865173, -87.766503 41.864173, -87.76382 41.862039, -87.762495 41.863848, -87.760899 41.864251, -87.759789 41.865142, -87.760119 41.865875, -87.762233 41.866761, -87.762168 41.867521, -87.759457 41.868173, -87.761642 41.868352, -87.763156 41.869838, -87.763522 41.871173, -87.75982 41.871685, -87.7572685568435 41.87131086610801, -87.756131 41.870345, -87.754908 41.869914, -87.75484017890324 41.869790132302434, -87.75482 41.869654)), ((-87.752476 41.869802, -87.75230379874117 41.869597737245535, -87.7527698755755 41.869552205760826, -87.752476 41.869802)), ((-87.79342284059075 41.89193315887639, -87.79221117887168 41.89287839722127, -87.792484 41.891837, -87.793246 41.891748, -87.79342284059075 41.89193315887639)))",41.88917312206642,-87.7658203582574
4,Austin-Irving,"(41.95312267684315, -87.77928489355646)","MULTIPOLYGON (((-87.79453547641351 41.96185219925794, -87.795285 41.962559, -87.796696 41.962711, -87.797117 41.966123, -87.79690216645548 41.96751802301636, -87.7964303766772 41.967539301917526, -87.796206 41.96745, -87.79355867917981 41.96756912943691, -87.793391 41.965884, -87.792599 41.965508, -87.792767 41.96453, -87.794479 41.962508, -87.79453547641351 41.96185219925794)), ((-87.79435169199084 41.961678890547354, -87.79412505984068 41.96161927877326, -87.79425281985628 41.96161665969294, -87.7943256801065 41.96165436134042, -87.79435169199084 41.961678890547354)))",41.95312267684315,-87.77928489355646
5,Avalon,"(41.746393038286826, -87.5860053710736)","POLYGON ((-87.60329 41.728432, -87.60391703548667 41.72889787374262, -87.602951 41.729776, -87.601843 41.731018, -87.60184911384997 41.7310610552814, -87.601382 41.730393, -87.601576 41.729393, -87.601005 41.728934, -87.600005 41.728922, -87.599005 41.72719, -87.597005 41.72648, -87.593448 41.729393, -87.594005 41.729519, -87.594546 41.730393, -87.594357 41.733393, -87.593867 41.733532, -87.592787 41.732393, -87.59276 41.731393, -87.590596 41.729803, -87.589259 41.726139, -87.58857187305689 41.725868643090955, -87.588364 41.725401, -87.588514 41.724181, -87.588999 41.724136, -87.589734 41.725108, -87.591054 41.725081, -87.591166 41.725832, -87.59032 41.726401, -87.59054 41.726595, -87.592734 41.72693, -87.595155 41.724401, -87.59532246962301 41.72362346246456, -87.595553 41.723846, -87.597005 41.723856, -87.598005 41.724796, -87.599005 41.72421, -87.600005 41.724928, -87.60275443939116 41.725300958030125, -87.600109 41.725834, -87.602756 41.726368, -87.60329 41.728432))",41.746393038286826,-87.5860053710736
6,Back of the Yards,"(41.808384423666354, -87.67756963874196)",POLYGON EMPTY,41.808384423666354,-87.67756963874196
7,Beverly,"(41.72118978926962, -87.67214620967468)",POLYGON EMPTY,41.72118978926962,-87.67214620967468
8,Bezazian,"(41.97155143669217, -87.66095347964183)","MULTIPOLYGON (((-87.653333 41.992551, -87.65356560685136 41.992298166465915, -87.6535667670431 41.992772790363475, -87.653333 41.992551)), ((-87.653265 41.990551, -87.65356055997428 41.99023353493632, -87.65356207099346 41.99085167914318, -87.653265 41.990551)), ((-87.65320935986004 41.98788553909301, -87.65349072404624 41.987949011821875, -87.65354190949405 41.98852737846388, -87.65354622663781 41.98888250888664, -87.653224 41.988551, -87.65320935986004 41.98788553909301)), ((-87.6501297917551 41.98574546664923, -87.65018090829939 41.98574910742873, -87.65055 41.985852, -87.65062200410998 41.986124513162636, -87.650415 41.98609, -87.6501297917551 41.98574546664923)), ((-87.64959493469149 41.98509935595777, -87.64967704805805 41.98516124904785, -87.64967780523259 41.9851994640918, -87.64959493469149 41.98509935595777)), ((-87.649141 41.984551, -87.649329 41.983927, -87.64964958527668 41.98377518631734, -87.64965661255447 41.98412985716061, -87.649254 41.984551, -87.649425426829 41.98489458939548, -87.649141 41.984551)), ((-87.647276 41.978229, -87.64817159232582 41.978329376167395, -87.64823251381111 41.97839416207525, -87.647198 41.978307, -87.64710253817856 41.97781680647518, -87.64718113392563 41.97788056666139, -87.647276 41.978229)), ((-87.645375 41.97313, -87.64553888315743 41.97322311040388, -87.64554937910638 41.97336228355386, -87.64525 41.973255, -87.6451607066292 41.97249748751785, -87.64527727843362 41.97259316594054, -87.645375 41.97313)), ((-87.6421822007769 41.969058715117605, -87.64225996703891 41.96906906926581, -87.642335 41.96917, -87.643074 41.969431, -87.6433 41.970205, -87.644066 41.970439, -87.644297 41.971208, -87.64455908369106 41.97128628473889, -87.64457041990597 41.97136959031821, -87.644209 41.971296, -87.644038 41.970467, -87.643211 41.970294, -87.643042 41.969463, -87.64223 41.969275, -87.6421822007769 41.969058715117605)), ((-87.638247 41.966163, -87.63828987724712 41.96628227416625, -87.637386 41.966119, -87.63737161492921 41.96609235605824, -87.638247 41.966163)), ((-87.639953 41.96725, -87.640953 41.967311, -87.64145164330404 41.96798175101461, -87.64149788832465 41.968313016366345, -87.641255 41.96825, -87.640953 41.967389, -87.639336 41.967169, -87.63931382732846 41.96710456067333, -87.6398276243497 41.967124248222746, -87.639953 41.96725)), ((-87.63437122898583 41.965160508284356, -87.63439454353562 41.96518293688126, -87.63401678496045 41.965163142331924, -87.63437122898583 41.965160508284356)), ((-87.630455 41.963551, -87.63063437926589 41.96318251608635, -87.63057012715949 41.96366658828297, -87.630455 41.963551)), ((-87.63694606337026 41.959199291021875, -87.636953 41.959189, -87.63840564149346 41.959403372694915, -87.638247 41.959559, -87.63694606337026 41.959199291021875)))",41.97155143669217,-87.66095347964183
9,Blackstone,"(41.80549277198318, -87.58923748614112)","MULTIPOLYGON (((-87.59446171901658 41.81826876235308, -87.590669 41.815061, -87.59039272935873 41.814403923880214, -87.592974 41.816757, -87.59329607108027 41.81691440636977, -87.59446171901658 41.81826876235308)), ((-87.59671 41.817989, -87.596269 41.817955, -87.596123 41.817101, -87.59541763895714 41.81671728068847, -87.595453 41.816493, -87.595967 41.816222, -87.596564 41.817166, -87.59669749644665 41.81717429478718, -87.59671 41.817989)), ((-87.59446248106316 41.81826964776823, -87.59469 41.818534, -87.59467457351084 41.818555237598765, -87.59446248106316 41.81826964776823)), ((-87.5841011094764 41.780307058417385, -87.58417204742078 41.78024658276148, -87.58417 41.780283, -87.5841011094764 41.780307058417385)), ((-87.5845004151549 41.78585195449357, -87.5836 41.78513, -87.58357711114326 41.7845077534511, -87.58404394346405 41.78487447169211, -87.58456728837685 41.78538383410722, -87.5845674557185 41.78538896543705, -87.5845004151549 41.78585195449357)), ((-87.58453774161126 41.78686861741344, -87.58458934084607 41.787171574324276, -87.584504 41.787493, -87.584597924798 41.787925696291666, -87.584411 41.787493, -87.58453774161126 41.78686861741344)), ((-87.5894153226055 41.81351292374502, -87.59032216923514 41.81433960155028, -87.589628 41.814102, -87.5894153226055 41.81351292374502)), ((-87.58843267685583 41.81261714776137, -87.58920086623533 41.81331742616514, -87.5886 41.81313, -87.58843267685583 41.81261714776137)), ((-87.5874369747374 41.81170946964354, -87.5880834586518 41.81229880182609, -87.587576 41.812154, -87.5874369747374 41.81170946964354)), ((-87.585515 41.809215, -87.5853841135408 41.80867809840203, -87.586372 41.809358, -87.586696 41.811034, -87.5869834174155 41.81129600858058, -87.586552 41.811178, -87.586333 41.809397, -87.585515 41.809215)), ((-87.583483 41.807248, -87.583311 41.806419, -87.581467 41.806263, -87.581305 41.804425, -87.579477 41.804254, -87.579477 41.802732, -87.580346 41.802493, -87.580361 41.799493, -87.579507 41.799223, -87.57933 41.7984, -87.578526 41.798204, -87.57844215613251 41.79784422552098, -87.578643 41.798088, -87.579366 41.798364, -87.579607 41.799123, -87.580402 41.799493, -87.580376 41.802493, -87.579552 41.802807, -87.579552 41.804179, -87.581322 41.804408, -87.581535 41.806195, -87.583332 41.806398, -87.583562 41.807168, -87.584338 41.807392, -87.584595 41.808135, -87.58484173264401 41.80830481093057, -87.584501 41.808229, -87.584315 41.807415, -87.583483 41.807248)), ((-87.57739160683929 41.796569120087916, -87.57799563228966 41.79730225668459, -87.577547 41.797183, -87.57739160683929 41.796569120087916)), ((-87.576586 41.795591313844724, -87.57720268022625 41.79633981019042, -87.576586 41.796144, -87.576586 41.795591313844724)), ((-87.577795 41.787936, -87.579637 41.787892, -87.580237 41.785726, -87.581091 41.786639, -87.582755 41.786975, -87.582996 41.787493, -87.58281239941765 41.78808589746719, -87.582594 41.787136, -87.580977 41.786753, -87.580237 41.785931, -87.579842 41.788097, -87.577338 41.788392, -87.577237 41.787246, -87.576985 41.788493, -87.577766 41.789493, -87.577907 41.790823, -87.578635 41.791493, -87.578491 41.794493, -87.576749 41.795004, -87.576586 41.795330668032776, -87.576586 41.794841, -87.578406 41.794493, -87.578459 41.791493, -87.577738 41.790992, -87.577494 41.789493, -87.576537 41.788493, -87.576664 41.785493, -87.575822 41.784493, -87.57590346473818 41.783785126789645, -87.576345 41.784073, -87.576877 41.785295, -87.57705603518207 41.78425517314787, -87.577709 41.784493, -87.577795 41.787936)), ((-87.581944 41.789493, -87.58258205620848 41.788829739908024, -87.58213537250245 41.79027220612771, -87.581944 41.789493)), ((-87.583331 41.790586, -87.5846762130073 41.78872387643898, -87.58468 41.78884, -87.58376838467775 41.790215614648645, -87.583368 41.790623, -87.582237 41.790686, -87.58219185549365 41.79050218636148, -87.583331 41.790586)))",41.80549277198318,-87.58923748614112
