,Branch,CIRCULATION_2019,COMPUTER SESSIONS_2019,VISITORS_2019,AVG COMPUTER SESSIONS PER VISITOR_2019,AVG CIRCULATION PER VISITOR_2019,CIRCULATION_2021,COMPUTER SESSIONS_2021,VISITORS_2021,AVG COMPUTER SESSIONS PER VISITOR_2021,AVG CIRCULATION PER VISITOR_2021,AVG WALKING TIME (MIN),Percent of People with Internet Access,Percent of People without Internet Access,Percent of People with Computers,Percent of People without Computers,Percent of People with Computers and Internet,Percent Population in Labor Force 16+: Employed,Percent Population in Labor Force 16+: Unemployed,"Percent Households: Less Than $10,000","Percent Households: $10,000 to $14,999","Percent Households: $15,000 to $19,999","Percent Households: $20,000 to $24,999","Percent Households: $25,000 to $29,999","Percent Households: $30,000 to $34,999","Percent Households: $35,000 to $39,999","Percent Households: $40,000 to $44,999","Percent Households: $45,000 to $49,999","Percent Households: $50,000 to $59,999","Percent Households: $60,000 to $74,999","Percent Households: $75,000 to $99,999","Percent Households: $100,000 to $124,999","Percent Households: $125,000 to $149,999","Percent Households: $150,000 to $199,999","Percent Households: $200,000 or more",Percent Ages 18-64: Living in Poverty,Percent Ages 18-64: At or Above Poverty Level,Percent Households: With Public Assistance Income,Percent Households: No Public Assistance Income,Percent Owner and Renter Occupied Housing: No Vehicles,Percent Owner and Renter Occupied Housing: 1 Vehicle,Percent Owner and Renter Occupied Housing: 2 Vehicles,Percent Owner and Renter Occupied Housing: 3 Vehicles,Percent Owner and Renter Occupied Housing: 4 Vehicles,Percent Owner and Renter Occupied Housing: 5 or More Vehicles,Percent Renter-Occupied Housing: No Vehicles,Percent Renter-Occupied Housing: 1 Vehicle,Percent Renter-Occupied Housing: 2 Vehicles,Percent Renter-Occupied Housing: 3 Vehicles,Percent Renter-Occupied Housing: 4 Vehicles,Percent Renter-Occupied Housing: 5 or More Vehicles,"Percent Workers 16+: Car, Truck, or Van ",Percent Workers 16+: Drove Alone,Percent Workers 16+: Carpooled,Percent Workers 16+: Public Transportation (Includes Taxi),Percent Workers 16+: Motorcycle,Percent Workers 16+: Bicycle,Percent Workers 16+: Walked,Percent Workers 16+: Other Means,Percent: White Alone,Percent: Black or African American Alone,Percent: American Indian and Alaska Native Alone,Percent: Asian Alone,Percent: Native Hawaiian and Other Pacific Islander Alone,Percent: Some Other Race Alone,Percent: Two or More Races,Percent: under 5 years,Percent: 5 to 9 years,Percent: 10 to 14 years,Percent: 15 to 19 years,Percent: 20 to 24 years,Percent: 25 to 29 years,Percent: 30 to 34 years,Percent: 35 to 39 years,Percent: 50 to 54 years,Percent: 55 to 59 years,Percent: 60 to 64 years,Percent: 65 to 69 years,Percent: 70 to 74 years,Percent: 75 to 79 years,Percent: 80 to 84 years,Percent: 85 years and over,Percent: 25+ Less Than High School,Percent: 25+ High School or More,Percent: 25+ Some College or More,Percent: 25+ Bachelor's Degree or More,Percent: 25+ Master's Degree or More,Percent: 25+ Professional School Degree or More,Percent: 25+ Doctorate Degree
10,Brainerd,9204.0,10816.0,60027.0,0.1801855831542472,0.1533310010495277,3236.0,3337.0,7313.0,0.4563106796116505,0.4424996581430329,14.913877727009412,0.8082884018238417,0.1917115981761582,0.8715576083761625,0.1284423916238375,0.7558739536604877,0.8134063506033914,0.1865936493966085,0.105099219713271,0.0527197183404138,0.0631060318902632,0.0438055039978455,0.0429805618146644,0.0587021505659812,0.0539331719408471,0.0450371032142303,0.0313317606162584,0.0915672154626949,0.0970225967810627,0.098657128552678,0.1233540985113201,0.0303042734515663,0.0321049787462168,0.0302744864006847,0.1705858244948629,0.8294141755051371,0.0440365804924535,0.9559634195075464,0.213177494112764,0.4139407365351771,0.267321453928667,0.0859970028372147,0.0157440624637782,0.0038192501223987,0.3860918483393935,0.4197817378141825,0.133211645771638,0.0522681056801032,0.0022559620574209,0.0063907003372616,0.6514750332158974,0.5737677544503054,0.0777072787655918,0.2501531563398495,0.0,0.0020886137223298,0.0082635645177683,0.0121028454908805,0.0233099649385575,0.9333394254827716,0.001665468504401,0.0032827172091474,0.0,0.0254575297578398,0.0129448941072825,0.0617525350989825,0.0519613688105021,0.0766465242544358,0.0545758749145383,0.06654186977096,0.0697542129225944,0.0627912662845322,0.0606385440334514,0.071418268331274,0.0700080705350003,0.0549866573673407,0.0466577162267604,0.0417098814410889,0.0455606458795714,0.0329059749166217,0.0171367896017899,0.1202345703080763,0.8797654296919234,0.5589601762263926,0.1772903108741275,0.0698974830295972,0.0111016527977395,0.0075126647240449
11,Brighton Park,45008.0,10598.0,55686.0,0.1903171353661602,0.8082462378335667,14931.0,4010.0,16216.0,0.2472866304884065,0.9207572767636902,12.841280390691264,0.8348128944807577,0.1651871055192421,0.8867744881818087,0.1132255118181911,0.8036188254519933,0.9093641189525414,0.0906358810474585,0.0697828643111199,0.0319344398939623,0.0408894035941001,0.094791164256474,0.0610721577302109,0.0627702613359876,0.0578913430619711,0.0602646206248239,0.0453179201926199,0.1011770327935205,0.0874484319801446,0.107518620342539,0.064625773132585,0.0620893127672946,0.0336179212330997,0.0188087327495453,0.1856159209451595,0.8143840790548404,0.0369837083973068,0.9630162916026928,0.1559805720626766,0.4002552914231024,0.3064996773542777,0.0903449797430117,0.0384642855432024,0.0084551938737286,0.2384705324138891,0.5095791201668602,0.2002086759537135,0.0427514152033744,0.0062615881500049,0.0027286681121574,0.7579437026340422,0.555749494396879,0.2021942082371632,0.1670763595032624,0.0006778587880615,0.0062298000223682,0.0185195057706191,0.0065961668555893,0.3964056448651985,0.015438823204738,0.0166437632379574,0.0933922411104905,0.002048402274985,0.3374484193316229,0.1386227059750072,0.0714309960851026,0.0828765327349194,0.0870288641404207,0.0629457701559887,0.0789117233641262,0.0960477332328126,0.0805890780483573,0.0689267724644838,0.0591066702335066,0.0587981196280811,0.0470877036133265,0.0298862104114274,0.0333130902185056,0.0210967658547357,0.0072718965582323,0.0076725355039156,0.305415567432958,0.6945844325670418,0.3163061164632402,0.1262168580399856,0.0365360572176817,0.0055413271154608,0.0019150337122439
12,Bucktown-Wicker Park,109420.0,11122.0,128142.0,0.0867943375318006,0.8538964586162227,89707.0,6219.0,66986.0,0.0928402949870122,1.3391902785656704,11.331655454237575,0.7901022061888588,0.0447556542064115,0.7523646818355932,0.0373605995079473,0.930299212293894,0.971189344698808,0.0288106553011918,0.032524831363356,0.0183183204694119,0.0172780438702832,0.0144693932418767,0.0181790540031363,0.0188495529267432,0.0127003081639277,0.0137938065185666,0.0150489031964296,0.0359527021099339,0.0734991404417524,0.1008798965601078,0.0904475115878888,0.0991985503940907,0.157634387157061,0.281225597995433,0.070732081130635,0.9292679188693648,0.0154076395965006,0.9845923604034996,0.1850619397413803,0.543616475052223,0.2349195703329806,0.0327444016182498,0.002585293039631,0.001072320215535,0.2693979642473507,0.528888576456312,0.1722259540040229,0.0271277896375374,0.0014689053142837,0.000890810340493,0.3756612591277954,0.3396319210734665,0.0360293380543288,0.3233919703375536,0.0016882947002227,0.0277699187070285,0.0387490619967888,0.0086615917611771,0.7899033980849723,0.0551157777320269,0.0015462787669945,0.060021213221221,0.0010550733557016,0.0319095851613377,0.0604486736777454,0.071655117608121,0.0356004440988308,0.0262815731832113,0.0205217712233492,0.0628995005512263,0.2003864929718225,0.1955173910757832,0.1148366395822284,0.0423337623373908,0.0340508048469235,0.0260444406291273,0.0189358543134554,0.0169013661738803,0.0088024724687968,0.004797048964281,0.0061702528028552,0.0382703646143577,0.9617296353856424,0.8829500636625379,0.7802204551708617,0.3180483983693057,0.1141183215058298,0.028517708424511
13,Budlong Woods,95599.0,15503.0,125049.0,0.1239754016425561,0.7644923190109477,69886.0,8152.0,70683.0,0.1153318336799513,0.9887243042881598,13.225298493158844,0.8954612973159658,0.1045387026840341,0.944043624809877,0.0559563751901229,0.8364497222798825,0.931983015374616,0.0680169846253839,0.0606744590704129,0.0300401150436084,0.0363361902116881,0.0394442746461051,0.0636678857675843,0.0412602937862746,0.0383076801898445,0.047866826599255,0.045731025631592,0.0916694705179729,0.0726751939198994,0.1172899965156474,0.0882171492225245,0.0633959854073718,0.0719465425245202,0.0914769109456974,0.1253891919648294,0.8746108080351704,0.0438457516043323,0.9561542483956676,0.1617960191260913,0.4858214626619208,0.2795503164187987,0.0611578809345199,0.0078756704014777,0.0037986504571914,0.2137713011592965,0.5546308258347311,0.192363973074782,0.0346856974215768,0.0045482025096136,0.0,0.6510703114641526,0.5783306207792713,0.0727396906848813,0.1721146905154959,5.521808289388754e-05,0.0136129964035702,0.0413771546234084,0.0180434748456275,0.5503260709592229,0.0673174320049448,0.0148680765374814,0.2088485550252253,0.0003366278088413,0.0682724448569112,0.0900307928073728,0.0747162847682518,0.0568781892850885,0.0684861436987392,0.062087944529808,0.0481462442536093,0.0656597419851487,0.0868056954741791,0.0895582221303717,0.0753035746715621,0.0618295363829714,0.0529885454156558,0.0462165595862078,0.0283073337985361,0.0181638719831596,0.011976827551577,0.019348816259806,0.1636602976713114,0.8363397023286886,0.6334593704144943,0.4340508689610797,0.1570380942438034,0.0413958191498818,0.0117427511780898
14,Canaryville,20111.0,5991.0,38923.0,0.1539192765203093,0.5166867918711302,4887.0,1254.0,7911.0,0.1585134622677284,0.6177474402730375,12.996757279546031,0.8537319391581475,0.1462680608418523,0.878526969120045,0.1214730308799548,0.8256108845474974,0.904108747992746,0.0958912520072539,0.1360825665165078,0.0366322619591116,0.0544007474804258,0.0572734821460427,0.0454442497319498,0.03633416186292,0.0175733014468863,0.022543943526972,0.017491007760324,0.0542499134314507,0.0751663279113885,0.1587602494306603,0.0871003488557181,0.0462481525931562,0.0872788662135899,0.0674204191328949,0.1788348631419344,0.8211651368580654,0.042068217875419,0.9579317821245809,0.2348149879618666,0.3727630579394426,0.3309630009064603,0.0335027893697509,0.0169928175984925,0.0109633462239867,0.4085418148123028,0.4169450588152034,0.1586214806305932,0.0122174782353099,0.0022624426197676,0.0014117248868229,0.7585679982753256,0.6437629594890327,0.1148050387862929,0.1556488233574128,0.0002101488724551,0.0075659802772777,0.0197004468324156,0.0056326664163762,0.4973104275844979,0.1916108759379643,0.0030410346289892,0.0852931723681822,0.0001031030610934,0.1247659365505731,0.0978754498686994,0.0718974678550953,0.0588399257694027,0.0672744432929023,0.0638996903340793,0.0614006472163005,0.0734142827957574,0.059784706916446,0.0516518152815229,0.0659764940328537,0.0483639222120124,0.0613408251214012,0.0667567149571296,0.0477484700959893,0.0225137238434737,0.0056131047724839,0.0101878315465633,0.1846292885777173,0.8153707114222827,0.4740253401583155,0.2311892127110969,0.0829005707612216,0.026579556160089,0.0164817186188652
15,Chicago Bee,10925.0,9523.0,23708.0,0.4016787582250717,0.4608149147966931,7891.0,4898.0,10188.0,0.4807616804083235,0.7745386729485669,10.623133613834552,0.8201452819299133,0.1798547180700867,0.8492873111558865,0.1507126888441134,0.7775663234627305,0.8238636703228884,0.1761363296771112,0.2383863707491071,0.1386340247825014,0.0644441369023528,0.0423926236140839,0.0503591098921953,0.0435906185371046,0.0268642047261756,0.0395529618878917,0.0223600966753071,0.0604851134955801,0.0507120619445786,0.0880982036338575,0.0362620100512576,0.0296885794053627,0.0337256556949408,0.0344442280077018,0.3718600219365018,0.628139978063498,0.0439733258921713,0.9560266741078286,0.4735642460142552,0.3791274073710138,0.1206884833828774,0.0191333874185295,0.0055469017607396,0.0019395740525841,0.5575767004831764,0.3628488517088309,0.066287547560978,0.0107898245040033,0.0,0.0024970757430109,0.4714655909219049,0.3910625371132932,0.0804030538086116,0.2983122748163191,0.0,0.0165994390668915,0.0773811811739576,0.0190157355488075,0.1921584499959177,0.6415623123751368,0.0078891429978869,0.1135330994210569,0.0,0.0175214221171817,0.0273355730928194,0.0614902731567605,0.0602115113698331,0.0510753855536577,0.0903141618933012,0.117002925388038,0.0782692578480761,0.080686853067955,0.0474394966920658,0.0415295666543085,0.0540781330357768,0.0545787502620392,0.0552585794023224,0.04295596478342,0.0279261951910031,0.0182551600161705,0.0261328016426841,0.1704384464453688,0.8295615535546312,0.5732762955816324,0.2872204009623634,0.1160677454814769,0.0367942127139197,0.0139246900156144
16,Chicago Lawn,25117.0,11511.0,54371.0,0.2117121259494951,0.4619558220374832,17555.0,9128.0,42869.0,0.2129277566539923,0.4095033707340969,13.4917744435074,0.7631380800952076,0.2368619199047921,0.7903545955532391,0.2096454044467607,0.7230396162185903,0.8262644776931085,0.1737355223068914,0.0533347247505198,0.0506281340512354,0.0608917365662081,0.1710552175718486,0.0610998849253993,0.0694333177677579,0.0666833937194297,0.0479768604782786,0.0402218967276478,0.0664258325740745,0.0833471034269705,0.0975289631838603,0.0599686311853873,0.0345489435186376,0.0275560531157237,0.0092993064370194,0.1776862371732669,0.822313762826733,0.0624455019662355,0.937554498033764,0.2629321551328418,0.4030976142381373,0.1956633610450948,0.0913046008211121,0.0286276376875104,0.0183746310753029,0.3985383815960163,0.4792698419169289,0.0956513872846007,0.0142221950261834,0.007338628482897,0.0049795656933733,0.7657305933045334,0.5424538804819289,0.2232767128226044,0.1612885572057391,0.0013473369882453,0.0008296662670981,0.0165205305039983,0.0081996427444972,0.3248170101156813,0.2788811191160861,0.0084806704537597,0.0063527649485389,0.0003346447313955,0.2599382654859642,0.1211955251485739,0.0884625385749207,0.0604289555451049,0.0774526437447947,0.0709806046989974,0.0823893623964468,0.0881992290515831,0.0749395720036294,0.0495924040914858,0.0442804411831216,0.0500163767566563,0.0409373950200505,0.0362863266043548,0.0471560131046001,0.0410762350947734,0.0127602630452911,0.0057594981538295,0.2464526493261976,0.7535473506738023,0.3033964510717784,0.086302080069366,0.0239765672213641,0.0061557096015278,0.0006529675118777
17,Chinatown,97309.0,28912.0,271514.0,0.1064843801792909,0.3583940422961615,54354.0,11471.0,93783.0,0.1223142787072283,0.5795719906592879,13.329863530978235,0.8356290309594836,0.0879103345589934,0.8760074146668984,0.0668984765500822,0.8636874012215328,0.958982399085193,0.0410176009148068,0.0772248350703464,0.0551631563670327,0.0337484986958831,0.0412613272977937,0.0183499275000435,0.0212339337203824,0.0336856656546502,0.012078855304104,0.0163948997730667,0.0373781213993693,0.0762901793532291,0.1346651333499282,0.0973960022987102,0.0648376523530104,0.1100838140849208,0.1702079977775279,0.1017175890325582,0.8982824109674418,0.0252277939604829,0.9747722060395172,0.2650374028956709,0.5505938123216872,0.1646303022948843,0.0155053316435457,0.003924478233964,0.0003086726102476,0.4241192293608075,0.4663584142479122,0.0990830350102739,0.0062084121824002,0.0041090508166257,0.0001218583819802,0.4881703693704738,0.4149501093750602,0.0732202599954135,0.2677822820448057,0.0001091262816286,0.0291877105245174,0.0558933791494243,0.0169293249899847,0.4198712674541301,0.1800208371479729,0.0038143122697724,0.3475193592053719,0.0001053020930246,0.0209102259188099,0.0277586959109176,0.0449880096916657,0.0328157321079166,0.0515861715583044,0.032281832219036,0.037873164338656,0.115382081869865,0.1276666816983777,0.0952368208235719,0.0763252591075709,0.077126742589799,0.0578450276396528,0.0424953630768278,0.0268471032118888,0.0249372538520749,0.0125548642156756,0.0286763865867433,0.1577454138370668,0.8422545861629331,0.7347125071161564,0.6008942659480897,0.321259996129343,0.1352534924301102,0.041854210166338
18,Clearing,27959.0,7267.0,51668.0,0.1406479832778508,0.5411279708910738,18159.0,4203.0,10677.0,0.393649901657769,1.7007586400674346,16.9333425129939,0.8714723029006947,0.1285276970993052,0.8738092262471975,0.1261907737528025,0.824649780318963,0.9153001176759142,0.0846998823240856,0.0598261168262564,0.0215182963935126,0.05435878298933,0.027147767682062,0.0469538393090189,0.0555928460863775,0.0397417859082214,0.0723825378433012,0.0394292474449086,0.0747035830768326,0.106522873942853,0.1241848886661747,0.0997885644231754,0.0851920574958112,0.0444095052812119,0.0482473066309512,0.067529761992948,0.9324702380070518,0.0351718564343167,0.9648281435656832,0.0970736325970194,0.3811707235563768,0.3484870359350667,0.1295743589055202,0.0349779269718439,0.0087163220341724,0.1866939053776946,0.4736698715472329,0.2621465742394462,0.069263119117022,0.0081622735041059,6.42562144981485e-05,0.8370472708574137,0.7640000713288242,0.0730471995285894,0.0699181191987105,0.0,0.0020709342180649,0.03033625396515,0.0061251006812904,0.6192796343878542,0.0555923894583688,0.013444074747849,0.0074864994253275,0.0,0.1730360369298023,0.1311613650507979,0.0705610438470106,0.0670557415748482,0.0683016179850259,0.0627051233852612,0.0518295741562278,0.0779811602619028,0.0694626522773443,0.0783246753472351,0.0627519388648559,0.0642697482987642,0.0591309174532945,0.044244963750337,0.0334863147933836,0.0148891049672709,0.0215837115714997,0.0243030215099862,0.1616380487802461,0.8383619512197539,0.5008795911784428,0.1992397669443469,0.0469524684818685,0.0079108606049112,0.0064310711913029
19,Coleman,23180.0,25345.0,74397.0,0.340672338938398,0.3115717031600736,11157.0,11371.0,36281.0,0.3134147349852539,0.3075163308618836,14.097642054749882,0.8401284041394131,0.1528146753846978,0.892462335648722,0.1004807438753889,0.8076639991954272,0.817607736714538,0.182392263285462,0.1914488783108159,0.091338062047742,0.0743046341824469,0.0834265295768185,0.0439810192910951,0.0507196547677337,0.0399478662754056,0.0376148354858964,0.0237980532731008,0.058868749766991,0.0662749320448846,0.0877014252134762,0.0504970353038938,0.0394668717402339,0.0273751950862138,0.0332362576332501,0.292370503335991,0.7076294966640089,0.0503755265318805,0.9496244734681192,0.4023124993182956,0.4482507367109033,0.1179033712633088,0.0233593427815625,0.0051525487512248,0.0030215011747043,0.4931020232253468,0.4087760094455849,0.088338317256421,0.0084477640734994,0.0004148808547277,0.0009210051444199,0.4384966568892199,0.3781121639945639,0.060384492894656,0.314576357651916,0.0,0.0171946310780354,0.1143393143010771,0.0248202726930922,0.1577818145818547,0.7423973573890064,0.0018721896771193,0.0512688668547882,0.0,0.0158323559543235,0.0308474155429077,0.0532392952404136,0.0589962663314743,0.061040828193333,0.1246775837201438,0.0980205115756625,0.0806512530826135,0.0681148088260774,0.0607105811286417,0.0582710989550422,0.0534938284846518,0.0648877558666662,0.042026271311943,0.0264915558750784,0.0174915679146904,0.0116703682562209,0.0103723122694899,0.1351016927386034,0.8648983072613964,0.6381407395761413,0.3168062444991902,0.1551155401656165,0.0543189832405441,0.0307113396674661
20,"Daley, Richard J. - Bridgeport",61689.0,12425.0,60663.0,0.2048200715427855,1.01691311013303,26402.0,3947.0,23096.0,0.1708953931416695,1.143141669553169,12.260073814638272,0.9192633658849076,0.0807366341150924,0.9275817123780832,0.0724182876219167,0.8909205676024533,0.9360123747937558,0.0639876252062441,0.0768937298304685,0.0356173650567981,0.0424998989911464,0.0453730393175476,0.0316514874022548,0.0323234762210913,0.0334713909446854,0.0445086489360993,0.0242695340200423,0.0717707598030767,0.1073587835156273,0.1280618888727173,0.097373700325961,0.0729018244597249,0.061416810811705,0.0945076614910527,0.1320262628057966,0.8679737371942033,0.032469443277119,0.9675305567228808,0.1707864170439699,0.4696512854701229,0.2836701571254341,0.0547754157964979,0.0176521810483602,0.0034645435156145,0.2689687202015154,0.5055753522513544,0.1967773284483269,0.0238815988446083,0.0047970002541947,0.0,0.6091628513877823,0.4811847742340105,0.1279780771537718,0.2152993129794297,0.0018087968523996,0.0193500815246779,0.0404102657474884,0.0067501148517941,0.4617112534441869,0.0313825487466114,0.0065858879438117,0.3680037707574539,0.0,0.0784241739410548,0.0538923651668807,0.0473329315297474,0.0492684218582785,0.0662132263765259,0.0404885322845748,0.0560334022285579,0.1030178132720121,0.093598168332834,0.0819255644080388,0.0642171631317626,0.051689893460791,0.0633946661046796,0.0636251088164534,0.0349346729509716,0.0232196538629055,0.0114314902943004,0.0220586009008534,0.1798540322218835,0.8201459677781161,0.5685168492476632,0.386421104721651,0.1491490424159451,0.0427733231726647,0.0188479572269685
21,"Daley, Richard M. - W. Humboldt",31014.0,28658.0,116161.0,0.2467093086319849,0.2669915031723212,16283.0,10751.0,64108.0,0.1677013789230673,0.2539932613714357,14.240372929840952,0.8362026283459284,0.1637973716540716,0.8162664725821481,0.0928319362918157,0.7987135714197973,0.8922045093080714,0.1077954906919284,0.1030389991610961,0.078435960414599,0.0601157548712136,0.0404662495763301,0.054620851070668,0.0394756878202467,0.0319652579867214,0.0310754740181084,0.042862910414314,0.0716939608834335,0.1118608548434775,0.0974008971533388,0.0707360442543309,0.0414997289435653,0.0655029599294974,0.0592484086590579,0.2213112715500701,0.7786887284499298,0.0491423654460203,0.9508576345539796,0.3026962826812476,0.4623098162301118,0.1765918462233036,0.0340929167858315,0.0176853739197901,0.0066237641597147,0.3967772826612905,0.4581006996383052,0.1222388765353476,0.0139944976182904,0.0085227984671448,0.0003658450796209,0.5944939043247832,0.4876977555577255,0.1067961487670577,0.2126409309827171,0.0001038004006913,0.0388020243750343,0.0272192192578094,0.0096898540715528,0.3177087474063965,0.4915436601237835,0.0036643772948421,0.0097422996469987,0.0,0.1161166719782714,0.0612242435497074,0.054406607750847,0.0505122302027679,0.0678290525509137,0.0589089374674755,0.0607942819047681,0.123581156803495,0.10653315550478,0.0860201386884258,0.0480411388736459,0.052906412751503,0.0487814191580083,0.0310099944384801,0.0251003313512099,0.0207762911707816,0.0149133252683019,0.0120880904957945,0.1748406639662301,0.8251593360337698,0.5898993845875928,0.3311884334814555,0.1260944364854469,0.0277806192750683,0.0064095376008736
22,Dunning,48246.0,10968.0,104259.0,0.1051995511178891,0.4627514171438437,38197.0,7445.0,71053.0,0.1047809381729131,0.5375846199316003,15.314922472309084,0.843682953660949,0.1563170463390509,0.8971783909189641,0.1028216090810359,0.8145810817895401,0.93831274193061,0.0616872580693902,0.0457886167102589,0.0285254770381151,0.0340807006997577,0.0418397378177023,0.0293533570842647,0.0328114787105507,0.0437270633434268,0.0388620377793369,0.0274218259175249,0.0776976624805585,0.1013095302919149,0.1563930410083759,0.11996843765431,0.0633718334835725,0.0984234559657757,0.060425744014553,0.0747808811891926,0.9252191188108072,0.0238326193341239,0.976167380665876,0.0661503295344957,0.3749120859547551,0.3820478134208957,0.1196820135030861,0.0427556573623015,0.0144521002244655,0.0951068118437974,0.4902599342195686,0.3337677774401678,0.0547334117056802,0.0201037856025573,0.0060282791882285,0.8464625966136597,0.7620869292891588,0.084375667324501,0.0677662520657123,0.0,0.0030867784933359,0.0097562787749947,0.0142728867264325,0.7364371037634543,0.0240024933230789,0.003992397696983,0.0476073802458939,4.419219808421761e-05,0.1330758596150755,0.0548405731574298,0.0488613321676189,0.058729390772026,0.0628802516246024,0.0570662058308898,0.0566499578372819,0.0508969512915793,0.0711755598752876,0.0627316158175668,0.0914574603861554,0.0698802990683226,0.0682120649084375,0.0420972022079422,0.047861597861306,0.0337059538518374,0.0179460670040865,0.0189975417052037,0.1035366253103617,0.8964633746896382,0.5658416126262538,0.2670697774614566,0.0904647309922809,0.019266352143188,0.005794030210893
23,Edgebrook,104803.0,7694.0,97005.0,0.0793154992010721,1.08038760888614,76668.0,3268.0,52883.0,0.0617967967021538,1.4497664655938582,17.10329071305101,0.9235710699393276,0.0764289300606723,0.9388830379065286,0.0611169620934713,0.8925121337141899,0.9493200269817726,0.0506799730182272,0.0441174137902362,0.0144265615504056,0.012841648836511,0.0152692619860691,0.0148024886130395,0.0259546058916726,0.0357803319646781,0.0232203071857666,0.0209323617241272,0.046723727225568,0.0783603063716781,0.1185873248804228,0.0870256855089276,0.093707247300611,0.1387248908033025,0.2295258363669829,0.0408619265267933,0.9591380734732068,0.0159150026560234,0.9840849973439766,0.038936813111966,0.3281422268003504,0.4698452841007457,0.1163642136828563,0.0382950423114843,0.0084164199925967,0.0728300981851788,0.4464267030894573,0.3476037867524193,0.0694489439246458,0.0636904680482984,0.0,0.7365171560481849,0.6315095682437772,0.1050075878044075,0.0781587597244482,0.0,0.0071214753621441,0.0178385912182371,0.0067916914945406,0.7592865729096236,0.0128542449915002,0.0004032311392675,0.1644857081152932,0.0002774611830525,0.0161219559789674,0.0465708256822949,0.0696767155878232,0.07465427318586,0.0596563730563446,0.0495286597283797,0.0320194754214336,0.0474481996211584,0.0481081389122417,0.071373296585475,0.0609789264673185,0.0695378047562417,0.0635012374029216,0.0651735668464596,0.0464865424509834,0.0339092892539315,0.0345066632621997,0.0402641884448813,0.0617472961212158,0.938252703878784,0.7836172818386694,0.5740620711935621,0.2556606058174738,0.0915343876382381,0.0227588865291027
24,Edgewater,171399.0,42300.0,197045.0,0.2146717754827577,0.8698469892664112,127737.0,17329.0,94307.0,0.1837509410754239,1.354480579384351,10.976248896282366,0.9195699678091556,0.0804300321908444,0.8771077733810917,0.0517390428432739,0.8374700549773083,0.9406505029706148,0.0593494970293849,0.0758223498486495,0.0657014550188987,0.0318289775630853,0.0568962257857327,0.0372942878274316,0.0431670011655698,0.0344625280962571,0.0581771363427961,0.0330898801604145,0.0811935584188491,0.0905932961040565,0.1099553087273741,0.0749602071428463,0.0565754975432444,0.0632510148720236,0.0870312753827693,0.1522437492962213,0.8477562507037787,0.0304420627853196,0.9695579372146802,0.3880565940156799,0.4623479356630289,0.1211749352614905,0.0251487744820364,0.0023500003255086,0.0009217602522553,0.5014884708996843,0.4105591027809885,0.082160342001312,0.005792084318015,0.0,0.0,0.3858361550467242,0.3416390377409503,0.044197117305774,0.3709776899997411,0.0021757135470216,0.0209025871192967,0.0567100660267643,0.0078924127599716,0.6111692266248331,0.1370274613628139,0.0017828045515876,0.131758813959856,0.0009837521914904,0.0318430668189169,0.0854348744905016,0.0457909242077476,0.0317725077185619,0.0283812911610327,0.0562729373309191,0.092545255105767,0.112571496620283,0.1061304163139221,0.0907033531721652,0.0631086725131414,0.0543959699790253,0.0470582219828497,0.05093654480142,0.0361160204809404,0.026002782542862,0.0135818626058879,0.0182427301278003,0.0841778268022816,0.9158221731977182,0.7748525165894286,0.5645794039171298,0.2508377552489371,0.0718087942690524,0.0270901789821641
25,Gage Park,14102.0,5406.0,29706.0,0.1819834376893556,0.4747189120043089,2755.0,590.0,4819.0,0.1224320398422909,0.5716953724839178,11.720909288219444,0.8014090893698476,0.1985909106301524,0.8338792777086553,0.1661207222913445,0.7432121448273686,0.8298242358388137,0.1701757641611864,0.0574301295023507,0.0368510597503735,0.0863022137464265,0.1090277319896734,0.0490917661211916,0.0881657421430791,0.0460089763927179,0.0516977799525073,0.0412635160962591,0.1055794068532769,0.0609968907722199,0.0998617469001753,0.0760894873576025,0.0282931067134997,0.0572666395444484,0.0060738061641965,0.1620026374439087,0.8379973625560911,0.0609877900645208,0.9390122099354792,0.1987099608049032,0.3528237191592689,0.2883590085812501,0.0893260311844323,0.046963956098748,0.0238173241713971,0.3367199476771203,0.4741635831948659,0.1799176093887903,0.008337582862965,0.0008612768762583,0.0,0.7205654112761021,0.5531099834452414,0.1674554278308606,0.2035008701246735,0.0,0.0049888726806913,0.0406040084550422,0.0055385206918673,0.4555056566476596,0.0813270626336833,0.0080765983214069,0.0088153857213913,8.126536633354323e-05,0.3491661732325141,0.0970278580770108,0.0766934253223967,0.0681784850422233,0.0807823897673346,0.0803711806436792,0.0872586712543131,0.094207339001416,0.0724290096902547,0.0504558088417095,0.0623701957430068,0.0579156152186809,0.0313516804214439,0.0301841524951562,0.0401107564870266,0.0228361245758804,0.0086570718447637,0.0107762081362418,0.3152826486738261,0.6847173513261738,0.2939419623799307,0.1026901631053799,0.015191542749056,0.0033224191012331,0.00124865606819
