YEAR,BRANCH,MONTH,CIRCULATION,COMPUTER_SESSIONS,VISITORS
2017,Logan Square,78,129314.0,24105.0,144228.0
2017,Lozano,78,56669.0,28422.0,130790.0
2017,Manning,78,29033.0,20423.0,91044.0
2017,Mayfair,78,56550.0,12890.0,58973.0
2017,McKinley Park,78,68579.0,15539.0,105282.0
2017,Merlo,78,95477.0,15722.0,99370.0
2017,Mount Greenwood,78,64963.0,11880.0,72279.0
2017,Near North,78,110921.0,22049.0,137036.0
2017,North Austin,78,17845.0,19525.0,54983.0
2017,North Pulaski,78,37242.0,16557.0,58203.0
2017,Northtown,78,94927.0,20336.0,114985.0
2017,Oriole Park,78,72151.0,10401.0,88948.0
2017,Portage-Cragin,78,89744.0,22261.0,87088.0
2017,Pullman,78,15123.0,20492.0,58295.0
2017,Roden,78,74683.0,8618.0,59596.0
2017,Rogers Park,78,126146.0,32156.0,161630.0
2017,Roosevelt,78,58366.0,15406.0,89346.0
2017,Scottsdale,78,32880.0,16331.0,56007.0
2017,Sherman Park,78,9228.0,15541.0,51636.0
2017,South Chicago,78,24980.0,26154.0,92192.0
2017,South Shore,78,30527.0,32398.0,87931.0
2017,Sulzer Regional,78,403323.0,77174.0,381949.0
2017,Thurgood Marshall,66,27154.0,29448.0,92042.0
2017,Toman,78,65020.0,32768.0,119528.0
2017,Uptown,78,83125.0,24153.0,129732.0
2017,Vodak-East Side,78,41701.0,20648.0,72851.0
2017,Walker,78,21509.0,10357.0,47129.0
2017,West Belmont,78,81816.0,20041.0,90808.0
2017,West Chicago Avenue,78,12682.0,21305.0,67650.0
2017,West Englewood,78,16943.0,29419.0,105335.0
2017,West Lawn,78,51048.0,18851.0,78523.0
2017,West Pullman,78,29836.0,48751.0,121069.0
2017,West Town,78,69661.0,25544.0,114925.0
2017,"Whitney M. Young, Jr.",45,14547.0,22832.0,60502.0
2017,Wrightwood-Ashburn,78,22473.0,17940.0,56232.0
2018,Albany Park,78,111168.0,26720.0,151560.0
2018,Altgeld,78,4469.0,8531.0,32763.0
2018,Archer Heights,78,62312.0,17988.0,91494.0
2018,Austin,77,11569.0,16300.0,67483.0
2018,Austin-Irving,78,108252.0,16244.0,104670.0
2018,Avalon,78,39384.0,39861.0,114441.0
2018,Back of the Yards,78,26707.0,15336.0,51007.0
2018,Beverly,78,54985.0,20488.0,94255.0
2018,Bezazian,78,99716.0,28306.0,123080.0
2018,Blackstone,78,98515.0,18398.0,92475.0
2018,Brainerd,78,9849.0,12106.0,81936.0
2018,Brighton Park,78,55383.0,14423.0,65971.0
2018,Bucktown-Wicker Park,78,110244.0,14434.0,133257.0
2018,Budlong Woods,78,97197.0,18440.0,134216.0
2018,Canaryville,78,23079.0,8258.0,43738.0
2018,Chicago Bee,24,1161.0,964.0,3629.0
2018,Chicago Lawn,78,36537.0,20146.0,70544.0
2018,Chinatown,78,114777.0,35203.0,272228.0
2018,Clearing,78,33426.0,9991.0,64977.0
2018,Coleman,78,29584.0,29597.0,92457.0
2018,"Daley, Richard J. - Bridgeport",78,59826.0,13741.0,70815.0
2018,"Daley, Richard M. - W. Humboldt",78,34098.0,35692.0,131921.0
2018,Douglass,45,10354.0,12437.0,45453.0
2018,Dunning,78,53934.0,12341.0,118188.0
2018,Edgebrook,78,99023.0,8241.0,94715.0
2018,Edgewater,78,175094.0,41038.0,203198.0
2018,Gage Park,78,15670.0,7577.0,37565.0
2018,Garfield Ridge,78,61290.0,10924.0,71917.0
2018,Greater Grand Crossing,78,20689.0,22548.0,76082.0
2018,Hall,78,17906.0,17824.0,70437.0
2018,Harold Washington Library Center,78,614313.0,242939.0,1364907.0
2018,Hegewisch,78,20847.0,8350.0,51298.0
2018,Humboldt Park,78,59289.0,20637.0,91935.0
2018,Jefferson Park,78,85709.0,17260.0,88120.0
2018,Jeffery Manor,78,8857.0,13312.0,74842.0
2018,Kelly,71,6489.0,7237.0,39239.0
2018,King,78,27549.0,20961.0,61044.0
2018,Legler Regional,78,12228.0,24277.0,79803.0
2018,Lincoln Belmont,78,152272.0,13431.0,145834.0
2018,Lincoln Park,78,117208.0,14532.0,136011.0
2018,Little Village,78,49496.0,27826.0,104662.0
2018,Logan Square,78,133666.0,22473.0,148676.0
2018,Lozano,78,44697.0,23957.0,118635.0
2018,Manning,68,22749.0,17383.0,90269.0
2018,Mayfair,78,53062.0,9967.0,58054.0
2018,McKinley Park,78,67682.0,12916.0,109604.0
2018,Merlo,78,95983.0,14472.0,112649.0
2018,Mount Greenwood,78,63331.0,10303.0,67528.0
2018,Near North,78,106549.0,18513.0,133880.0
2018,North Austin,57,6503.0,8463.0,21486.0
2018,North Pulaski,78,32944.0,15127.0,48463.0
2018,Northtown,78,84462.0,17612.0,102788.0
2018,Oriole Park,78,69652.0,9524.0,91081.0
2018,Portage-Cragin,78,80258.0,18976.0,83979.0
2018,Pullman,78,12608.0,18533.0,56145.0
2018,Roden,78,69745.0,7505.0,70632.0
2018,Rogers Park,78,123757.0,34534.0,164817.0
2018,Roosevelt,66,53172.0,12134.0,101455.0
2018,Scottsdale,78,26203.0,13147.0,51896.0
2018,Sherman Park,78,8491.0,13935.0,50931.0
2018,South Chicago,78,21306.0,24928.0,93645.0
2018,South Shore,78,32724.0,31008.0,82221.0
2018,Sulzer Regional,78,379533.0,73527.0,386549.0
2018,Thurgood Marshall,77,20328.0,23224.0,60302.0
2018,Toman,78,59450.0,25499.0,100928.0
2018,Uptown,78,79570.0,21517.0,119838.0
2018,Vodak-East Side,78,35364.0,15544.0,65351.0
2018,Walker,78,19737.0,8490.0,40930.0
2018,West Belmont,66,64530.0,15707.0,73160.0
2018,West Chicago Avenue,78,11928.0,22936.0,79217.0
2018,West Englewood,78,15715.0,25882.0,89285.0
2018,West Lawn,78,40031.0,13941.0,67435.0
2018,West Pullman,78,20801.0,30510.0,102135.0
2018,West Town,78,61054.0,18129.0,103910.0
2018,Woodson Regional,77,58920.0,68516.0,190372.0
2018,Wrightwood-Ashburn,78,20573.0,15443.0,52610.0
2019,Albany Park,78,93009.0,23279.0,130255.0
2019,Altgeld,78,4014.0,5226.0,28196.0
2019,Archer Heights,78,58025.0,17466.0,86593.0
2019,Austin,78,11328.0,16288.0,77480.0
2019,Austin-Irving,78,119100.0,16115.0,109080.0
2019,Avalon,78,36480.0,34603.0,104662.0
2019,Back of the Yards,78,24465.0,13715.0,44989.0
2019,Beverly,78,49151.0,14373.0,76336.0
2019,Bezazian,78,98356.0,28234.0,121571.0
2019,Blackstone,78,99833.0,18008.0,94358.0
2019,Brainerd,78,9204.0,10816.0,60027.0
2019,Brighton Park,78,45008.0,10598.0,55686.0
2019,Bucktown-Wicker Park,78,109420.0,11122.0,128142.0
2019,Budlong Woods,78,95599.0,15503.0,125049.0
2019,Canaryville,78,20111.0,5991.0,38923.0
2019,Chicago Bee,78,10925.0,9523.0,23708.0
2019,Chicago Lawn,45,25117.0,11511.0,54371.0
2019,Chinatown,78,97309.0,28912.0,271514.0
2019,Clearing,78,27959.0,7267.0,51668.0
2019,Coleman,69,23180.0,25345.0,74397.0
2019,"Daley, Richard J. - Bridgeport",78,61689.0,12425.0,60663.0
2019,"Daley, Richard M. - W. Humboldt",78,31014.0,28658.0,116161.0
2019,Dunning,78,48246.0,10968.0,104259.0
2019,Edgebrook,78,104803.0,7694.0,97005.0
2019,Edgewater,78,171399.0,42300.0,197045.0
2019,Gage Park,78,14102.0,5406.0,29706.0
2019,Garfield Ridge,78,53187.0,9390.0,70128.0
2019,Greater Grand Crossing,78,17264.0,19219.0,69998.0
2019,Hall,78,16185.0,14922.0,67884.0
2019,Harold Washington Library Center,78,581151.0,209583.0,1405964.0
2019,Hegewisch,78,19052.0,7114.0,38747.0
2019,Humboldt Park,78,56569.0,14942.0,78546.0
2019,Independence,78,88455.0,11513.0,75052.0
2019,Jefferson Park,13,9061.0,1682.0,6108.0
2019,Jeffery Manor,78,8774.0,12627.0,57482.0
2019,Kelly,78,11116.0,13220.0,65347.0
2019,King,78,21311.0,19188.0,35190.0
2019,Legler Regional,45,8493.0,21796.0,72027.0
2019,Lincoln Belmont,78,168646.0,12445.0,156188.0
2019,Lincoln Park,78,133337.0,12859.0,137424.0
2019,Little Italy,77,61193.0,13579.0,118051.0
2019,Little Village,78,39280.0,22362.0,80689.0
2019,Logan Square,78,131945.0,20522.0,150530.0
2019,Lozano,78,42111.0,22750.0,123368.0
2019,Manning,78,22218.0,20940.0,84158.0
2019,Mayfair,78,46902.0,8712.0,47147.0
2019,McKinley Park,78,57882.0,10673.0,99246.0
2019,Merlo,3,14636.0,1919.0,19633.0
2019,Mount Greenwood,78,57050.0,9366.0,51275.0
2019,Near North,78,102226.0,16813.0,130156.0
2019,North Austin,78,12466.0,16971.0,41957.0
2019,North Pulaski,78,27230.0,12519.0,47718.0
2019,Northtown,75,106790.0,21755.0,104233.0
2019,Oriole Park,78,65208.0,7202.0,81829.0
2019,Portage-Cragin,73,52633.0,11994.0,54801.0
2019,Pullman,78,12506.0,15090.0,49370.0
2019,Roden,78,72925.0,7840.0,70882.0
2019,Rogers Park,78,112965.0,35512.0,152062.0
2019,Scottsdale,78,21923.0,10067.0,44514.0
2019,Sherman Park,78,7004.0,11353.0,42228.0
2019,South Chicago,78,18699.0,26773.0,83093.0
2019,South Shore,3,2563.0,2681.0,10690.0
2019,Sulzer Regional,78,369530.0,75723.0,358644.0
2019,Thurgood Marshall,78,21139.0,28163.0,78209.0
2019,Toman,78,50027.0,20386.0,88574.0
2019,Uptown,78,90869.0,24818.0,126690.0
2019,Vodak-East Side,78,30031.0,12337.0,60487.0
2019,Walker,55,15678.0,5404.0,32753.0
2019,West Belmont,78,65853.0,14739.0,62243.0
2019,West Chicago Avenue,78,8812.0,21372.0,73704.0
2019,West Englewood,78,13534.0,22055.0,69243.0
2019,West Lawn,78,36382.0,14210.0,64959.0
2019,West Loop,78,59405.0,5765.0,83969.0
2019,West Pullman,78,17823.0,26144.0,87708.0
2019,West Town,78,59889.0,15214.0,102826.0
2019,"Whitney M. Young, Jr.",78,21973.0,25752.0,82023.0
2019,Woodson Regional,78,59933.0,86153.0,214173.0
2019,Wrightwood-Ashburn,78,17607.0,12697.0,47353.0
2020,Albany Park,69,49247.0,7370.0,52199.0
2020,Altgeld,6,779.0,618.0,5666.0
2020,Archer Heights,69,23929.0,6910.0,40849.0
2020,Austin,69,8392.0,9731.0,48452.0
2020,Austin-Irving,69,56704.0,4848.0,44549.0
2020,Avalon,69,16799.0,12900.0,45243.0
2020,Back of the Yards,69,11151.0,4284.0,20016.0
2020,Beverly,69,29173.0,4882.0,17422.0
2020,Bezazian,69,60550.0,10322.0,41366.0
2020,Blackstone,35,36101.0,4998.0,20075.0
2020,Brainerd,69,3577.0,3659.0,10608.0
2020,Brighton Park,69,19047.0,4042.0,18470.0
2020,Bucktown-Wicker Park,69,74873.0,5267.0,56489.0
2020,Budlong Woods,69,55627.0,6294.0,64341.0
2020,Canaryville,6,4093.0,1042.0,6403.0
2020,Chicago Bee,69,6035.0,4333.0,9673.0
2020,Chicago Lawn,69,15079.0,6340.0,31619.0
2020,Chinatown,69,40329.0,9458.0,68972.0
2020,Clearing,69,16952.0,3613.0,30288.0
2020,Coleman,69,10777.0,11006.0,40137.0
2020,"Daley, Richard J. - Bridgeport",69,37045.0,5643.0,26070.0
2020,"Daley, Richard M. - W. Humboldt",69,16965.0,12183.0,72402.0
2020,Douglass,63,2217.0,2998.0,5036.0
2020,Dunning,69,30500.0,4667.0,54370.0
2020,Edgebrook,69,63997.0,3552.0,47557.0
2020,Edgewater,69,103535.0,16476.0,91450.0
2020,Gage Park,6,3214.0,1093.0,5311.0
2020,Garfield Ridge,69,28473.0,4182.0,32285.0
2020,Greater Grand Crossing,69,6739.0,6119.0,17535.0
2020,Hall,57,7705.0,6058.0,30361.0
2020,Harold Washington Library Center,69,276358.0,78203.0,554374.0
2020,Hegewisch,69,11479.0,3200.0,18922.0
2020,Humboldt Park,69,36246.0,6631.0,37279.0
2020,Independence,69,55694.0,6260.0,29922.0
2020,Jefferson Park,69,41740.0,6125.0,33343.0
2020,Jeffery Manor,69,4091.0,5146.0,26048.0
2020,Kelly,69,4498.0,5587.0,18646.0
2020,King,69,11145.0,8495.0,16902.0
2020,Legler Regional,12,221.0,40.0,108.0
2020,Lincoln Belmont,69,105376.0,4971.0,57738.0
2020,Lincoln Park,69,92065.0,5101.0,71740.0
2020,Little Italy,69,37786.0,6358.0,40933.0
2020,Little Village,69,15626.0,7266.0,23839.0
2020,Logan Square,59,71919.0,7396.0,68589.0
2020,Lozano,69,21534.0,9255.0,47770.0
2020,Manning,3,3325.0,3190.0,13844.0
2020,Mayfair,69,24446.0,3230.0,18955.0
2020,McKinley Park,69,31015.0,3736.0,38764.0
2020,Mount Greenwood,69,33407.0,4060.0,17208.0
2020,Near North,69,72498.0,5811.0,65148.0
2020,North Austin,69,7093.0,6644.0,17907.0
2020,North Pulaski,69,11265.0,4260.0,19762.0
2020,Northtown,68,84297.0,10441.0,74062.0
2020,Oriole Park,69,42683.0,4352.0,38614.0
2020,Portage-Cragin,69,36262.0,7696.0,35107.0
2020,Pullman,50,3352.0,4381.0,17149.0
2020,Roden,69,37254.0,2580.0,27951.0
2020,Rogers Park,69,65568.0,10162.0,75717.0
2020,Scottsdale,69,11649.0,3768.0,24400.0
2020,Sherman Park,69,2675.0,3860.0,18207.0
2020,South Chicago,57,7542.0,8067.0,32499.0
2020,South Shore,57,5083.0,4042.0,5115.0
2020,Sulzer Regional,69,226463.0,27772.0,165519.0
2020,Thurgood Marshall,69,9573.0,11165.0,36007.0
2020,Toman,69,23781.0,7825.0,23757.0
2020,Uptown,69,59507.0,8254.0,57536.0
2020,Vodak-East Side,69,13685.0,4333.0,24651.0
2020,Walker,57,4963.0,1169.0,2606.0
2020,West Belmont,69,33011.0,5075.0,30729.0
2020,West Chicago Avenue,69,3674.0,7164.0,22337.0
2020,West Englewood,69,4621.0,7651.0,28176.0
2020,West Lawn,69,16996.0,5685.0,20569.0
2020,West Loop,69,36711.0,2488.0,37867.0
2020,West Pullman,69,8768.0,12042.0,33261.0
2020,West Town,69,35535.0,5633.0,50554.0
2020,"Whitney M. Young, Jr.",69,9710.0,13612.0,38131.0
2020,Woodson Regional,69,25263.0,33365.0,78366.0
2020,Wrightwood-Ashburn,69,8596.0,5139.0,21338.0
2021,Albany Park,78,61634.0,8838.0,62840.0
2021,Altgeld,78,1934.0,6719.0,10760.0
2021,Archer Heights,78,26320.0,7223.0,34665.0
2021,Austin,78,7108.0,8554.0,35321.0
2021,Austin-Irving,78,62934.0,5423.0,48720.0
2021,Avalon,78,16003.0,12882.0,46853.0
2021,Back of the Yards,78,12416.0,4957.0,25385.0
2021,Beverly,78,35849.0,6503.0,23456.0
2021,Bezazian,75,55646.0,8997.0,43661.0
2021,Blackstone,78,80757.0,8963.0,61010.0
2021,Brainerd,73,3236.0,3337.0,7313.0
2021,Brighton Park,68,14931.0,4010.0,16216.0
2021,Bucktown-Wicker Park,78,89707.0,6219.0,66986.0
2021,Budlong Woods,78,69886.0,8152.0,70683.0
2021,Canaryville,57,4887.0,1254.0,7911.0
2021,Chicago Bee,78,7891.0,4898.0,10188.0
2021,Chicago Lawn,78,17555.0,9128.0,42869.0
2021,Chinatown,78,54354.0,11471.0,93783.0
2021,Clearing,72,18159.0,4203.0,10677.0
2021,Coleman,78,11157.0,11371.0,36281.0
2021,"Daley, Richard J. - Bridgeport",36,26402.0,3947.0,23096.0
2021,"Daley, Richard M. - W. Humboldt",78,16283.0,10751.0,64108.0
2021,Douglass,78,4852.0,7210.0,8045.0
2021,Dunning,78,38197.0,7445.0,71053.0
2021,Edgebrook,78,76668.0,3268.0,52883.0
2021,Edgewater,78,127737.0,17329.0,94307.0
2021,Gage Park,50,2755.0,590.0,4819.0
2021,Garfield Ridge,78,33727.0,5206.0,37071.0
2021,Greater Grand Crossing,70,4865.0,5134.0,13610.0
2021,Hall,77,6163.0,5562.0,23328.0
2021,Harold Washington Library Center,78,271811.0,69312.0,543951.0
2021,Hegewisch,78,11515.0,3323.0,16972.0
2021,Humboldt Park,78,36649.0,7233.0,34092.0
2021,Independence,78,69547.0,7059.0,33031.0
2021,Jefferson Park,78,55453.0,8179.0,46942.0
2021,Jeffery Manor,78,3205.0,4283.0,14627.0
2021,Kelly,78,4334.0,5784.0,9396.0
2021,King,78,12704.0,9428.0,17385.0
2021,Legler Regional,78,5226.0,7851.0,15091.0
2021,Lincoln Belmont,78,129149.0,6391.0,67167.0
2021,Lincoln Park,78,114599.0,7015.0,75874.0
2021,Little Italy,78,47793.0,6112.0,48093.0
2021,Little Village,78,15767.0,7035.0,16571.0
2021,Logan Square,78,105294.0,11483.0,92688.0
2021,Lozano,78,25108.0,9937.0,55729.0
2021,Manning,42,1868.0,1242.0,9836.0
2021,Mayfair,78,29232.0,3779.0,21794.0
2021,McKinley Park,78,32919.0,4520.0,43135.0
2021,Merlo,78,96136.0,8866.0,86207.0
2021,Mount Greenwood,78,39068.0,4412.0,18372.0
2021,Near North,78,87488.0,7677.0,75732.0
2021,North Austin,78,6584.0,5692.0,16817.0
2021,North Pulaski,78,11211.0,4596.0,24593.0
2021,Northtown,78,110226.0,14793.0,89529.0
2021,Oriole Park,78,56191.0,5912.0,49780.0
2021,Portage-Cragin,78,41154.0,9558.0,34976.0
2021,Pullman,78,3952.0,6442.0,25026.0
2021,Roden,78,49569.0,3651.0,39766.0
2021,Rogers Park,78,74911.0,12227.0,75695.0
2021,Scottsdale,78,14181.0,5495.0,37432.0
2021,Sherman Park,78,2318.0,3919.0,18837.0
2021,South Chicago,78,7696.0,8211.0,31336.0
2021,South Shore,78,11406.0,11613.0,17501.0
2021,Sulzer Regional,78,281183.0,22938.0,175377.0
2021,Thurgood Marshall,78,8517.0,10989.0,32164.0
2021,Toman,78,23670.0,8543.0,19563.0
2021,Uptown,78,67461.0,10636.0,65259.0
2021,Vodak-East Side,78,18626.0,6663.0,33568.0
2021,Walker,78,10541.0,2816.0,12055.0
2021,Water Works,42,8516.0,306.0,10594.0
2021,West Belmont,78,35555.0,5227.0,30693.0
2021,West Chicago Avenue,78,2684.0,6019.0,8954.0
2021,West Englewood,78,3896.0,5998.0,28905.0
2021,West Lawn,21,7022.0,2382.0,6719.0
2021,West Loop,78,45506.0,3179.0,36393.0
2021,West Pullman,78,7361.0,9520.0,15932.0
2021,West Town,78,45464.0,7276.0,48278.0
2021,"Whitney M. Young, Jr.",78,8142.0,13462.0,30166.0
2021,Woodson Regional,78,23328.0,28566.0,55987.0
2021,Wrightwood-Ashburn,73,6840.0,4584.0,12274.0
2022,Albany Park,78,64486.0,13089.0,79075.0
2022,Altgeld,78,2641.0,11282.0,38946.0
2022,Archer Heights,78,27343.0,8782.0,41847.0
2022,Austin,78,7589.0,10235.0,41194.0
2022,Austin-Irving,78,63482.0,7353.0,55987.0
2022,Avalon,78,15567.0,15937.0,47736.0
2022,Back of the Yards,78,12242.0,5557.0,31258.0
2022,Beverly,69,26943.0,6571.0,22134.0
2022,Bezazian,77,70422.0,14321.0,55207.0
2022,Blackstone,78,81017.0,11773.0,76626.0
2022,Brainerd,78,3899.0,5652.0,12342.0
2022,Brighton Park,78,17940.0,6159.0,32956.0
2022,Bucktown-Wicker Park,78,98867.0,9255.0,86093.0
2022,Budlong Woods,78,72049.0,10037.0,79981.0
2022,Canaryville,71,7963.0,1942.0,10960.0
2022,Chicago Bee,78,9095.0,7447.0,11562.0
2022,Chicago Lawn,78,16433.0,11345.0,47077.0
2022,Chinatown,78,58539.0,16629.0,144767.0
2022,Clearing,78,21980.0,6125.0,15574.0
2022,Coleman,78,11059.0,15045.0,42328.0
2022,"Daley, Richard J. - Bridgeport",63,23584.0,5411.0,14529.0
2022,"Daley, Richard M. - W. Humboldt",78,14820.0,11458.0,50313.0
2022,Douglass,72,4250.0,9125.0,25970.0
2022,Dunning,78,40511.0,8367.0,72104.0
2022,Edgebrook,78,79259.0,4898.0,66216.0
2022,Edgewater,78,124239.0,23702.0,97850.0
2022,Gage Park,77,7184.0,2513.0,17033.0
2022,Garfield Ridge,78,36368.0,6256.0,50209.0
2022,Greater Grand Crossing,78,6186.0,9003.0,20670.0
2022,Hall,77,6899.0,7712.0,31154.0
2022,Harold Washington Library Center,78,273406.0,111730.0,686752.0
2022,Hegewisch,78,9734.0,3430.0,14909.0
2022,Humboldt Park,78,41675.0,9779.0,48223.0
2022,Independence,78,73846.0,8430.0,40641.0
2022,Jefferson Park,78,59621.0,11848.0,46168.0
2022,Jeffery Manor,78,5335.0,7895.0,17787.0
2022,Kelly,78,5141.0,6964.0,28926.0
2022,King,78,11940.0,12658.0,18064.0
2022,Legler Regional,78,6453.0,13927.0,35007.0
2022,Lincoln Belmont,75,103216.0,6193.0,57243.0
2022,Lincoln Park,78,142413.0,10615.0,118118.0
2022,Little Italy,78,45000.0,9574.0,86951.0
2022,Little Village,78,17465.0,9946.0,21964.0
2022,Logan Square,78,116319.0,15279.0,116554.0
2022,Lozano,78,25002.0,13338.0,45329.0
2022,Manning,77,11295.0,8262.0,39310.0
2022,Mayfair,78,30562.0,4067.0,18821.0
2022,McKinley Park,78,37881.0,6660.0,51896.0
2022,Merlo,78,106736.0,13742.0,110146.0
2022,Mount Greenwood,78,46056.0,6532.0,24079.0
2022,Near North,56,44761.0,7980.0,61030.0
2022,North Austin,78,6732.0,7380.0,19986.0
2022,North Pulaski,78,12675.0,6375.0,28344.0
2022,Northtown,78,101188.0,18967.0,84479.0
2022,Oriole Park,78,60991.0,7607.0,54645.0
2022,Portage-Cragin,78,41531.0,10345.0,46675.0
2022,Pullman,78,4118.0,9861.0,34039.0
2022,Roden,78,55614.0,5020.0,62510.0
2022,Rogers Park,78,77588.0,17612.0,99362.0
2022,Scottsdale,78,15151.0,6852.0,37087.0
2022,Sherman Park,78,2857.0,6180.0,17653.0
2022,South Chicago,78,8324.0,12791.0,42990.0
2022,South Shore,78,10647.0,13976.0,20183.0
2022,Sulzer Regional,78,301340.0,33478.0,214847.0
2022,Thurgood Marshall,78,8920.0,12290.0,38615.0
2022,Toman,78,23735.0,8471.0,25645.0
2022,Uptown,73,54707.0,12039.0,61293.0
2022,Vodak-East Side,78,19893.0,8740.0,43052.0
2022,Walker,78,16002.0,5021.0,11531.0
2022,Water Works,77,35804.0,1864.0,47594.0
2022,West Belmont,78,35914.0,7460.0,43844.0
2022,West Chicago Avenue,78,4609.0,8878.0,15374.0
2022,West Englewood,78,4576.0,7923.0,34995.0
2022,West Lawn,78,20225.0,5589.0,36473.0
2022,West Loop,78,52688.0,4784.0,51137.0
2022,West Pullman,78,8454.0,12606.0,23737.0
2022,West Town,78,53459.0,10203.0,68398.0
2022,"Whitney M. Young, Jr.",78,8041.0,18455.0,43576.0
2022,Woodson Regional,78,25002.0,35655.0,61392.0
2022,Wrightwood-Ashburn,78,8850.0,7055.0,29648.0
2023,Albany Park,10,21369.0,4183.0,27586.0
2023,Altgeld,10,548.0,2016.0,15459.0
2023,Archer Heights,10,7564.0,2569.0,18508.0
2023,Austin,10,2959.0,3187.0,14753.0
2023,Austin-Irving,10,21147.0,2597.0,13305.0
2023,Avalon,10,5359.0,5560.0,14848.0
2023,Back of the Yards,10,3996.0,2104.0,12023.0
2023,Beverly,10,13296.0,3710.0,12032.0
2023,Bezazian,10,24866.0,5204.0,16115.0
2023,Blackstone,10,26784.0,4159.0,28053.0
2023,Brainerd,10,1258.0,1610.0,4215.0
2023,Brighton Park,10,6351.0,2202.0,14527.0
2023,Bucktown-Wicker Park,10,33919.0,3060.0,20009.0
2023,Budlong Woods,10,24945.0,4168.0,22823.0
2023,Canaryville,10,4022.0,1121.0,5658.0
2023,Chicago Bee,10,3419.0,2558.0,4316.0
2023,Chicago Lawn,10,4957.0,4006.0,15494.0
2023,Chinatown,10,17472.0,7002.0,57511.0
2023,Clearing,10,8192.0,2040.0,5270.0
2023,Coleman,10,3927.0,5320.0,8585.0
2023,"Daley, Richard J. - Bridgeport",10,13887.0,3372.0,12946.0
2023,"Daley, Richard M. - W. Humboldt",10,4815.0,3878.0,17469.0
2023,Douglass,10,1266.0,2639.0,6104.0
2023,Dunning,10,14500.0,2999.0,22856.0
2023,Edgebrook,10,25430.0,1623.0,23630.0
2023,Edgewater,10,42135.0,8028.0,36693.0
2023,Gage Park,10,2993.0,1386.0,9263.0
2023,Garfield Ridge,10,13028.0,2190.0,20366.0
2023,Greater Grand Crossing,10,1717.0,3227.0,13434.0
2023,Hall,10,2945.0,2773.0,10538.0
2023,Harold Washington Library Center,10,92072.0,40474.0,135393.0
2023,Hegewisch,10,3675.0,1710.0,5834.0
2023,Humboldt Park,10,14951.0,3676.0,12352.0
2023,Independence,10,27378.0,2962.0,16281.0
2023,Jefferson Park,10,21144.0,3847.0,14383.0
2023,Jeffery Manor,10,1697.0,2976.0,6338.0
2023,Kelly,10,1231.0,2341.0,10270.0
2023,King,10,4176.0,3981.0,5370.0
2023,Legler Regional,10,2668.0,5861.0,12540.0
2023,Lincoln Belmont,10,42571.0,2664.0,32617.0
2023,Lincoln Park,10,45827.0,3405.0,51771.0
2023,Little Italy,10,15298.0,3457.0,32153.0
2023,Little Village,10,5667.0,4533.0,12933.0
2023,Logan Square,10,39847.0,5187.0,43954.0
2023,Lozano,10,9410.0,5771.0,20041.0
2023,Manning,10,4649.0,2953.0,14140.0
2023,Mayfair,10,10398.0,1452.0,9804.0
2023,McKinley Park,10,11685.0,2594.0,24523.0
2023,Merlo,10,36653.0,4108.0,46193.0
2023,Mount Greenwood,10,9430.0,1568.0,6191.0
2023,Near North,10,25456.0,5146.0,39302.0
2023,North Austin,10,2086.0,2708.0,6909.0
2023,North Pulaski,10,4916.0,2231.0,10424.0
2023,Northtown,10,30041.0,6463.0,33785.0
2023,Oriole Park,10,20022.0,2618.0,20231.0
2023,Portage-Cragin,10,15036.0,3457.0,29834.0
2023,Pullman,10,1523.0,3722.0,13944.0
2023,Roden,10,19780.0,1881.0,40247.0
2023,Rogers Park,10,26643.0,6260.0,36112.0
2023,Scottsdale,10,4841.0,2507.0,14116.0
2023,Sherman Park,10,1212.0,2748.0,4584.0
2023,South Chicago,10,3092.0,4465.0,12828.0
2023,South Shore,10,3438.0,4806.0,8456.0
2023,Sulzer Regional,10,102320.0,12529.0,81219.0
2023,Thurgood Marshall,10,2668.0,4324.0,20962.0
2023,Toman,10,7601.0,2800.0,10873.0
2023,Uptown,10,22295.0,5196.0,30204.0
2023,Vodak-East Side,10,7204.0,3144.0,13024.0
2023,Walker,10,7231.0,1785.0,6787.0
2023,Water Works,10,11988.0,648.0,15985.0
2023,West Belmont,10,12177.0,2883.0,22967.0
2023,West Chicago Avenue,10,2197.0,3382.0,7665.0
2023,West Englewood,10,1465.0,2885.0,9744.0
2023,West Lawn,10,7302.0,2478.0,13569.0
2023,West Loop,10,18737.0,1637.0,23173.0
2023,West Pullman,10,3325.0,4629.0,23966.0
2023,West Town,10,18885.0,4329.0,29180.0
2023,"Whitney M. Young, Jr.",10,3068.0,6402.0,14232.0
2023,Woodson Regional,10,8480.0,12663.0,24108.0
2023,Wrightwood-Ashburn,10,3213.0,2701.0,24157.0
