BRANCH,LOCATION,geometry,Latitude,Longitude,LATITUDE,LONGITUDE,number of census tracts reached,list of dict,iso geometries
"Daley, Richard J. - Bridgeport","(41.8327976771251, -87.64629980794813)","POLYGON ((-87.6453 41.844052, -87.6463 41.844669, -87.6473 41.843526, -87.6513 41.842615, -87.6533 41.840873, -87.654636 41.838798, -87.658384 41.834798, -87.658148 41.831646, -87.659195 41.830798, -87.6573 41.830134, -87.656897 41.828798, -87.654501 41.827596, -87.6533 41.826055, -87.652152 41.825945, -87.6513 41.824556, -87.6503 41.824522, -87.648846 41.823798, -87.648435 41.822798, -87.646991 41.822106, -87.6463 41.821104, -87.64445 41.821947, -87.638034 41.826798, -87.637427 41.829925, -87.636855 41.829798, -87.6363 41.828615, -87.63317 41.830798, -87.634682 41.831415, -87.63513 41.832628, -87.633025 41.834798, -87.6453 41.844052))",41.8327976771251,-87.64629980794813,41.8327976771251,-87.64629980794813,15,"[{17031842600: 0.019901829617025572, 17031839900: 0.7840801540412843, 17031340600: 0.068830070908952, 17031840000: 0.7598649347008698, 17031839800: 1.0, 17031590700: 0.002841155883515084, 17031839700: 0.8889902165450972, 17031840400: 0.013327854052113184, 17031600900: 0.7481189041344257, 17031600700: 0.006362163027906566, 17031600600: 0.24509408577694194, 17031340500: 0.23027289561149863, 17031600400: 0.6791390924982894, 17031840100: 0.16728466728412442, 17031840200: 0.2701022746645085}]","[defaultdict(<class 'list'>, {17031842600: <POLYGON ((-87.644 41.822, -87.646 41.821, -87.647 41.822, -87.648 41.823, -...>, 17031839900: <POLYGON ((-87.649 41.824, -87.65 41.825, -87.651 41.825, -87.652 41.826, -8...>, 17031340600: <POLYGON ((-87.633 41.831, -87.636 41.829, -87.636 41.829, -87.636 41.831, -...>, 17031840000: <POLYGON ((-87.637 41.83, -87.637 41.83, -87.638 41.827, -87.64 41.825, -87....>, 17031839800: <POLYGON ((-87.645 41.838, -87.645 41.838, -87.645 41.838, -87.644 41.838, -...>, 17031590700: <POLYGON ((-87.659 41.831, -87.658 41.831, -87.658 41.831, -87.658 41.831, -...>, 17031839700: <POLYGON ((-87.658 41.835, -87.658 41.835, -87.658 41.835, -87.657 41.835, -...>, 17031840400: <POLYGON ((-87.659 41.831, -87.658 41.832, -87.658 41.832, -87.658 41.832, -...>, 17031600900: <POLYGON ((-87.655 41.838, -87.655 41.838, -87.655 41.838, -87.655 41.838, -...>, 17031600700: <POLYGON ((-87.655 41.839, -87.655 41.838, -87.654 41.838, -87.654 41.838, -...>, 17031600600: <POLYGON ((-87.655 41.839, -87.653 41.841, -87.652 41.842, -87.652 41.841, -...>, 17031340500: <POLYGON ((-87.633 41.835, -87.635 41.833, -87.635 41.831, -87.633 41.831, -...>, 17031600400: <POLYGON ((-87.646 41.845, -87.645 41.844, -87.641 41.841, -87.641 41.84, -8...>, 17031840100: <POLYGON ((-87.637 41.838, -87.638 41.838, -87.638 41.838, -87.638 41.838, -...>, 17031840200: <POLYGON ((-87.651 41.843, -87.647 41.844, -87.646 41.845, -87.646 41.845, -...>})]"
"Daley, Richard M. - W. Humboldt","(41.894726658545295, -87.7063841773407)","POLYGON ((-87.706384 41.906319, -87.707384 41.906372, -87.710109 41.904452, -87.711384 41.904261, -87.713441 41.902783, -87.715735 41.902078, -87.716384 41.899323, -87.720986 41.895727, -87.720282 41.893727, -87.715881 41.889727, -87.706384 41.882999, -87.704683 41.883727, -87.704125 41.884727, -87.703384 41.884945, -87.702384 41.886067, -87.700699 41.886727, -87.698641 41.888983, -87.697236 41.889578, -87.697215 41.890727, -87.6958 41.891727, -87.696669 41.892442, -87.696654 41.892997, -87.693384 41.892367, -87.692757 41.892727, -87.693003 41.893727, -87.691794 41.895727, -87.697384 41.899857, -87.701543 41.903567, -87.706384 41.906319))",41.894726658545295,-87.7063841773407,41.894726658545295,-87.7063841773407,13,"[{17031836800: 0.2176091061190379, 17031837100: 0.23679767578329775, 17031836700: 0.8183335881997525, 17031242800: 0.18560590840039243, 17031242700: 1.0, 17031231500: 0.4484919213736627, 17031231200: 0.13498965347708472, 17031231100: 0.8759958339736621, 17031836600: 0.9979171161449857, 17031230800: 0.04959417380540813, 17031230900: 0.2327278481678814, 17031242600: 0.18124215208139913, 17031240900: 0.3775798967664552}]","[defaultdict(<class 'list'>, {17031836800: <POLYGON ((-87.706 41.883, -87.714 41.888, -87.713 41.888, -87.712 41.888, -...>, 17031837100: <POLYGON ((-87.701 41.887, -87.702 41.886, -87.703 41.885, -87.704 41.885, -...>, 17031836700: <POLYGON ((-87.693 41.893, -87.693 41.892, -87.697 41.893, -87.697 41.892, -...>, 17031242800: <POLYGON ((-87.693 41.894, -87.693 41.893, -87.693 41.893, -87.693 41.893, -...>, 17031242700: <POLYGON ((-87.702 41.897, -87.702 41.897, -87.702 41.897, -87.702 41.897, -...>, 17031231500: <POLYGON ((-87.716 41.89, -87.72 41.894, -87.721 41.895, -87.72 41.895, -87....>, 17031231200: <POLYGON ((-87.721 41.896, -87.716 41.899, -87.716 41.899, -87.716 41.899, -...>, 17031231100: <POLYGON ((-87.716 41.899, -87.716 41.902, -87.714 41.903, -87.714 41.902, -...>, 17031836600: <POLYGON ((-87.713 41.903, -87.712 41.903, -87.712 41.903, -87.712 41.903, -...>, 17031230800: <POLYGON ((-87.713 41.903, -87.712 41.904, -87.712 41.904, -87.712 41.904, -...>, 17031230900: <POLYGON ((-87.711 41.904, -87.71 41.904, -87.707 41.906, -87.707 41.906, -8...>, 17031242600: <POLYGON ((-87.692 41.896, -87.692 41.896, -87.692 41.896, -87.692 41.896, -...>, 17031240900: <POLYGON ((-87.706 41.906, -87.702 41.904, -87.697 41.9, -87.697 41.899, -87...>})]"
Douglass,"(41.86441239309047, -87.71017465670012)","POLYGON ((-87.710175 41.875429, -87.711175 41.875709, -87.712175 41.874369, -87.716078 41.872316, -87.718429 41.870412, -87.718772 41.869412, -87.720175 41.869133, -87.723175 41.866704, -87.724436 41.864412, -87.721023 41.860412, -87.715175 41.856395, -87.713946 41.854641, -87.710175 41.853068, -87.706175 41.856316, -87.705175 41.856137, -87.702786 41.858024, -87.701175 41.858532, -87.700644 41.859412, -87.701436 41.860412, -87.700317 41.861555, -87.698841 41.861746, -87.698075 41.861313, -87.697635 41.863412, -87.696429 41.864412, -87.696028 41.866266, -87.698511 41.868412, -87.70439 41.872197, -87.708175 41.873836, -87.710175 41.875429))",41.86441239309047,-87.71017465670012,41.86441239309047,-87.71017465670012,16,"[{17031838600: 0.7980751358062211, 17031271800: 0.01928256942778842, 17031843100: 0.5327889342708911, 17031841700: 0.014346068882389786, 17031844700: 0.3845672476548711, 17031292200: 0.5007719715222148, 17031841500: 1.0, 17031838700: 0.7326145662307781, 17031291200: 1.0, 17031843000: 0.4923971430497686, 17031260900: 0.0059612978663958205, 17031837300: 0.709353251025491, 17031271500: 0.9425706662447126, 17031270500: 0.07675835052309485, 17031271400: 0.07659865579677852, 17031271300: 0.09000723667005375}]","[defaultdict(<class 'list'>, {17031838600: <POLYGON ((-87.699 41.868, -87.696 41.867, -87.697 41.866, -87.697 41.866, -...>, 17031271800: <POLYGON ((-87.7 41.869, -87.7 41.869, -87.701 41.869, -87.701 41.869, -87.7...>, 17031843100: <POLYGON ((-87.696 41.866, -87.696 41.864, -87.698 41.863, -87.698 41.861, -...>, 17031841700: <POLYGON ((-87.71 41.853, -87.711 41.853, -87.711 41.854, -87.711 41.854, -8...>, 17031844700: <POLYGON ((-87.714 41.855, -87.714 41.855, -87.714 41.855, -87.714 41.855, -...>, 17031292200: <POLYGON ((-87.715 41.856, -87.719 41.859, -87.719 41.859, -87.719 41.859, -...>, 17031841500: <POLYGON ((-87.71 41.866, -87.709 41.866, -87.709 41.866, -87.708 41.866, -8...>, 17031838700: <POLYGON ((-87.721 41.86, -87.724 41.864, -87.723 41.866, -87.723 41.866, -8...>, 17031291200: <POLYGON ((-87.713 41.866, -87.713 41.866, -87.712 41.866, -87.711 41.866, -...>, 17031843000: <POLYGON ((-87.72 41.869, -87.719 41.869, -87.719 41.87, -87.718 41.87, -87....>, 17031260900: <POLYGON ((-87.72 41.869, -87.72 41.869, -87.72 41.869, -87.72 41.869, -87.7...>, 17031837300: <POLYGON ((-87.704 41.872, -87.701 41.87, -87.701 41.87, -87.701 41.87, -87....>, 17031271500: <POLYGON ((-87.714 41.874, -87.713 41.874, -87.713 41.874, -87.711 41.874, -...>, 17031270500: <POLYGON ((-87.718 41.87, -87.716 41.872, -87.716 41.873, -87.716 41.872, -8...>, 17031271400: <POLYGON ((-87.712 41.874, -87.711 41.876, -87.711 41.876, -87.711 41.876, -...>, 17031271300: <POLYGON ((-87.71 41.875, -87.708 41.874, -87.708 41.874, -87.708 41.874, -8...>})]"
Dunning,"(41.94319949471892, -87.81395164414246)","POLYGON ((-87.811952 41.953651, -87.814952 41.954186, -87.815952 41.953913, -87.818952 41.951922, -87.819479 41.948727, -87.822419 41.947667, -87.822952 41.946972, -87.825952 41.946576, -87.827516 41.945199, -87.827293 41.944199, -87.829362 41.943199, -87.827255 41.940896, -87.819952 41.935557, -87.813952 41.931884, -87.811952 41.932561, -87.807952 41.935827, -87.806952 41.936206, -87.805952 41.937754, -87.800952 41.941331, -87.800485 41.942733, -87.799749 41.943199, -87.799744 41.944407, -87.800707 41.945444, -87.807952 41.950879, -87.808971 41.951181, -87.810224 41.952927, -87.811952 41.953651))",41.94319949471892,-87.81395164414246,41.94319949471892,-87.81395164414246,12,"[{17031810701: 0.14691424043209034, 17031810800: 0.30599984413798736, 17031180100: 0.00600518663876212, 17031170900: 0.9081863615211294, 17031170600: 0.11141922217391846, 17031170700: 0.9332987724340037, 17031170800: 1.0, 17031171000: 0.25482725178186166, 17031170400: 0.9499997591431978, 17031170300: 0.10575487187567238, 17031170500: 0.1397283342554721, 17031810502: 0.7445446916637849}]","[defaultdict(<class 'list'>, {17031810701: <MULTIPOLYGON (((-87.81 41.934, -87.81 41.934, -87.81 41.934, -87.81 41.934,...>, 17031810800: <MULTIPOLYGON (((-87.823 41.938, -87.823 41.938, -87.823 41.938, -87.823 41....>, 17031180100: <POLYGON ((-87.806 41.938, -87.807 41.937, -87.807 41.937, -87.807 41.937, -...>, 17031170900: <POLYGON ((-87.807 41.936, -87.808 41.936, -87.81 41.934, -87.81 41.934, -87...>, 17031170600: <POLYGON ((-87.827 41.941, -87.829 41.943, -87.827 41.944, -87.827 41.945, -...>, 17031170700: <POLYGON ((-87.826 41.94, -87.826 41.941, -87.826 41.941, -87.826 41.942, -8...>, 17031170800: <POLYGON ((-87.818 41.945, -87.817 41.945, -87.817 41.945, -87.817 41.945, -...>, 17031171000: <POLYGON ((-87.8 41.944, -87.8 41.943, -87.8 41.943, -87.801 41.941, -87.806...>, 17031170400: <POLYGON ((-87.818 41.953, -87.818 41.953, -87.817 41.953, -87.817 41.953, -...>, 17031170300: <POLYGON ((-87.801 41.945, -87.801 41.945, -87.801 41.945, -87.801 41.945, -...>, 17031170500: <POLYGON ((-87.828 41.945, -87.826 41.947, -87.823 41.947, -87.822 41.948, -...>, 17031810502: <MULTIPOLYGON (((-87.818 41.953, -87.818 41.953, -87.818 41.953, -87.818 41....>})]"
Edgebrook,"(41.997213372156295, -87.76211751799003)","POLYGON ((-87.758118 42.007363, -87.760118 42.005475, -87.761118 42.007504, -87.762118 42.007584, -87.767118 42.005687, -87.768118 42.004869, -87.769118 42.005633, -87.770118 42.00566, -87.77591 42.001213, -87.774571 41.999759, -87.772985 41.999346, -87.772751 41.99858, -87.77099 41.998213, -87.774118 41.997988, -87.775118 41.998853, -87.776987 41.998083, -87.777663 41.997213, -87.775783 41.996548, -87.772001 41.996329, -87.771592 41.993739, -87.769012 41.993319, -87.769118 41.99295, -87.771026 41.992213, -87.771197 41.991293, -87.769118 41.98958, -87.768319 41.990415, -87.767003 41.990328, -87.768253 41.988349, -87.768118 41.987205, -87.767602 41.987697, -87.764118 41.987596, -87.763599 41.989213, -87.764118 41.989732, -87.765118 41.989876, -87.765264 41.991213, -87.764118 41.990451, -87.762493 41.990589, -87.762284 41.992213, -87.762451 41.99288, -87.763215 41.993116, -87.763378 41.993953, -87.764176 41.994272, -87.762062 41.994269, -87.761938 41.993393, -87.761006 41.993213, -87.760846 41.991485, -87.759389 41.991485, -87.759198 41.992294, -87.758023 41.992308, -87.757766 41.990565, -87.757118 41.989777, -87.755118 41.989708, -87.754118 41.990343, -87.752118 41.990117, -87.750871 41.993213, -87.750542 41.996638, -87.749624 41.996706, -87.749071 41.995167, -87.746286 41.997213, -87.748118 41.999031, -87.749118 41.998501, -87.749871 42.00046, -87.753118 42.003887, -87.757118 42.007118, -87.758118 42.007363))",41.997213372156295,-87.76211751799003,41.997213372156295,-87.76211751799003,7,"[{17031110100: 0.059545854354652664, 17031120300: 0.007597837978424459, 17031120200: 0.5834903253531374, 17031120100: 0.3536015044535747, 17031808100: 0.16285119877303514, 17031807900: 0.9890686234646108, 17031807800: 0.9992465637754782}]","[defaultdict(<class 'list'>, {17031110100: <MULTIPOLYGON (((-87.772 41.996, -87.776 41.997, -87.777 41.997, -87.777 41....>, 17031120300: <POLYGON ((-87.746 41.997, -87.748 41.996, -87.748 41.996, -87.748 41.997, -...>, 17031120200: <MULTIPOLYGON (((-87.767 42.006, -87.762 42.008, -87.762 42.008, -87.762 42....>, 17031120100: <MULTIPOLYGON (((-87.778 41.997, -87.777 41.998, -87.775 41.999, -87.774 41....>, 17031808100: <POLYGON ((-87.77 42.006, -87.769 42.005, -87.769 42.005, -87.768 42.004, -8...>, 17031807900: <MULTIPOLYGON (((-87.746 41.997, -87.747 41.997, -87.747 41.997, -87.747 41....>, 17031807800: <MULTIPOLYGON (((-87.762 42.006, -87.762 42.006, -87.762 42.006, -87.762 42....>})]"
Edgewater,"(41.99095923823291, -87.660442745415)","POLYGON ((-87.659443 42.002049, -87.660443 42.002534, -87.662258 42.001774, -87.662854 42.000959, -87.666898 41.998414, -87.668911 41.996427, -87.670443 41.995769, -87.672443 41.993635, -87.674936 41.992453, -87.675904 41.990959, -87.674686 41.990716, -87.674443 41.989545, -87.673443 41.988601, -87.672425 41.988959, -87.672668 41.987959, -87.662443 41.981107, -87.660443 41.979344, -87.659443 41.979395, -87.655443 41.982307, -87.654871 41.983387, -87.652104 41.984621, -87.651839 41.985959, -87.653586 41.987959, -87.653763 41.996959, -87.654883 41.997959, -87.655242 41.99916, -87.659443 42.002049))",41.99095923823291,-87.660442745415,41.99095923823291,-87.660442745415,20,"[{17031030706: 0.04797226909473327, 17031030703: 0.2267903911090743, 17031030800: 0.21233024618144491, 17031030701: 0.9983812251355023, 17031030603: 1.0, 17031030604: 0.7950946763555611, 17031040100: 2.0340160805072066e-05, 17031020902: 0.019683711615487813, 17031030400: 0.38033241003995866, 17031030500: 0.9565221703876658, 17031030601: 1.0, 17031030101: 1.0, 17031030102: 1.0, 17031030200: 0.9409722477451355, 17031030300: 0.43585854990360673, 17031030103: 1.0, 17031030104: 0.9825188326267835, 17031010503: 0.6296479011413673, 17031010600: 0.019294234714852716, 17031010400: 0.2588644806646856}]","[defaultdict(<class 'list'>, {17031030706: <MULTIPOLYGON (((-87.657 41.981, -87.657 41.982, -87.657 41.982, -87.657 41....>, 17031030703: <POLYGON ((-87.659 41.979, -87.66 41.979, -87.66 41.98, -87.66 41.98, -87.66...>, 17031030800: <POLYGON ((-87.66 41.979, -87.662 41.981, -87.666 41.984, -87.666 41.984, -8...>, 17031030701: <POLYGON ((-87.656 41.982, -87.656 41.982, -87.657 41.982, -87.657 41.982, -...>, 17031030603: <POLYGON ((-87.659 41.987, -87.659 41.987, -87.659 41.987, -87.659 41.987, -...>, 17031030604: <POLYGON ((-87.652 41.986, -87.652 41.985, -87.654 41.984, -87.654 41.984, -...>, 17031040100: <POLYGON ((-87.675 41.991, -87.675 41.991, -87.675 41.991, -87.675 41.991, -...>, 17031020902: <POLYGON ((-87.676 41.991, -87.675 41.992, -87.675 41.992, -87.675 41.992, -...>, 17031030400: <POLYGON ((-87.673 41.988, -87.672 41.989, -87.673 41.989, -87.674 41.99, -8...>, 17031030500: <POLYGON ((-87.669 41.986, -87.669 41.986, -87.669 41.986, -87.669 41.986, -...>, 17031030601: <POLYGON ((-87.66 41.99, -87.66 41.99, -87.659 41.99, -87.659 41.99, -87.659...>, 17031030101: <POLYGON ((-87.659 41.992, -87.659 41.992, -87.659 41.992, -87.659 41.992, -...>, 17031030102: <POLYGON ((-87.659 41.995, -87.659 41.995, -87.659 41.995, -87.659 41.995, -...>, 17031030200: <POLYGON ((-87.669 41.996, -87.667 41.998, -87.667 41.998, -87.667 41.998, -...>, 17031030300: <POLYGON ((-87.672 41.994, -87.67 41.996, -87.67 41.996, -87.67 41.996, -87....>, 17031030103: <POLYGON ((-87.66 41.996, -87.66 41.996, -87.659 41.996, -87.659 41.996, -87...>, 17031030104: <POLYGON ((-87.655 41.998, -87.654 41.998, -87.654 41.997, -87.654 41.997, -...>, 17031010503: <POLYGON ((-87.663 42.001, -87.662 42.002, -87.661 42.002, -87.661 42.002, -...>, 17031010600: <POLYGON ((-87.667 41.998, -87.666 41.999, -87.666 41.999, -87.666 41.998, -...>, 17031010400: <POLYGON ((-87.66 42.003, -87.659 42.002, -87.655 41.999, -87.655 41.999, -8...>})]"
Gage Park,"(41.79357525220078, -87.69413004003073)","POLYGON ((-87.69413 41.805269, -87.69513 41.802257, -87.69613 41.803579, -87.69699 41.801435, -87.701138 41.800583, -87.709796 41.793575, -87.70911 41.792575, -87.705921 41.790784, -87.70513 41.789581, -87.70313 41.788443, -87.70213 41.788539, -87.700365 41.78634, -87.697976 41.784729, -87.697121 41.784584, -87.69513 41.782607, -87.69313 41.78218, -87.69113 41.784194, -87.68913 41.785249, -87.68413 41.789248, -87.68313 41.790522, -87.680932 41.791377, -87.680355 41.7928, -87.678375 41.793575, -87.680569 41.795575, -87.682355 41.79635, -87.68313 41.797999, -87.68413 41.798197, -87.691907 41.803798, -87.69313 41.804025, -87.69413 41.805269))",41.79357525220078,-87.69413004003073,41.79357525220078,-87.69413004003073,12,"[{17031835000: 0.11627655719872265, 17031660302: 0.2838080142541308, 17031670500: 0.0017319313321688594, 17031630800: 0.9317095809549063, 17031835100: 0.7145926460368093, 17031630400: 0.9493413338347503, 17031630500: 0.9189509990119002, 17031611600: 0.00018739811755682468, 17031630900: 0.22022787883950976, 17031630300: 0.15037781326264027, 17031630600: 0.2590460805795021, 17031842800: 0.001874314065929633}]","[defaultdict(<class 'list'>, {17031835000: <POLYGON ((-87.689 41.785, -87.691 41.784, -87.693 41.782, -87.693 41.782, -...>, 17031660302: <POLYGON ((-87.695 41.783, -87.697 41.785, -87.698 41.785, -87.7 41.786, -87...>, 17031670500: <POLYGON ((-87.678 41.794, -87.679 41.793, -87.679 41.794, -87.679 41.794, -...>, 17031630800: <POLYGON ((-87.7 41.786, -87.702 41.789, -87.703 41.788, -87.703 41.789, -87...>, 17031835100: <POLYGON ((-87.68 41.793, -87.681 41.791, -87.683 41.791, -87.684 41.789, -8...>, 17031630400: <POLYGON ((-87.701 41.801, -87.7 41.801, -87.699 41.801, -87.699 41.801, -87...>, 17031630500: <POLYGON ((-87.684 41.798, -87.684 41.798, -87.684 41.798, -87.684 41.797, -...>, 17031611600: <POLYGON ((-87.679 41.794, -87.679 41.794, -87.679 41.794, -87.679 41.794, -...>, 17031630900: <POLYGON ((-87.705 41.79, -87.706 41.791, -87.709 41.793, -87.71 41.793, -87...>, 17031630300: <POLYGON ((-87.71 41.794, -87.704 41.799, -87.704 41.798, -87.704 41.797, -8...>, 17031630600: <MULTIPOLYGON (((-87.697 41.801, -87.696 41.804, -87.695 41.802, -87.694 41....>, 17031842800: <POLYGON ((-87.694 41.805, -87.694 41.805, -87.694 41.805, -87.694 41.805, -...>})]"
Galewood-Mont Clare,"(41.9210332601157, -87.79791005523576)","POLYGON ((-87.79791 41.93132, -87.79891 41.931941, -87.79991 41.931637, -87.80391 41.928387, -87.810109 41.925033, -87.810049 41.923894, -87.809075 41.923033, -87.809566 41.922033, -87.811976 41.920033, -87.811401 41.919033, -87.80891 41.916926, -87.804879 41.914033, -87.802771 41.913033, -87.802014 41.912033, -87.79891 41.909986, -87.79791 41.909968, -87.79591 41.91153, -87.79391 41.912122, -87.78991 41.915407, -87.789556 41.917033, -87.791115 41.917828, -87.790013 41.922136, -87.78891 41.92247, -87.78791 41.921906, -87.787006 41.922129, -87.786164 41.923033, -87.786074 41.924033, -87.78791 41.925173, -87.78891 41.925188, -87.79091 41.927623, -87.792013 41.92693, -87.791805 41.928033, -87.794105 41.929838, -87.79791 41.93132))",41.9210332601157,-87.79791005523576,41.9210332601157,-87.79791005523576,6,"[{17031810900: 0.592897669515989, 17031250500: 0.5950022526181286, 17031831600: 0.8557328788004253, 17031810702: 0.9826801353267374, 17031831500: 0.1267498774616711, 17031180100: 0.020820361049322215}]","[defaultdict(<class 'list'>, {17031810900: <MULTIPOLYGON (((-87.806 41.915, -87.806 41.915, -87.806 41.915, -87.806 41....>, 17031250500: <POLYGON ((-87.791 41.918, -87.79 41.917, -87.79 41.915, -87.794 41.912, -87...>, 17031831600: <POLYGON ((-87.804 41.928, -87.801 41.931, -87.801 41.931, -87.8 41.931, -87...>, 17031810702: <MULTIPOLYGON (((-87.806 41.927, -87.806 41.927, -87.806 41.926, -87.806 41....>, 17031831500: <POLYGON ((-87.789 41.925, -87.788 41.925, -87.786 41.924, -87.786 41.923, -...>, 17031180100: <POLYGON ((-87.8 41.932, -87.799 41.932, -87.798 41.931, -87.797 41.931, -87...>})]"
Garfield Ridge,"(41.792915800399726, -87.78013459023622)","POLYGON ((-87.777135 41.803087, -87.778135 41.803506, -87.778907 41.802689, -87.780135 41.802286, -87.783135 41.802434, -87.784135 41.800662, -87.785135 41.801438, -87.785512 41.801293, -87.794891 41.792916, -87.79522 41.791916, -87.793135 41.789963, -87.781135 41.782043, -87.779135 41.783806, -87.778135 41.783543, -87.777135 41.78458, -87.776135 41.784224, -87.775135 41.784826, -87.770135 41.78907, -87.766135 41.791774, -87.765323 41.792916, -87.765993 41.793916, -87.764899 41.794916, -87.765608 41.795916, -87.773135 41.80069, -87.774135 41.800605, -87.775135 41.801567, -87.776288 41.800763, -87.776556 41.801337, -87.776135 41.801734, -87.775675 41.801457, -87.776135 41.802104, -87.776716 41.801497, -87.777302 41.801748, -87.777135 41.803087))",41.792915800399726,-87.78013459023622,41.792915800399726,-87.78013459023622,7,"[{17031640400: 0.03830181577822892, 17031561000: 0.46435311207749597, 17031560900: 0.5011527387554179, 17031640300: 0.06277477004642522, 17031561100: 0.592594365208773, 17031560800: 0.7500789739567686, 17031820800: 0.013779236939742924}]","[defaultdict(<class 'list'>, {17031640400: <POLYGON ((-87.786 41.785, -87.785 41.785, -87.785 41.785, -87.785 41.785, -...>, 17031561000: <POLYGON ((-87.793 41.79, -87.795 41.792, -87.795 41.792, -87.795 41.792, -8...>, 17031560900: <POLYGON ((-87.795 41.793, -87.787 41.8, -87.787 41.8, -87.787 41.8, -87.787...>, 17031640300: <POLYGON ((-87.775 41.785, -87.776 41.784, -87.777 41.785, -87.778 41.784, -...>, 17031561100: <POLYGON ((-87.766 41.792, -87.77 41.789, -87.775 41.785, -87.775 41.785, -8...>, 17031560800: <POLYGON ((-87.766 41.796, -87.765 41.795, -87.766 41.794, -87.765 41.793, -...>, 17031820800: <MULTIPOLYGON (((-87.787 41.8, -87.787 41.8, -87.787 41.8, -87.787 41.8, -87...>})]"
Greater Grand Crossing,"(41.76239541819689, -87.60051216643727)","POLYGON ((-87.605512 41.772638, -87.608512 41.77063, -87.609512 41.770557, -87.610512 41.771012, -87.611858 41.770395, -87.611566 41.768395, -87.614184 41.766068, -87.614544 41.764364, -87.61415 41.763395, -87.615517 41.762395, -87.614967 41.761395, -87.609512 41.757114, -87.608466 41.757442, -87.608385 41.756395, -87.606491 41.755417, -87.604512 41.753664, -87.603512 41.754083, -87.602512 41.753486, -87.600373 41.754535, -87.600792 41.753395, -87.599512 41.752056, -87.598512 41.752414, -87.597512 41.751855, -87.596476 41.753395, -87.596869 41.755395, -87.596512 41.755666, -87.595791 41.755395, -87.595819 41.754088, -87.594512 41.753434, -87.593512 41.753472, -87.592691 41.754395, -87.592926 41.755395, -87.592512 41.755585, -87.592005 41.754902, -87.590626 41.754282, -87.589387 41.754271, -87.589421 41.755395, -87.587184 41.758395, -87.587562 41.760395, -87.585206 41.762395, -87.585779 41.763129, -87.590512 41.76736, -87.591627 41.767395, -87.593512 41.769636, -87.595512 41.770468, -87.596412 41.767296, -87.604512 41.767259, -87.604818 41.77109, -87.605512 41.772638))",41.76239541819689,-87.60051216643727,41.76239541819689,-87.60051216643727,13,"[{17031834300: 0.05772204120987498, 17031691400: 0.166717438493614, 17031691500: 0.7225268165854672, 17031834200: 0.16964368486054485, 17031430900: 0.012534316207757098, 17031690900: 0.8785197811802327, 17031430400: 0.8918102373658809, 17031430500: 0.016909236324546943, 17031691000: 0.0017159062161705926, 17031841800: 0.6338063112827556, 17031690500: 0.4923520837749806, 17031421200: 0.5168259324278478, 17031430300: 0.08484663936239337}]","[defaultdict(<class 'list'>, {17031834300: <POLYGON ((-87.596 41.755, -87.596 41.756, -87.596 41.756, -87.596 41.757, -...>, 17031691400: <POLYGON ((-87.606 41.755, -87.608 41.756, -87.608 41.757, -87.61 41.757, -8...>, 17031691500: <MULTIPOLYGON (((-87.597 41.756, -87.597 41.755, -87.596 41.753, -87.598 41....>, 17031834200: <POLYGON ((-87.587 41.758, -87.589 41.755, -87.589 41.754, -87.589 41.754, -...>, 17031430900: <POLYGON ((-87.585 41.762, -87.586 41.762, -87.586 41.762, -87.586 41.762, -...>, 17031690900: <POLYGON ((-87.614 41.763, -87.615 41.764, -87.614 41.766, -87.614 41.766, -...>, 17031430400: <POLYGON ((-87.588 41.76, -87.587 41.759, -87.587 41.759, -87.588 41.759, -8...>, 17031430500: <POLYGON ((-87.586 41.763, -87.585 41.762, -87.585 41.762, -87.586 41.762, -...>, 17031691000: <POLYGON ((-87.616 41.762, -87.615 41.763, -87.615 41.762, -87.615 41.762, -...>, 17031841800: <POLYGON ((-87.606 41.773, -87.605 41.771, -87.605 41.767, -87.596 41.767, -...>, 17031690500: <POLYGON ((-87.614 41.766, -87.612 41.768, -87.612 41.77, -87.611 41.769, -8...>, 17031421200: <POLYGON ((-87.612 41.77, -87.611 41.771, -87.61 41.771, -87.609 41.771, -87...>, 17031430300: <POLYGON ((-87.592 41.767, -87.591 41.767, -87.589 41.766, -87.589 41.766, -...>})]"
