,Branch,CIRCULATION_2019,COMPUTER SESSIONS_2019,VISITORS_2019,AVG COMPUTER SESSIONS PER VISITOR_2019,AVG CIRCULATION PER VISITOR_2019,CIRCULATION_2021,COMPUTER SESSIONS_2021,VISITORS_2021,AVG COMPUTER SESSIONS PER VISITOR_2021,AVG CIRCULATION PER VISITOR_2021,AVG CYCLING TIME (MIN),Percent of People with Internet Access,Percent of People without Internet Access,Percent of People with Computers,Percent of People without Computers,Percent of People with Computers and Internet,Percent Population in Labor Force 16+: Employed,Percent Population in Labor Force 16+: Unemployed,"Percent Households: Less Than $10,000","Percent Households: $10,000 to $14,999","Percent Households: $15,000 to $19,999","Percent Households: $20,000 to $24,999","Percent Households: $25,000 to $29,999","Percent Households: $30,000 to $34,999","Percent Households: $35,000 to $39,999","Percent Households: $40,000 to $44,999","Percent Households: $45,000 to $49,999","Percent Households: $50,000 to $59,999","Percent Households: $60,000 to $74,999","Percent Households: $75,000 to $99,999","Percent Households: $100,000 to $124,999","Percent Households: $125,000 to $149,999","Percent Households: $150,000 to $199,999","Percent Households: $200,000 or more",Percent Ages 18-64: Living in Poverty,Percent Ages 18-64: At or Above Poverty Level,Percent Households: With Public Assistance Income,Percent Households: No Public Assistance Income,Percent Owner and Renter Occupied Housing: No Vehicles,Percent Owner and Renter Occupied Housing: 1 Vehicle,Percent Owner and Renter Occupied Housing: 2 Vehicles,Percent Owner and Renter Occupied Housing: 3 Vehicles,Percent Owner and Renter Occupied Housing: 4 Vehicles,Percent Owner and Renter Occupied Housing: 5 or More Vehicles,Percent Renter-Occupied Housing: No Vehicles,Percent Renter-Occupied Housing: 1 Vehicle,Percent Renter-Occupied Housing: 2 Vehicles,Percent Renter-Occupied Housing: 3 Vehicles,Percent Renter-Occupied Housing: 4 Vehicles,Percent Renter-Occupied Housing: 5 or More Vehicles,"Percent Workers 16+: Car, Truck, or Van ",Percent Workers 16+: Drove Alone,Percent Workers 16+: Carpooled,Percent Workers 16+: Public Transportation (Includes Taxi),Percent Workers 16+: Motorcycle,Percent Workers 16+: Bicycle,Percent Workers 16+: Walked,Percent Workers 16+: Other Means,Percent: White Alone,Percent: Black or African American Alone,Percent: American Indian and Alaska Native Alone,Percent: Asian Alone,Percent: Native Hawaiian and Other Pacific Islander Alone,Percent: Some Other Race Alone,Percent: Two or More Races,Percent: under 5 years,Percent: 5 to 9 years,Percent: 10 to 14 years,Percent: 15 to 19 years,Percent: 20 to 24 years,Percent: 25 to 29 years,Percent: 30 to 34 years,Percent: 35 to 39 years,Percent: 50 to 54 years,Percent: 55 to 59 years,Percent: 60 to 64 years,Percent: 65 to 69 years,Percent: 70 to 74 years,Percent: 75 to 79 years,Percent: 80 to 84 years,Percent: 85 years and over,Percent: 25+ Less Than High School,Percent: 25+ High School or More,Percent: 25+ Some College or More,Percent: 25+ Bachelor's Degree or More,Percent: 25+ Master's Degree or More,Percent: 25+ Professional School Degree or More,Percent: 25+ Doctorate Degree
10,Brainerd,9204.0,10816.0,60027.0,0.1801855831542472,0.1533310010495277,3236.0,3337.0,7313.0,0.4563106796116505,0.4424996581430329,4.537141848360886,0.8091967420725236,0.1908032579274762,0.8704021485177299,0.1295978514822699,0.754232015894102,0.8096626066841952,0.1903373933158048,0.105234864404222,0.0522700435415144,0.0649085337614315,0.0404328810621635,0.0398757434072758,0.0566956811712272,0.0536730538719649,0.0465726372967594,0.0300565851608544,0.0895348425422378,0.0970739261100451,0.1016912892929937,0.1285877498157644,0.0286191770781806,0.0334708866451412,0.0313021048382226,0.1669789313642858,0.833021068635714,0.0443252178621342,0.9556747821378656,0.2103873584553551,0.4061618527906223,0.2741168571028305,0.0896224919210506,0.0156517799978729,0.004059659732268,0.3878627376686251,0.4094755594212002,0.1347963748268765,0.0586153051232249,0.0023332057925386,0.0069168171675343,0.6466226847698274,0.5681381529272377,0.0784845318425896,0.2479802201604028,0.0,0.0019574659040653,0.0089440638943187,0.0120830890008655,0.0283230558002099,0.9259269825315918,0.0018340138070214,0.0041216606476684,0.0,0.0265200527995584,0.0132742344139499,0.0583358281238549,0.0501813296883934,0.0744700923028295,0.0537194578669875,0.0672158542571959,0.0700794698213006,0.063574488263995,0.0575312987749379,0.0736698014075587,0.0710788315655765,0.0553704885529797,0.0468234794710352,0.0431615466216919,0.0467929915460627,0.0346776797035283,0.0169962215990284,0.1193305827729981,0.8806694172270018,0.5682515641513148,0.1809439832499253,0.0725640010568478,0.0124348720389203,0.0084775100904704
11,Brighton Park,45008.0,10598.0,55686.0,0.1903171353661602,0.8082462378335667,14931.0,4010.0,16216.0,0.2472866304884065,0.9207572767636902,4.335449210862047,0.8321989456312077,0.1678010543687925,0.8831141049908492,0.116885895009151,0.801481481149478,0.9101729035442204,0.0898270964557796,0.0689283139014312,0.0313852684033037,0.0399531976371033,0.0952959599328952,0.0603127216769072,0.0626173584851644,0.0588411395713622,0.0606829232807408,0.0443633718916201,0.1010001108109855,0.0875390881348346,0.1080173397346574,0.0660808376086696,0.0607782805798752,0.0350226254271368,0.0191814629233115,0.1824396018470855,0.8175603981529143,0.0368430251553259,0.963156974844674,0.1566503374746299,0.3990252723059664,0.3049008936537027,0.0921756049052484,0.0385756514052409,0.0086722402552114,0.2409584661552979,0.5097916474944199,0.1974019588214328,0.0433723202508543,0.0056745444243017,0.002801062853693,0.7589636682686282,0.5582218307529149,0.2007418375157134,0.1661183955638369,0.0006091144909456,0.0060105280951728,0.0181092207336023,0.0064055436961158,0.3994725291469165,0.0130495218799622,0.0166155931267592,0.0922915791309793,0.0018674048319251,0.3357306409196562,0.140972730963801,0.0707585552745011,0.0821202674784008,0.0869696672142471,0.0628322406830388,0.0785177917014782,0.0958251048149883,0.0804397609838288,0.0688235796392911,0.0590759515304735,0.0595066240197977,0.0477987059179174,0.0300845004516792,0.0334848045533576,0.0214936755239752,0.0073624058938484,0.0081195139638747,0.3051903905712061,0.6948096094287939,0.3154222240443634,0.1272140428613765,0.0370875918342375,0.0054381045206605,0.0019147253117295
12,Bucktown-Wicker Park,109420.0,11122.0,128142.0,0.0867943375318006,0.8538964586162227,89707.0,6219.0,66986.0,0.0928402949870122,1.3391902785656704,3.736647045918714,0.7480204803679404,0.0453628030148429,0.7243464187155274,0.0382323330504462,0.9284580987511376,0.9722504468612934,0.0277495531387064,0.032792727215041,0.0175098475321993,0.0169626994331959,0.0127567006270023,0.0169211299253903,0.0177474444929553,0.0118432006282133,0.0126678539664054,0.0140885536587908,0.0306198976242475,0.0700585918553021,0.0949957114786728,0.0866173620083585,0.1005106137061326,0.1611019046045847,0.3028057612435068,0.0652370977294525,0.9347629022705474,0.0149687924190046,0.9850312075809956,0.1823056199476363,0.548642680149868,0.2344077759222111,0.0316560660573765,0.002214301225718,0.0007735566971899,0.2716699593564387,0.5318946949117177,0.1698926067212509,0.0249651600936122,0.0011523575639407,0.0004252213530398,0.3687447311579576,0.3334909668490626,0.0352537643088949,0.3299154343245068,0.00195646732937,0.0258511241301417,0.036443401908031,0.00895204977659,0.7953029143572328,0.0521957707029687,0.0015062850964994,0.0622757730712144,0.0011292098980907,0.0301424725422056,0.0574475743317878,0.0741734236008989,0.0375864666733602,0.025050164936756,0.0189716474165488,0.0604684403729069,0.1999382305684955,0.1958141097174971,0.1178989861905859,0.0414684426345397,0.0343703027448022,0.0261892489743047,0.0171753952776184,0.0178343214732668,0.0090383397162044,0.0052987429772281,0.0067281265676722,0.0378287279565785,0.9621712720434216,0.8906172165721005,0.7954781311963481,0.3260936665470797,0.1197320695209343,0.02817441634802
13,Budlong Woods,95599.0,15503.0,125049.0,0.1239754016425561,0.7644923190109477,69886.0,8152.0,70683.0,0.1153318336799513,0.9887243042881598,4.013722783882447,0.8980421207192449,0.101957879280755,0.9451870900987318,0.0548129099012683,0.839566016340377,0.932301383278961,0.0676986167210389,0.0610402795502765,0.0305879393118824,0.0357053316973848,0.0376644780358548,0.0648080381441142,0.0405209804858492,0.0386736766571398,0.0480212875958562,0.0448558502917393,0.0919704416618431,0.0726080136650496,0.1161079488345317,0.0898525029560693,0.0644609383189568,0.0720043724168086,0.0911179203766424,0.125475578374256,0.8745244216257441,0.0421487731518486,0.9578512268481516,0.1616680280158042,0.4855377856046418,0.2810259268361016,0.0596464828103547,0.0082427815773593,0.0038789951557382,0.214154364809866,0.5556253003904132,0.1946745199247328,0.0314051216419546,0.0041406932330329,0.0,0.6496407080654097,0.5750679917464959,0.0745727163189137,0.1745958091202448,1.408031710702576e-06,0.0140709423470918,0.040290963980393,0.0174985392464964,0.5511235486606518,0.0655420477381407,0.014255976137756,0.2099731706726981,0.0003570409475913,0.0682175783993355,0.0905306374438262,0.0747906589711267,0.0557518781288772,0.0661027690407874,0.0620013063250243,0.0485940211843547,0.0651247723049359,0.0864779963811863,0.0907087118531852,0.0763121646662207,0.0627003315354979,0.0535597773462973,0.0472615192246997,0.0287812197736303,0.0180707136629519,0.0122047730347551,0.0184603448867914,0.1590765662186822,0.8409234337813178,0.6385328051844477,0.4385865658685017,0.158331372208924,0.0419083162104392,0.0118055367194442
14,Canaryville,20111.0,5991.0,38923.0,0.1539192765203093,0.5166867918711302,4887.0,1254.0,7911.0,0.1585134622677284,0.6177474402730375,4.135192424983975,0.85918254036821,0.14081745963179,0.8846770328736363,0.1153229671263635,0.8353132459721706,0.910885908205797,0.0891140917942031,0.1313377868963734,0.033100738024812,0.0529933321576165,0.0517345061217487,0.0431452527099306,0.0361176056047641,0.0169891835466046,0.0201438415918081,0.0179481400154982,0.0517888582425257,0.0759342871018884,0.1664613460442283,0.0904593524055002,0.0468306167796423,0.093417690306694,0.0715974624503635,0.1720660628882478,0.8279339371117521,0.0398813448085838,0.960118655191416,0.2251661525308786,0.3707241965623798,0.3422952864734174,0.0327608282706366,0.0174913138269677,0.0115622223357197,0.4062150273179612,0.4144256724638255,0.1662311565568307,0.0103677611688101,0.0017959891087749,0.0009643933837973,0.7612261763723029,0.6492577877845813,0.1119683885877215,0.1545525534966737,0.0002404429308627,0.0079680803157802,0.0182820815106093,0.0049892929891125,0.5186504484553289,0.1728976956915998,0.0026012170703657,0.0882184726927152,0.0001082391367672,0.1211922400709212,0.0963316868823016,0.072756176738303,0.0552564519433953,0.0665011306878569,0.0624818894183523,0.0614350069531143,0.074265935868001,0.0608337835431999,0.0507566972382777,0.0669315829861839,0.0491412935473962,0.0611467634013988,0.0666826445877086,0.0470832344662077,0.0222566506415231,0.0057872630150473,0.0104243637713534,0.1774411845538108,0.8225588154461893,0.4807248396566789,0.2400463899957216,0.0865919855635254,0.0281871620712336,0.017530068875207
15,Chicago Bee,10925.0,9523.0,23708.0,0.4016787582250717,0.4608149147966931,7891.0,4898.0,10188.0,0.4807616804083235,0.7745386729485669,3.687780539685393,0.8276333188837318,0.1695317789442736,0.8519412931463186,0.1452238046816868,0.7869415383191781,0.8232408853587443,0.1767591146412558,0.2379744262363721,0.1317611942444252,0.0640412747142913,0.0449062120472708,0.0490987884694061,0.0442094960182832,0.0282085631667117,0.0396656268879572,0.0238643592139324,0.0613442230216009,0.0463491618720936,0.0841173004891687,0.0408382910042173,0.028852265188081,0.0363304693780101,0.0384383480481775,0.367915984045093,0.6320840159549072,0.0419033867155398,0.9580966132844604,0.4624934935476986,0.3847219377768317,0.1271483087719209,0.0185925829288317,0.0050231914516473,0.0020204855230697,0.5483112246715005,0.3669171203367205,0.0703228013757558,0.0118909938328171,1.175401778082999e-06,0.0025566843814274,0.4742165092963869,0.3911609598431584,0.0830555494532284,0.2954700773656915,0.0,0.0174928903368016,0.0780042162777988,0.0195498755836536,0.200605084483475,0.6131805154810694,0.0077593160911914,0.1303717867639769,1.6339120051752184e-05,0.0187370671328979,0.029329890927337,0.0616159837293132,0.0597088471331921,0.0507132997347992,0.0902398183679603,0.1163925224146222,0.0789724757008739,0.0803675276565846,0.049041265442111,0.0412596362195866,0.0546124127962522,0.0553066881178378,0.0550371931347995,0.0418985438195311,0.0267309088465821,0.0167759489029645,0.0262511747956893,0.1722488892819696,0.8277511107180302,0.5745441115793471,0.2936698893192683,0.1214948466514756,0.0392184681693812,0.0149124834433118
16,Chicago Lawn,25117.0,11511.0,54371.0,0.2117121259494951,0.4619558220374832,17555.0,9128.0,42869.0,0.2129277566539923,0.4095033707340969,4.748332532067689,0.7748721157529288,0.225127884247071,0.8031417202864303,0.1968582797135697,0.7367383869572262,0.8360334894764365,0.1639665105235632,0.0552067732091011,0.0501590980930217,0.0617089234630194,0.1599525443988838,0.0566102759858133,0.0658631505148486,0.0679388052507735,0.0516036160413526,0.0433029742651096,0.0609901364912802,0.0831981006288985,0.0999618984327307,0.0646323541773285,0.0356679064223164,0.0303724217072553,0.0128310209182653,0.173859556833794,0.8261404431662059,0.0609552265081227,0.9390447734918772,0.2530989831572822,0.3918942870772006,0.2129515720682381,0.0939116768298269,0.0294786593957515,0.0186648214717003,0.3972989067613758,0.4681972019735468,0.1057988797795448,0.0144504385866014,0.0086497837434751,0.0056047891554558,0.7740025657431261,0.5558843093810885,0.2181182563620376,0.1591423095354869,0.0012325371862964,0.0007899170064571,0.0139386302591259,0.0086048571315483,0.3125934268427193,0.3014066696294672,0.0085534261650073,0.0060134461013382,0.0002264123738207,0.2466988869581207,0.1245077319295259,0.0850069948961522,0.0619143187161133,0.0804297121810293,0.0689369738032532,0.0837890141141566,0.0882345484994539,0.074674793311091,0.0511811358121813,0.0447121843133696,0.049091272047491,0.0441316948076837,0.0368737896875173,0.0445302523036116,0.0382246837898809,0.0117446413563115,0.0054195828772565,0.2422565346849032,0.7577434653150967,0.3245404231600269,0.0887576473124418,0.0245816850133633,0.0061400669061795,0.00076735876241
17,Chinatown,97309.0,28912.0,271514.0,0.1064843801792909,0.3583940422961615,54354.0,11471.0,93783.0,0.1223142787072283,0.5795719906592879,4.502364541402348,0.8489884924965619,0.0888890883198418,0.8879092310226108,0.0677914710199127,0.8626800875308102,0.959008893306721,0.040991106693279,0.0775811090310004,0.055901753604683,0.0341162843290094,0.0414597458615899,0.0186723355263344,0.0209296590318421,0.0342671825173486,0.0117017177255597,0.0176706424128336,0.0376012885702093,0.0765668405391608,0.1364079444905478,0.0964306845566785,0.0650231989299265,0.108587937623128,0.1670816752501467,0.101249699769937,0.8987503002300627,0.0252758829339123,0.9747241170660876,0.2687051961031149,0.550664010713373,0.1605137581135254,0.0157013598690906,0.0041185531942078,0.000297122006688,0.4298989387679985,0.4652597716734482,0.0946281605966927,0.0059829736498357,0.0041293515515231,0.0001008037605013,0.4856362432690853,0.4101878483255884,0.0754483949434967,0.2698611113338185,0.0001017923766985,0.0290893074210871,0.0559533210954573,0.0173684700294663,0.4159175111292104,0.1785300283463446,0.003302962354867,0.3552930958289463,9.777992093887015e-05,0.0198609737941209,0.0269976486255717,0.045298974132344,0.0327264338352388,0.0525737207491435,0.0318551562433079,0.0376299640664123,0.1168405649357978,0.1258043757547675,0.0940600449955357,0.0775124460734696,0.0774043863456219,0.0570584738245133,0.042492334543134,0.0271601397310945,0.0251258288775187,0.0124186412296301,0.0294252977132072,0.160547334251882,0.8394526657481177,0.7288961362732146,0.5963947811975447,0.3176447333812732,0.1316663020084532,0.0406777509483984
18,Clearing,27959.0,7267.0,51668.0,0.1406479832778508,0.5411279708910738,18159.0,4203.0,10677.0,0.393649901657769,1.7007586400674346,5.509623832282269,0.8673466162088256,0.1326533837911744,0.869746021518511,0.130253978481489,0.8204291901283082,0.9215449338877026,0.0784550661122973,0.0604781175972151,0.0231152245351898,0.0577732908095478,0.029105935808705,0.0473615450471292,0.0559558959961111,0.0407934391410431,0.066042728154075,0.0389819903500181,0.0740218461855028,0.1062315917321054,0.1238006553622052,0.0991754502384931,0.0836133719182376,0.0476613158806408,0.0458876012437796,0.0694048415782198,0.93059515842178,0.0349131578194743,0.9650868421805257,0.0948608490710456,0.3896998945451574,0.3371613272856589,0.1344603379873474,0.0357863739700859,0.0080312171407044,0.184895732424729,0.4919637751168087,0.2431993283540731,0.0709324301920408,0.0089281616801662,8.057223218190306e-05,0.8399536706875987,0.7637380359172113,0.0762156347703874,0.0697873026728191,0.0,0.0022819359579741,0.0263855658403061,0.0056591928283821,0.6260755670374225,0.0581736538812677,0.0134915792818002,0.0082640059448599,0.0,0.1720508778203909,0.1219443160342584,0.0717089525432819,0.0632442544685083,0.0667002911274924,0.0623252970846448,0.0512746565493903,0.0763989917668594,0.07216594810923,0.0774482689172053,0.063721288221713,0.0667421242274582,0.060279175860426,0.0451996688807097,0.0355240093834925,0.0158512026768505,0.0224210487231165,0.024358995103254,0.1642000723679319,0.835799927632068,0.4993445738378115,0.1956300386472433,0.0464040826349231,0.0072309172534788,0.0061702040917444
19,Coleman,23180.0,25345.0,74397.0,0.340672338938398,0.3115717031600736,11157.0,11371.0,36281.0,0.3134147349852539,0.3075163308618836,4.807660192586535,0.8441047259242392,0.1481349784226323,0.8928882843878271,0.0993514199590444,0.8113219370527944,0.8173938189924057,0.1826061810075939,0.1925092794287779,0.0913283693261458,0.0739685126309553,0.0837431926722057,0.0442980840063046,0.050515175148318,0.0388560411370174,0.0376602935287377,0.0232335819173253,0.0541604873654526,0.0671452878382444,0.0889301506584261,0.0506887750470745,0.0401034421627567,0.0286805185775117,0.0341788085547448,0.2951262763809509,0.704873723619049,0.0502976222538442,0.9497023777461556,0.4047870522651766,0.4481802313872414,0.1171595521450104,0.0226339560951028,0.0050509114296479,0.0021882966778206,0.4951522828863954,0.4079621645949953,0.0870501684700682,0.0084251433840995,0.0004381779918499,0.0009720626725914,0.4320568474183271,0.374556038646954,0.0575008087713731,0.3168048326598818,0.0,0.0182448411818233,0.1186365231102213,0.0224157785170155,0.1671262279565814,0.728734517918788,0.0015160146127809,0.0549532575183022,0.0,0.0157599410543717,0.0319100409391756,0.0540317282831766,0.0567615287717102,0.0591904990133701,0.1273841706710548,0.0983174997411345,0.082908151202946,0.0673205240521994,0.0616774609658398,0.0580789655640301,0.053832062571156,0.0624467156433779,0.0423951787274426,0.026892168960865,0.0176416053097871,0.011850837276878,0.0103388411060357,0.1332225273524739,0.8667774726475261,0.6450778480217485,0.3240783883516978,0.1585698472446227,0.0561956439023912,0.0316229176062766
20,"Daley, Richard J. - Bridgeport",61689.0,12425.0,60663.0,0.2048200715427855,1.01691311013303,26402.0,3947.0,23096.0,0.1708953931416695,1.143141669553169,4.268925770748502,0.9192148063169991,0.0807851936830005,0.9272927430078076,0.0727072569921921,0.8907936513529345,0.9354000440186933,0.0645999559813068,0.0776155060728548,0.0358148239005591,0.0418442335379087,0.0449490176744993,0.0318963032974124,0.032238334060269,0.0329715289245604,0.0438035908290428,0.0228276565972867,0.0718777302899732,0.1075873692597709,0.1285713213887351,0.0973794238258073,0.073015780143504,0.0612928592983789,0.0963145208994362,0.1318602541911579,0.8681397458088419,0.0320726885105308,0.9679273114894692,0.1703845078812002,0.4715669232057125,0.2815692929131275,0.0553922145192645,0.0176260760879078,0.003460985392787,0.2683262707122709,0.5059817138196204,0.1961986563931432,0.0247947971198832,0.0046985619550819,0.0,0.6064219629305947,0.4806927902369824,0.125729172693612,0.2165575116449975,0.0018185044705472,0.0192553264772445,0.0402287329295556,0.0066572983318591,0.4659823304206826,0.0340444616476208,0.00656841767651,0.3620262766324361,0.0,0.0766088187875548,0.0547696948351951,0.0472049412194326,0.0493427410493982,0.0663902426306264,0.0401186229267532,0.0560567040118769,0.1032976602944584,0.0937704705665836,0.0827423649972034,0.0644258525757702,0.0512909376650343,0.0639694410973345,0.0635115889350884,0.0347146555137257,0.0233779512919695,0.0113176220758539,0.0219045830232328,0.1777359657254029,0.8222640342745968,0.5703472936729416,0.3896232703161885,0.1500190570473137,0.0432249489333936,0.019273430951616
21,"Daley, Richard M. - W. Humboldt",31014.0,28658.0,116161.0,0.2467093086319849,0.2669915031723212,16283.0,10751.0,64108.0,0.1677013789230673,0.2539932613714357,4.436581106330984,0.829007104497,0.1709928955029998,0.8113770035335356,0.0948673568227359,0.7922605519759757,0.8968479698085836,0.1031520301914163,0.1009270389688674,0.0788482144851253,0.0568235718955436,0.0401909159675124,0.0545186175966934,0.0412448815570203,0.0314781687896375,0.0301040897313998,0.0436762930269868,0.0725107064539222,0.1115986683149381,0.0974483596592171,0.0704101680520348,0.0411291959140412,0.0663147242524576,0.0627763853346013,0.2109442033390849,0.7890557966609151,0.0524563733202819,0.947543626679718,0.3007231200737673,0.4631464364967714,0.1776838035836152,0.0352265235483521,0.0171152276515661,0.0061048886459275,0.3963715737894028,0.4582218552586868,0.1227869000154726,0.0144487169809714,0.0080374376601916,0.0001335162952742,0.5930988850165599,0.4863146237462186,0.1067842612703412,0.2112097235423917,2.9661353043870854e-05,0.039488039102976,0.0266452920432038,0.0099482268961399,0.3242277774491858,0.4832426636397228,0.0036815174383547,0.0091469048024356,0.0,0.1171478656968467,0.062553270973454,0.054265910752622,0.0501494304218905,0.0683222018065551,0.0550993036316448,0.0612343958566841,0.1227640471851298,0.1070207937186354,0.0865108798508982,0.0480412335583501,0.0545262016019006,0.0489605041457048,0.0316711787691266,0.0259089406372677,0.0208998393461945,0.0164022590382116,0.0124884653193348,0.1731026839933311,0.8268973160066689,0.592385477394189,0.3339036943675014,0.1284786629905724,0.029136087516031,0.0059135391872286
22,Dunning,48246.0,10968.0,104259.0,0.1051995511178891,0.4627514171438437,38197.0,7445.0,71053.0,0.1047809381729131,0.5375846199316003,4.550160978391556,0.8434440605772714,0.1565559394227281,0.8965867037362104,0.1034132962637894,0.816483649163237,0.9414641594820702,0.05853584051793,0.0489747073683506,0.0336061022994825,0.0293706124845839,0.0450441683821345,0.0329896992968114,0.0334751521838477,0.0441617967634897,0.0441510367254111,0.0289661812159242,0.0759174585273161,0.1047927811910891,0.1540830353743708,0.1138526014753124,0.0735669641495039,0.0817964256699547,0.0552512768924158,0.0764713782087491,0.9235286217912508,0.0207433520481808,0.9792566479518192,0.068356037350786,0.3666913711689687,0.3857278563892919,0.1147296729934984,0.0431026071189105,0.021392454978544,0.0981138811476046,0.4794610828107186,0.3365234654190718,0.0532713314317992,0.0291978366620175,0.0034324025287882,0.8558657607359905,0.7845601650820162,0.0713055956539743,0.0590726269535837,0.0,0.0036149521118775,0.010628154943548,0.0130057870403506,0.7294746220982233,0.0188839081473001,0.0034809482187874,0.0475467583687388,2.965610883829408e-05,0.1429424406727277,0.0576416663853838,0.0505595269397607,0.0642916479680747,0.0700442331095247,0.0561568625169375,0.0545217619859304,0.0535955549154402,0.0731139722781396,0.0629840372434756,0.0807061303973309,0.0741975101772082,0.0668046363352481,0.0460122518059493,0.0461663004881669,0.0300653254999198,0.0190047653232708,0.0190166229906149,0.1184744790563036,0.8815255209436964,0.5631456218299138,0.2591649440465556,0.0786891987309859,0.0161784571009309,0.0046335726134346
23,Edgebrook,104803.0,7694.0,97005.0,0.0793154992010721,1.08038760888614,76668.0,3268.0,52883.0,0.0617967967021538,1.4497664655938582,9.274675025477745,0.916209926230524,0.0837900737694759,0.9307733878200656,0.0692266121799343,0.8821386182492142,0.9511253091522552,0.0488746908477446,0.0475859753527786,0.0145075109644658,0.016594830146168,0.0164214462064497,0.0153320827882654,0.0291952693340453,0.0416318428111589,0.0226788156179962,0.0221781977865315,0.0457129073609037,0.075811310717508,0.1131730937361064,0.0794886049161895,0.0902622676066772,0.1349001113666531,0.2345257332881012,0.039312374444921,0.9606876255550788,0.016983968982203,0.9830160310177968,0.0422304894105563,0.342496804390114,0.4555172909370765,0.1153363552229655,0.0366660143013757,0.0077530457379114,0.0972014045858569,0.45879300712682,0.3267573486445839,0.0647512341503496,0.0524970054923894,0.0,0.7308479153768291,0.6264311620069023,0.1044167533699269,0.0806911545695075,0.0,0.0072993262989781,0.0184480126124744,0.0071611834016163,0.7666587790088812,0.01372679917842,0.0003686604620772,0.1588541629273906,0.0002551636325074,0.0156349539637172,0.0445014808270059,0.0678380792483238,0.0742505999862852,0.058124101043159,0.0477242029138886,0.0316133875210151,0.0439466077642835,0.0455359463124351,0.069292013949187,0.0626726549882577,0.068365629526456,0.0644898657558523,0.0668924430399042,0.0494553768766683,0.035804920653141,0.0363798637080099,0.0459709042641152,0.0622209220711571,0.9377790779288429,0.7748800876556229,0.5716826841120809,0.2564854933721298,0.086594547799656,0.0222363328692781
24,Edgewater,171399.0,42300.0,197045.0,0.2146717754827577,0.8698469892664112,127737.0,17329.0,94307.0,0.1837509410754239,1.354480579384351,6.676773110715862,0.9210319231831664,0.0789680768168336,0.8709974649537616,0.0510698308360193,0.8394785950687417,0.9387930358871984,0.0612069641128013,0.0757942753326,0.064427308251513,0.0322063053381959,0.0562229003698195,0.0371068540257073,0.0433206999122139,0.0335945905056682,0.0555574822985848,0.03313975120854,0.0786683587950333,0.0914301605336597,0.1114089045625675,0.0773519610664224,0.0558145850139627,0.0649523748736372,0.0890034879118734,0.1474426690961788,0.8525573309038211,0.0300009271817029,0.9699990728182972,0.3908360649723896,0.4646396753061303,0.1174472281355103,0.0237334106872678,0.0024542222184324,0.0008893986802693,0.5073068369301152,0.409051776905139,0.0778334495765044,0.0058079365882412,0.0,0.0,0.3799376072904316,0.3372674910471544,0.042670116243277,0.3739051240312983,0.0023725799598608,0.0212518424352052,0.0539432150758048,0.0080739690914981,0.6190830697606486,0.1335859417718694,0.0017310064284869,0.1301185734557647,0.0009583355862047,0.0302978984533796,0.0842251745436456,0.0433746365202338,0.0310529677024783,0.0275122926593524,0.0529826777056966,0.0900711295402294,0.1125701849571126,0.1064013683145582,0.0920493164821962,0.0650231422035961,0.0542519243786957,0.0461717844383886,0.0525145797194716,0.0377879258313658,0.0266131159070569,0.0142126798259664,0.0193746787727,0.0801824220607151,0.919817577939285,0.7854624904145077,0.5779637991598872,0.2600877158541883,0.074338150015364,0.0281569193949912
25,Gage Park,14102.0,5406.0,29706.0,0.1819834376893556,0.4747189120043089,2755.0,590.0,4819.0,0.1224320398422909,0.5716953724839178,3.8183944790285658,0.7997121645436089,0.2002878354563911,0.8315395838666486,0.1684604161333512,0.7437385757577655,0.8349079676193708,0.1650920323806295,0.0564002051582525,0.0367964525281937,0.0801622897489165,0.1138338904028977,0.0490863487553385,0.0865601815156028,0.0471154996484011,0.0515667756335223,0.0398256558787396,0.1065106923781687,0.063720932715618,0.1014439294202067,0.0732927223772349,0.028075306987666,0.0586263796514091,0.0069827371998306,0.1578847203170995,0.8421152796829005,0.0611069465022037,0.9388930534977962,0.1992382488903725,0.354438875867492,0.2854811065580369,0.0891572672567889,0.0475338610809676,0.0241506403463416,0.3309459981493429,0.4771862823293188,0.1796308032917984,0.0103861053057779,0.0018372067262874,1.360419747427994e-05,0.7250280564116552,0.5564253126273491,0.1686027437843061,0.198821543019592,1.2538915827181282e-05,0.0049943711063298,0.0393901830924908,0.0043747977863879,0.4518369403296453,0.0780520266417043,0.0087094289413821,0.0101109454215147,0.0001495099601568,0.3556679210207249,0.0954732276848718,0.0756663663265899,0.0672552175870482,0.0787107138796004,0.080132902803832,0.087382784464702,0.0946890049683484,0.0736787380670847,0.0508542115577589,0.0616381885597438,0.0578409701485771,0.0317814959915773,0.0310522070987754,0.0399481310520885,0.0234351316581124,0.009370016022582,0.0111194253578933,0.3146746320373044,0.6853253679626958,0.2937801543258159,0.1035502110350129,0.0155435995656146,0.0031980938942742,0.0011895217194412
