,Branch,Average Walking Time (Minutes)
0,Albany Park,13.26903255215319
1,Altgeld,18.51007072257454
2,Archer Heights,14.04404327115676
3,Austin,12.958951503013287
4,Austin-Irving,12.768192235325653
5,Avalon,17.265152107069508
6,Back of the Yards,13.64533597651273
7,Beverly,14.8612527577144
8,Bezazian,9.584575177863034
9,Blackstone,15.666502324694454
10,Brainerd,15.36034992160656
11,Brighton Park,12.943089317422777
12,Bucktown-Wicker Park,12.523253204545044
13,Budlong Woods,12.792664901263443
14,Canaryville,13.294667290164838
15,Chicago Bee,10.926969767383488
16,Chicago Lawn,13.112684831062595
17,Chinatown,11.919870995306548
18,Clearing,16.763336087995196
19,Coleman,13.000929699610653
20,"Daley, Richard J. - Bridgeport",13.461940947190989
21,"Daley, Richard M. - W. Humboldt",14.036290059367238
22,Douglass,14.153207270417733
23,Dunning,16.828354354037025
24,Edgebrook,17.63763471956045
25,Edgewater,10.329627445559364
26,Gage Park,13.041170872894849
27,Galewood-Mont Clare,15.583738624458647
28,Garfield Ridge,16.969925810927244
29,Greater Grand Crossing,16.350930515443892
30,Hall,15.25795383832622
31,Harold Washington Library Center,13.503823470014682
32,Hegewisch,18.788370268752637
33,Humboldt Park,11.470347230108823
34,Independence,14.97173734062579
35,Jefferson Park,14.993388999611357
36,Jeffery Manor,15.310254518840386
37,Kelly,17.95305606105055
38,King,14.061047888359697
39,Legler Regional,15.273132385332628
40,Lincoln Belmont,14.345549137977896
41,Lincoln Park,11.595713234900533
42,Little Italy,9.529603495208761
43,Little Village,15.37413859324511
44,Logan Square,14.879457016621988
45,Lozano,12.495503983163562
46,Manning,13.38628264824675
47,Mayfair,12.238509084417679
48,McKinley Park,16.621175924129673
49,Merlo,12.443198578857833
50,Mount Greenwood,15.374899986179429
51,Near North,11.323583112118184
52,North Austin,12.952346082191532
53,North Pulaski,15.533054214927125
54,Northtown,13.334554277215632
55,Oriole Park,17.25203918965386
56,Portage-Cragin,17.362422789401425
57,Pullman,14.962526953826764
58,Roden,16.997576986678645
59,Rogers Park,13.960249301491405
60,Scottsdale,16.773117697590735
61,Sherman Park,14.992229488486297
62,South Chicago,14.350375610309237
63,South Shore,14.639323570749136
64,Sulzer Regional,14.649888645034517
65,Thurgood Marshall,16.30408084270554
66,Toman,16.602642400705392
67,Uptown,9.857416597702644
68,Vodak-East Side,14.458572543190542
69,Walker,19.925550961353125
70,Water Works,12.470355522926765
71,West Belmont,12.801951895958348
72,West Chicago Avenue,11.521111580490563
73,West Englewood,14.842599545341393
74,West Lawn,16.931388807836147
75,West Loop,11.188612327449524
76,West Pullman,17.625962588300837
77,West Town,10.930393803997122
78,"Whitney M. Young, Jr.",13.976087238649317
79,Woodson Regional Library,17.377746395473324
80,Wrightwood-Ashburn,13.612547911670971
