lib_name,total_population,total_male,total_female,under_5_years,over_18_years,over_65_years,white,black,native,asian,islander,other_race,more_one_race,latino,housing_units_dp5,num_households_dp2,pop_in_households,pop_in_households_child,pop_enrolled,college_graduates,tot_pop_birth_native,tot_pop_birth_foreign,speaks_english_only,speaks_english_less_very_well,comp_tot_households,comp_tot_households_pc,comp_tot_households_internet,work_from_home,hh_social_security,hh_foodstamps_snap,occupied_units,occupied_units_owner,occupied_units_no_vehicle,rent_burdened_unit_mortgage,rent_burdened_unit_no_mortgage,median_age,perc_hh_w_children,avg_household_size,avg_family_size,unemployment_rate,median_hh_income_d,average_hh_income_d,per_capita_income_d,perc_fam_bellow_poverty,perc_ppl_bellow_poverty,median_owner_cost_unit_mortgage_d,median_owner_cost_unit_no_mortgage_d,occupied_median_rent_d,share_men,share_women
Toman,37440.0,18623.0,18817.0,2565.0,28415.0,5887.0,13952.0,5947.0,425.0,94.0,24.0,11505.0,5493.0,29780.0,14302.0,12758.0,37301.0,12765.0,8968.0,3052.0,23721.0,13719.0,8652.0,13178.0,12758.0,10359.0,9363.0,644.0,4580.0,2934.0,12758.0,5442.0,2939.0,1052.0,492.0,35.4,32.666666666666664,2.9425000000000003,3.6641666666666666,11.691666666666668,41413.333333333336,56097.916666666664,20095.166666666668,17.325,20.366666666666667,1575.1666666666667,606.2727272727273,933.1666666666666,0.49740918803418804,0.502590811965812
Uptown,40850.0,20915.0,19935.0,1953.0,35805.0,4179.0,27500.0,5926.0,100.0,3962.0,7.0,1064.0,2291.0,5313.0,23952.0,21783.0,40222.0,6192.0,7143.0,20769.0,31937.0,8913.0,27842.0,3535.0,21783.0,20891.0,19331.0,5585.0,3209.0,2590.0,21783.0,7529.0,9116.0,936.0,282.0,33.38181818181818,13.30909090909091,1.9463636363636363,2.910909090909091,3.290909090909091,81350.18181818182,123293.63636363637,63253.09090909091,9.709090909090909,14.409090909090908,2719.3636363636365,1082.1,1379.7272727272727,0.5119951040391677,0.4880048959608323
Vodak-East Side,18377.0,8010.0,10367.0,885.0,14602.0,3064.0,250.0,17848.0,0.0,72.0,0.0,20.0,187.0,229.0,8417.0,7087.0,18202.0,6075.0,4495.0,3122.0,18092.0,285.0,16998.0,177.0,7087.0,6471.0,5707.0,340.0,2295.0,1838.0,7087.0,4170.0,1159.0,640.0,150.0,41.11666666666667,28.599999999999998,2.5966666666666667,3.485,14.066666666666668,52914.833333333336,62026.833333333336,25374.166666666668,12.516666666666666,17.349999999999998,1312.5,505.8333333333333,995.1666666666666,0.4358709256135387,0.5641290743864613
Walker,22476.0,10894.0,11582.0,875.0,17805.0,4133.0,8811.0,12270.0,58.0,211.0,0.0,241.0,885.0,921.0,9662.0,8902.0,22065.0,7048.0,5414.0,7104.0,21782.0,694.0,20406.0,216.0,8902.0,8119.0,7625.0,1384.0,2685.0,1140.0,8902.0,6182.0,934.0,893.0,292.0,43.94285714285714,26.214285714285715,2.5085714285714285,3.238571428571429,9.5,84956.71428571429,107503.28571428571,43649.0,6.1571428571428575,7.6571428571428575,1925.4285714285713,708.4285714285714,1238.0,0.48469478554903006,0.5153052144509699
West Belmont,45255.0,21795.0,23460.0,2376.0,35571.0,5262.0,26523.0,1788.0,460.0,1549.0,24.0,10747.0,4164.0,25275.0,15908.0,14746.0,44887.0,13769.0,11517.0,6699.0,28961.0,16294.0,14119.0,12235.0,14746.0,13186.0,12078.0,1466.0,3708.0,1602.0,14746.0,10167.0,1212.0,2335.0,519.0,38.03333333333333,34.48888888888889,3.143333333333333,3.644444444444444,5.933333333333334,69221.0,86165.66666666667,29116.333333333332,9.700000000000001,11.622222222222222,1973.3333333333333,720.3333333333334,1107.2222222222222,0.4816042426251243,0.5183957573748758
West Chicago Avenue,30161.0,13818.0,16343.0,2066.0,22625.0,4125.0,3080.0,21573.0,259.0,183.0,0.0,2754.0,2312.0,8101.0,10625.0,9460.0,30080.0,10160.0,7611.0,1975.0,27160.0,3001.0,21891.0,2757.0,9460.0,8247.0,7354.0,719.0,3154.0,3629.0,9460.0,4059.0,2784.0,1106.0,74.0,36.0,37.15,3.18625,3.885,11.025,40001.0,53472.25,18274.0,24.6125,24.3,1587.5,644.625,1112.875,0.4581413083120586,0.5418586916879414
West Englewood,18357.0,8577.0,9780.0,1087.0,14518.0,4153.0,1055.0,15801.0,136.0,20.0,0.0,969.0,376.0,2064.0,9640.0,7410.0,18193.0,5686.0,3350.0,1140.0,17353.0,1004.0,15613.0,879.0,7410.0,5590.0,4777.0,260.0,3502.0,3472.0,7410.0,3136.0,2894.0,750.0,480.0,43.528571428571425,26.7,2.517857142857143,3.6614285714285715,24.2,25565.285714285714,40089.357142857145,17355.928571428572,31.342857142857145,35.80714285714286,1269.9166666666667,510.57142857142856,943.7857142857143,0.4672332080405295,0.5327667919594705
West Lawn,45625.0,23717.0,21908.0,3467.0,32570.0,5518.0,22799.0,591.0,945.0,453.0,92.0,13761.0,6984.0,38448.0,14185.0,13550.0,45597.0,17585.0,12278.0,4562.0,30966.0,14659.0,9689.0,13085.0,13550.0,11485.0,11146.0,692.0,4548.0,2128.0,13550.0,9338.0,1798.0,1728.0,455.0,33.22,42.69,3.306,4.005,9.82,55666.1,73881.9,23992.6,10.610000000000001,12.830000000000002,1622.7,608.3,1033.8,0.5198246575342466,0.48017534246575344
West Loop,31065.0,15944.0,15121.0,1682.0,27929.0,1099.0,20524.0,1910.0,0.0,6362.0,0.0,405.0,1864.0,2321.0,19637.0,17969.0,30717.0,3424.0,4373.0,22782.0,25811.0,5254.0,23020.0,1330.0,17969.0,17740.0,16584.0,5013.0,781.0,330.0,17969.0,7477.0,5666.0,1146.0,94.0,32.6,11.68,1.748,2.598,3.34,141424.0,176764.0,102358.2,3.44,6.74,2938.8,1261.5,2286.0,0.5132464187992918,0.4867535812007082
West Pullman,34046.0,15793.0,18253.0,2197.0,25624.0,5674.0,586.0,31779.0,0.0,0.0,0.0,455.0,1226.0,1146.0,14247.0,11670.0,34012.0,11440.0,8399.0,4027.0,33279.0,767.0,30634.0,222.0,11670.0,10289.0,9492.0,740.0,4093.0,3342.0,11670.0,7526.0,2086.0,1453.0,386.0,38.239999999999995,30.54,2.8760000000000003,3.7409999999999997,16.1,52292.8,67161.3,24783.4,16.03,19.6,1387.1,573.2,1267.4,0.4638724079186982,0.5361275920813018
West Town,34962.0,17702.0,17260.0,2168.0,31086.0,2031.0,26091.0,2058.0,53.0,2249.0,0.0,1902.0,2609.0,6196.0,17850.0,16496.0,34743.0,4941.0,4816.0,21718.0,31135.0,3827.0,26049.0,2077.0,16496.0,15922.0,15384.0,5315.0,1683.0,923.0,16496.0,7239.0,3173.0,1254.0,230.0,33.372727272727275,15.554545454545455,2.109090909090909,2.8163636363636364,3.5181818181818185,123813.90909090909,153746.72727272726,74388.45454545454,4.472727272727273,7.290909090909091,3092.3636363636365,1303.090909090909,1787.0,0.5063211486757051,0.49367885132429495
"Whitney M. Young, Jr.",41607.0,18232.0,23375.0,2505.0,32196.0,7096.0,341.0,39984.0,0.0,85.0,0.0,189.0,1008.0,607.0,22073.0,18110.0,41495.0,13681.0,9394.0,8065.0,40702.0,905.0,37864.0,209.0,18110.0,15920.0,13484.0,1767.0,5683.0,6352.0,18110.0,7592.0,5775.0,1359.0,520.0,41.15714285714286,27.400000000000002,2.355714285714286,3.38,15.571428571428571,42865.642857142855,59490.28571428572,26766.64285714286,20.821428571428573,24.521428571428572,1626.923076923077,641.9285714285714,994.9285714285714,0.4381954959502007,0.5618045040497993
Woodson Regional Library,27933.0,12381.0,15552.0,1663.0,21565.0,5195.0,500.0,26848.0,33.0,0.0,0.0,136.0,416.0,122.0,10811.0,9565.0,27707.0,9927.0,6849.0,4832.0,27709.0,224.0,25787.0,67.0,9565.0,8790.0,8057.0,935.0,3601.0,2815.0,9565.0,6578.0,1464.0,1033.0,396.0,41.84444444444445,32.15555555555555,2.923333333333334,3.663333333333333,15.488888888888889,55840.88888888889,67796.33333333333,24733.444444444445,15.211111111111112,16.577777777777776,1430.5555555555557,613.8888888888889,1375.125,0.44323917946514874,0.5567608205348512
Wrightwood-Ashburn,19451.0,9010.0,10441.0,846.0,15518.0,3689.0,2315.0,14460.0,191.0,145.0,0.0,1223.0,1117.0,3436.0,7381.0,7000.0,18961.0,5839.0,4594.0,3004.0,17683.0,1768.0,15586.0,1305.0,7000.0,6387.0,5820.0,680.0,2591.0,1479.0,7000.0,5255.0,855.0,989.0,201.0,41.475,30.924999999999997,2.775,3.5324999999999998,13.65,65178.25,74557.0,27547.75,12.45,16.525,1628.5,570.0,1418.5,0.46321525885558584,0.5367847411444142
