lib_name,total_population,total_male,total_female,under_5_years,over_18_years,over_65_years,white,black,native,asian,islander,other_race,more_one_race,latino,housing_units_dp5,num_households_dp2,pop_in_households,pop_in_households_child,pop_enrolled,college_graduates,tot_pop_birth_native,tot_pop_birth_foreign,speaks_english_only,speaks_english_less_very_well,comp_tot_households,comp_tot_households_pc,comp_tot_households_internet,work_from_home,hh_social_security,hh_foodstamps_snap,occupied_units,occupied_units_owner,occupied_units_no_vehicle,rent_burdened_unit_mortgage,rent_burdened_unit_no_mortgage,median_age,perc_hh_w_children,avg_household_size,avg_family_size,unemployment_rate,median_hh_income_d,average_hh_income_d,per_capita_income_d,perc_fam_bellow_poverty,perc_ppl_bellow_poverty,median_owner_cost_unit_mortgage_d,median_owner_cost_unit_no_mortgage_d,occupied_median_rent_d,share_men,share_women
Albany Park,73235.0,35916.0,37319.0,4490.0,58636.0,9116.0,37289.0,4537.0,313.0,10949.0,13.0,10918.0,9216.0,28808.0,29757.0,26848.0,70829.0,19964.0,18267.0,20732.0,47635.0,25600.0,30394.0,18021.0,26848.0,25300.0,22912.0,4464.0,5389.0,3720.0,26848.0,12081.0,5187.0,2447.0,687.0,36.672222222222224,27.783333333333335,2.6794444444444445,3.3333333333333335,5.377777777777777,69418.72222222222,87916.05555555556,33595.77777777778,12.350000000000001,15.627777777777778,2283.777777777778,867.0,1175.9444444444443,0.49042124667167336,0.5095787533283266
Altgeld,18896.0,8056.0,10840.0,1360.0,13545.0,2391.0,1790.0,15648.0,48.0,0.0,0.0,768.0,642.0,2907.0,7521.0,6501.0,18604.0,8061.0,5536.0,1966.0,18221.0,675.0,15344.0,518.0,6501.0,5862.0,5437.0,305.0,1460.0,2587.0,6501.0,2888.0,1723.0,665.0,128.0,35.11666666666667,39.65,2.8666666666666667,3.518333333333333,14.966666666666667,49001.166666666664,57230.0,21027.0,24.266666666666666,25.099999999999998,1287.4,512.3333333333334,979.1666666666666,0.4263336155800169,0.5736663844199831
Archer Heights,48403.0,25182.0,23221.0,2584.0,37007.0,6643.0,21100.0,7629.0,642.0,1483.0,42.0,11111.0,6396.0,31468.0,16294.0,15352.0,48132.0,16713.0,12379.0,4505.0,33190.0,15213.0,15587.0,13352.0,15352.0,13252.0,12403.0,562.0,5412.0,2768.0,15352.0,11036.0,2311.0,2070.0,740.0,37.46666666666667,34.99333333333333,3.1093333333333333,3.933333333333333,11.82,57884.71428571428,73678.66666666667,24883.666666666668,9.2,10.953333333333335,1621.6,572.5333333333333,1062.142857142857,0.520257008863087,0.479742991136913
Austin,61010.0,28867.0,32143.0,3675.0,46334.0,8143.0,10727.0,39811.0,74.0,791.0,20.0,5009.0,4578.0,13832.0,26883.0,23138.0,60054.0,19064.0,14886.0,7097.0,53931.0,7079.0,44693.0,5746.0,23138.0,20055.0,17558.0,1428.0,6068.0,8039.0,23138.0,7551.0,7905.0,1790.0,642.0,37.44705882352941,30.029411764705884,2.6276470588235297,3.5582352941176474,14.170588235294119,41934.13333333333,57049.82352941176,22833.764705882353,26.211764705882356,30.2764705882353,1890.4375,710.9333333333333,1048.2941176470588,0.4731519423045402,0.5268480576954597
Austin-Irving,58254.0,28760.0,29494.0,3061.0,46865.0,8491.0,36658.0,2021.0,228.0,3863.0,13.0,9385.0,6086.0,23767.0,24033.0,22078.0,57922.0,16747.0,13227.0,13331.0,37556.0,20698.0,23349.0,13583.0,22078.0,20489.0,18634.0,2277.0,5376.0,2147.0,22078.0,13114.0,2256.0,2384.0,852.0,39.71333333333334,27.9,2.652,3.298,4.92,73169.4,90008.06666666667,34792.933333333334,8.76,12.379999999999999,2051.266666666667,769.6666666666666,1216.7857142857142,0.4937000034332406,0.5062999965667594
Avalon,50416.0,22642.0,27774.0,2568.0,39716.0,8867.0,4623.0,41837.0,160.0,220.0,0.0,2209.0,1367.0,5866.0,24858.0,20809.0,50373.0,15210.0,11897.0,9500.0,47166.0,3250.0,41363.0,2272.0,20809.0,18192.0,16851.0,1755.0,6383.0,5855.0,20809.0,10910.0,4827.0,1523.0,746.0,42.23125,27.4,2.426875,3.304375,13.375,49694.4375,62209.8125,27097.875,18.23125,21.45625,1562.3125,595.0666666666667,986.5,0.44910345921929545,0.5508965407807045
Back of the Yards,52794.0,27195.0,25599.0,3230.0,39088.0,6261.0,16065.0,10613.0,657.0,767.0,141.0,17985.0,6566.0,37676.0,18453.0,16654.0,52357.0,19013.0,14838.0,3816.0,36896.0,15898.0,16640.0,16378.0,16654.0,14588.0,13153.0,1072.0,4456.0,4724.0,16654.0,7920.0,3436.0,1774.0,505.0,34.72666666666667,40.46,3.170666666666667,3.9466666666666668,15.526666666666667,42473.46666666667,56468.8,18935.0,22.30666666666667,25.173333333333332,1612.1333333333334,593.4,986.1333333333333,0.515115354017502,0.48488464598249803
Beverly,43264.0,20254.0,23010.0,1983.0,34025.0,7479.0,10142.0,26644.0,321.0,196.0,14.0,2683.0,3264.0,7414.0,16873.0,15062.0,42979.0,13849.0,10470.0,10015.0,39775.0,3489.0,34513.0,2306.0,15062.0,13933.0,12980.0,1373.0,5092.0,3275.0,15062.0,11236.0,1896.0,1720.0,595.0,42.33846153846154,30.95384615384615,2.8,3.4992307692307696,13.2,74549.38461538461,95102.69230769231,35479.53846153846,12.907692307692308,15.8,1677.3846153846155,671.5384615384615,1127.3636363636363,0.46814903846153844,0.5318509615384616
Bezazian,78494.0,40256.0,38238.0,3435.0,68646.0,10454.0,48805.0,10455.0,151.0,7938.0,0.0,5034.0,6111.0,15312.0,44910.0,40820.0,76364.0,12803.0,13438.0,37049.0,60561.0,17933.0,49909.0,9763.0,40820.0,38582.0,35178.0,8709.0,7182.0,4775.0,40820.0,15384.0,14000.0,2001.0,1108.0,38.7,14.794999999999998,1.9685,2.85,5.205,77049.6,107365.0,55016.95,11.03,16.055,2386.4,1064.4,1300.1,0.512854485693174,0.487145514306826
Blackstone,49536.0,21874.0,27662.0,2315.0,41720.0,7881.0,16723.0,24277.0,235.0,4614.0,7.0,748.0,2932.0,2588.0,28685.0,25967.0,48161.0,9740.0,15850.0,22636.0,42584.0,6952.0,38279.0,2444.0,25967.0,24226.0,22291.0,4708.0,5696.0,4101.0,25967.0,8595.0,9981.0,1195.0,555.0,35.32105263157895,18.3,1.933684210526316,2.9342105263157894,10.789473684210526,54170.47368421053,91684.05263157895,46976.84210526316,15.347368421052632,26.36315789473684,2466.4736842105262,1086.7857142857142,1180.1052631578948,0.441577842377261,0.5584221576227391
Brainerd,53487.0,24211.0,29276.0,2435.0,42378.0,9169.0,2790.0,44334.0,354.0,128.0,0.0,3039.0,2842.0,7443.0,21567.0,18588.0,53189.0,17829.0,12869.0,7188.0,49694.0,3793.0,44036.0,2655.0,18588.0,16471.0,14908.0,1465.0,6643.0,5650.0,18588.0,11502.0,3521.0,2288.0,626.0,41.15882352941177,29.870588235294118,2.800588235294118,3.576470588235294,17.458823529411767,52075.0,64862.882352941175,24802.0,14.176470588235293,18.25294117647059,1448.0588235294117,593.5882352941177,1059.6875,0.45265204629162226,0.5473479537083777
Brighton Park,68203.0,34149.0,34054.0,4217.0,50284.0,7877.0,24833.0,12272.0,987.0,3336.0,78.0,18121.0,8576.0,44666.0,23433.0,21293.0,67934.0,24584.0,19127.0,6318.0,47666.0,20537.0,22787.0,18269.0,21293.0,18700.0,17197.0,1029.0,6407.0,5214.0,21293.0,11739.0,3661.0,2772.0,741.0,34.7764705882353,39.98235294117647,3.175294117647059,3.8194117647058827,10.558823529411764,50721.294117647056,63741.58823529412,21298.529411764706,15.564705882352943,18.22941176470588,1603.1176470588234,605.6470588235294,1067.3529411764705,0.5006964503027727,0.4993035496972274
Bucktown-Wicker Park,83714.0,41638.0,42076.0,5132.0,69610.0,6410.0,55927.0,7143.0,223.0,4448.0,73.0,8300.0,7600.0,24761.0,40145.0,36330.0,83112.0,17442.0,15669.0,39876.0,69579.0,14135.0,54083.0,9185.0,36330.0,34847.0,33097.0,9706.0,4574.0,3314.0,36330.0,15327.0,7759.0,2613.0,737.0,33.26896551724138,22.382758620689657,2.3417241379310343,3.0924137931034483,4.451724137931034,111687.03571428571,150266.89655172414,67940.89655172414,9.482758620689655,12.906896551724138,2923.551724137931,1093.1923076923076,1655.7931034482758,0.4973839501158707,0.5026160498841293
Budlong Woods,65032.0,31431.0,33601.0,4468.0,50727.0,6531.0,35460.0,4922.0,842.0,9499.0,14.0,6959.0,7336.0,20708.0,26714.0,24178.0,64269.0,18244.0,15232.0,20031.0,43808.0,21224.0,28222.0,14479.0,24178.0,22841.0,20564.0,4198.0,4113.0,3836.0,24178.0,9592.0,4803.0,1400.0,602.0,36.53846153846154,29.161538461538463,2.6376923076923076,3.386153846153846,5.815384615384615,69201.30769230769,92478.46153846153,37262.92307692308,12.376923076923077,15.246153846153845,2251.923076923077,919.3076923076923,1282.6153846153845,0.48331590601550006,0.5166840939845
Canaryville,17147.0,7919.0,9228.0,1266.0,12960.0,2604.0,6322.0,5805.0,182.0,729.0,0.0,2447.0,1662.0,5797.0,8072.0,6981.0,17133.0,5240.0,4008.0,3310.0,14654.0,2493.0,10567.0,1963.0,6981.0,6145.0,5767.0,698.0,2122.0,2062.0,6981.0,2627.0,2185.0,408.0,113.0,39.46666666666667,31.28333333333333,2.4133333333333336,3.26,15.383333333333333,48884.0,65046.5,27066.833333333332,20.3,23.400000000000002,1842.2,746.3333333333334,891.3333333333334,0.46183005773604713,0.5381699422639529
Chicago Bee,15471.0,6406.0,9065.0,1141.0,11944.0,2660.0,3500.0,8082.0,257.0,847.0,0.0,1804.0,981.0,4348.0,7844.0,7086.0,15391.0,4252.0,3899.0,3402.0,13003.0,2468.0,9736.0,1765.0,7086.0,6216.0,5731.0,852.0,2159.0,2563.0,7086.0,1951.0,3038.0,482.0,116.0,36.4,24.857142857142858,2.157142857142857,3.2257142857142855,16.1,34623.333333333336,55472.857142857145,27017.571428571428,29.642857142857142,35.48571428571429,2075.3333333333335,887.75,791.4285714285714,0.4140650248852692,0.5859349751147308
Chicago Lawn,67170.0,33139.0,34031.0,5039.0,50124.0,9858.0,21636.0,20655.0,608.0,503.0,42.0,15749.0,7977.0,40736.0,24589.0,22289.0,66778.0,22980.0,16851.0,4547.0,49594.0,17576.0,26577.0,15081.0,22289.0,18229.0,16746.0,950.0,7924.0,6049.0,22289.0,11363.0,5126.0,2938.0,558.0,35.49375,36.68125,2.9925,3.834375,16.5625,44055.125,57424.75,20196.1875,17.575,19.75625,1568.4375,611.9375,1011.75,0.49336013101086795,0.506639868989132
Chinatown,29358.0,13030.0,16328.0,2047.0,22945.0,4787.0,7452.0,8550.0,251.0,9733.0,0.0,1962.0,1410.0,5188.0,13525.0,12391.0,29336.0,7902.0,6640.0,8504.0,20236.0,9122.0,14546.0,7018.0,12391.0,10866.0,9985.0,1401.0,3422.0,3440.0,12391.0,4799.0,4544.0,947.0,445.0,37.97,26.97,2.3579999999999997,3.153,10.36,56750.9,78181.1,35597.1,18.830000000000002,21.94,2474.4444444444443,919.375,903.7777777777778,0.44383132365964983,0.5561686763403502
Clearing,32389.0,16713.0,15676.0,2116.0,24311.0,4128.0,19011.0,1766.0,513.0,297.0,42.0,6224.0,4536.0,18892.0,11772.0,11261.0,32119.0,11389.0,8292.0,4614.0,24813.0,7576.0,13180.0,6498.0,11261.0,9921.0,9517.0,679.0,3121.0,1392.0,11261.0,8168.0,1180.0,1373.0,588.0,39.24444444444444,34.611111111111114,2.871111111111111,3.697777777777778,9.9,61214.444444444445,76289.88888888889,27766.0,6.911111111111111,9.544444444444444,1689.5555555555557,590.6666666666666,1123.3333333333333,0.5160085214115904,0.48399147858840963
Coleman,53545.0,24092.0,29453.0,2808.0,41623.0,6858.0,5542.0,44229.0,181.0,1518.0,0.0,519.0,1556.0,1670.0,27267.0,21922.0,50840.0,16804.0,16349.0,10196.0,50383.0,3162.0,45599.0,1737.0,21922.0,19544.0,17857.0,2208.0,6036.0,8119.0,21922.0,7014.0,7875.0,1314.0,514.0,36.083333333333336,28.295833333333334,2.3666666666666667,3.355,17.958333333333332,42645.041666666664,69507.29166666667,26025.708333333332,23.5625,29.337500000000002,1843.0,716.4375,1054.4166666666667,0.44993930338967225,0.5500606966103277
"Daley, Richard J.",42773.0,20850.0,21923.0,2298.0,34129.0,6181.0,17317.0,4504.0,470.0,13590.0,0.0,4256.0,2636.0,11538.0,18247.0,16903.0,42731.0,11100.0,10211.0,11673.0,29773.0,13000.0,19536.0,10084.0,16903.0,15673.0,15022.0,2422.0,4031.0,2541.0,16903.0,7734.0,3561.0,1443.0,682.0,37.083333333333336,27.558333333333334,2.555833333333333,3.3641666666666663,7.591666666666666,63874.583333333336,82557.08333333333,33276.166666666664,13.85,15.808333333333332,2276.9166666666665,787.6666666666666,1106.0833333333333,0.4874570406564889,0.5125429593435111
"Daley, Richard M.",71855.0,34358.0,37497.0,3943.0,56228.0,7835.0,25540.0,27011.0,252.0,1766.0,20.0,10596.0,6670.0,26731.0,31074.0,27245.0,70893.0,20829.0,17570.0,16010.0,59832.0,12023.0,43916.0,9967.0,27245.0,24992.0,22297.0,3553.0,5875.0,6913.0,27245.0,9977.0,7222.0,2098.0,709.0,35.43043478260869,28.421739130434784,2.612173913043478,3.4195652173913045,10.017391304347827,63765.95238095238,84474.60869565218,34236.260869565216,19.895652173913046,23.23478260869565,2176.5652173913045,796.0,1197.7391304347825,0.4781574003200891,0.521842599679911
Douglass,46552.0,21240.0,25312.0,2955.0,34010.0,5207.0,6126.0,34297.0,120.0,535.0,7.0,3437.0,2030.0,8504.0,19949.0,16245.0,44305.0,15787.0,12759.0,5388.0,43089.0,3463.0,36446.0,2913.0,16245.0,14167.0,12452.0,973.0,4320.0,6744.0,16245.0,4208.0,5739.0,922.0,401.0,33.976190476190474,35.96190476190476,2.7595238095238095,3.7047619047619045,16.814285714285717,33818.15,50205.04761904762,18583.714285714286,30.123809523809523,35.46666666666666,1768.2631578947369,650.6666666666666,1031.7619047619048,0.45626396288022,0.54373603711978
Dunning,40592.0,20516.0,20076.0,2222.0,32793.0,6388.0,29240.0,1686.0,105.0,3958.0,2.0,3243.0,2358.0,9702.0,17195.0,16368.0,40571.0,11209.0,8370.0,10419.0,24671.0,15921.0,17937.0,9193.0,16368.0,14899.0,13724.0,1765.0,4203.0,1140.0,16368.0,10705.0,1061.0,1830.0,864.0,42.769999999999996,25.95,2.573,3.181,6.220000000000001,75132.2,89651.0,36165.7,7.65,10.41,1874.3,703.8,1207.7,0.5054197871501773,0.4945802128498226
Edgebrook,31352.0,15014.0,16338.0,2241.0,23542.0,5052.0,24713.0,196.0,22.0,3588.0,0.0,1322.0,1511.0,4926.0,11907.0,11311.0,31320.0,10334.0,8105.0,11922.0,25853.0,5499.0,20535.0,2882.0,11311.0,10675.0,10128.0,2063.0,3187.0,552.0,11311.0,9631.0,403.0,1377.0,550.0,40.93333333333333,34.68333333333333,2.765,3.3233333333333337,4.3500000000000005,119802.66666666667,148466.16666666666,54423.0,4.05,5.916666666666667,2673.5,934.5,1796.2,0.47888491962235263,0.5211150803776473
Edgewater,58198.0,29862.0,28336.0,2870.0,51243.0,7287.0,35234.0,8754.0,99.0,6033.0,55.0,2698.0,5325.0,10144.0,31517.0,27832.0,53274.0,8914.0,13687.0,23253.0,44368.0,13830.0,36808.0,7536.0,27832.0,26000.0,23204.0,4997.0,5248.0,3611.0,27832.0,9617.0,11002.0,1659.0,638.0,34.56875,12.4125,1.885,2.83,6.1625,57426.0625,80169.5,39808.25,12.68125,20.23125,2164.3125,928.6666666666666,1130.25,0.513110416165504,0.48688958383449604
Gage Park,54340.0,27738.0,26602.0,3200.0,40678.0,6682.0,22506.0,8553.0,642.0,345.0,42.0,16009.0,6243.0,40517.0,17382.0,16216.0,54052.0,19554.0,14627.0,4463.0,36821.0,17519.0,15419.0,15479.0,16216.0,14039.0,12937.0,484.0,5550.0,3751.0,16216.0,10531.0,2509.0,2302.0,638.0,35.949999999999996,39.31666666666667,3.2741666666666664,3.975,13.491666666666667,51485.0,65740.83333333333,21379.083333333332,13.366666666666667,14.983333333333334,1595.8333333333333,583.0,1062.1666666666667,0.5104527051895473,0.4895472948104527
Galewood-Mont Clare,43663.0,20858.0,22805.0,2167.0,34299.0,6733.0,20541.0,5833.0,234.0,2015.0,13.0,9173.0,5854.0,23715.0,17463.0,15713.0,43191.0,12991.0,10443.0,8169.0,31659.0,12004.0,19191.0,10314.0,15713.0,14359.0,12870.0,2057.0,4539.0,2466.0,15713.0,8759.0,2307.0,1656.0,574.0,38.760000000000005,28.080000000000002,2.745,3.4590000000000005,6.859999999999999,64831.5,80531.1,30328.3,13.34,17.34,1995.6,786.6,1165.8,0.4777042347067311,0.5222957652932689
Garfield Ridge,36176.0,18315.0,17861.0,2081.0,27607.0,5708.0,24103.0,1324.0,226.0,293.0,42.0,6295.0,3893.0,19661.0,13223.0,12639.0,35912.0,11303.0,8533.0,6048.0,27870.0,8306.0,16963.0,6324.0,12639.0,11259.0,10520.0,835.0,4042.0,854.0,12639.0,10779.0,922.0,1370.0,719.0,41.733333333333334,32.08888888888889,2.882222222222222,3.578888888888889,8.833333333333334,74677.11111111111,86634.33333333333,31346.222222222223,5.711111111111111,8.8,1769.2222222222222,598.2222222222222,1244.6666666666667,0.5062748783724016,0.4937251216275984
Greater Grand Crossing,32227.0,14020.0,18207.0,1598.0,24209.0,4845.0,1032.0,30189.0,11.0,33.0,1.0,175.0,786.0,791.0,16206.0,12866.0,32084.0,11164.0,8525.0,5010.0,31334.0,893.0,29251.0,372.0,12866.0,11515.0,9991.0,1134.0,3692.0,4764.0,12866.0,5606.0,3964.0,1003.0,503.0,38.25714285714286,30.707142857142856,2.5100000000000002,3.426428571428571,18.900000000000002,41401.21428571428,56939.57142857143,23564.35714285714,26.114285714285717,29.242857142857144,1670.0,633.6666666666666,1002.4285714285714,0.43503894250162906,0.5649610574983709
Hall,22527.0,9027.0,13500.0,1767.0,17129.0,2749.0,974.0,19971.0,123.0,167.0,0.0,248.0,1044.0,1193.0,11987.0,10567.0,22494.0,6572.0,5692.0,5711.0,21620.0,907.0,18935.0,506.0,10567.0,9572.0,8895.0,1379.0,2446.0,3737.0,10567.0,2996.0,3430.0,791.0,125.0,39.7,24.78333333333333,2.1091666666666664,3.1225,19.125,40262.25,56119.666666666664,27278.333333333332,24.116666666666664,30.641666666666666,2162.0,936.1428571428571,938.6666666666666,0.40071913703555734,0.5992808629644427
Harold Washtington Library Center,42080.0,21516.0,20564.0,1618.0,37633.0,3601.0,24806.0,6425.0,114.0,5930.0,0.0,2417.0,2388.0,6936.0,24313.0,21131.0,38231.0,5411.0,10931.0,22097.0,33801.0,8279.0,30182.0,2627.0,21131.0,20649.0,19257.0,4582.0,2568.0,1650.0,21131.0,7239.0,9429.0,1031.0,400.0,32.01111111111111,19.922222222222224,2.0999999999999996,2.921111111111111,9.211111111111112,106399.875,145576.33333333334,66691.77777777778,13.61111111111111,19.366666666666664,2708.0,1354.142857142857,1674.2222222222222,0.5113117870722433,0.48868821292775666
