,Branch,Percent of People with Internet Access,Percent of People without Internet Access,Percent of People with Computers,Percent of People without Computers,Percent of People with Computers and Internet,Percent Population in Labor Force 16+: Employed,Percent Population in Labor Force 16+: Unemployed,"Percent Households: Less Than $10,000","Percent Households: $10,000 to $14,999","Percent Households: $15,000 to $19,999","Percent Households: $20,000 to $24,999","Percent Households: $25,000 to $29,999","Percent Households: $30,000 to $34,999","Percent Households: $35,000 to $39,999","Percent Households: $40,000 to $44,999","Percent Households: $45,000 to $49,999","Percent Households: $50,000 to $59,999","Percent Households: $60,000 to $74,999","Percent Households: $75,000 to $99,999","Percent Households: $100,000 to $124,999","Percent Households: $125,000 to $149,999","Percent Households: $150,000 to $199,999","Percent Households: $200,000 or more",Percent Ages 18-64: Living in Poverty,Percent Ages 18-64: At or Above Poverty Level,Percent Households: With Public Assistance Income,Percent Households: No Public Assistance Income,Percent Owner and Renter Occupied Housing: No Vehicles,Percent Owner and Renter Occupied Housing: 1 Vehicle,Percent Owner and Renter Occupied Housing: 2 Vehicles,Percent Owner and Renter Occupied Housing: 3 Vehicles,Percent Owner and Renter Occupied Housing: 4 Vehicles,Percent Owner and Renter Occupied Housing: 5 or More Vehicles,Percent Renter-Occupied Housing: No Vehicles,Percent Renter-Occupied Housing: 1 Vehicle,Percent Renter-Occupied Housing: 2 Vehicles,Percent Renter-Occupied Housing: 3 Vehicles,Percent Renter-Occupied Housing: 4 Vehicles,Percent Renter-Occupied Housing: 5 or More Vehicles,"Percent Workers 16+: Car, Truck, or Van ",Percent Workers 16+: Drove Alone,Percent Workers 16+: Carpooled,Percent Workers 16+: Public Transportation (Includes Taxi),Percent Workers 16+: Motorcycle,Percent Workers 16+: Bicycle,Percent Workers 16+: Walked,Percent Workers 16+: Other Means,Percent: White Alone,Percent: Black or African American Alone,Percent: American Indian and Alaska Native Alone,Percent: Asian Alone,Percent: Native Hawaiian and Other Pacific Islander Alone,Percent: Some Other Race Alone,Percent: Two or More Races,Percent: under 5 years,Percent: 5 to 9 years,Percent: 10 to 14 years,Percent: 15 to 19 years,Percent: 20 to 24 years,Percent: 25 to 29 years,Percent: 30 to 34 years,Percent: 35 to 39 years,Percent: 50 to 54 years,Percent: 55 to 59 years,Percent: 60 to 64 years,Percent: 65 to 69 years,Percent: 70 to 74 years,Percent: 75 to 79 years,Percent: 80 to 84 years,Percent: 85 years and over,Percent: 25+ Less Than High School,Percent: 25+ High School or More,Percent: 25+ Some College or More,Percent: 25+ Bachelor's Degree or More,Percent: 25+ Master's Degree or More,Percent: 25+ Professional School Degree or More,Percent: 25+ Doctorate Degree,Average Cycling Time (Min)
10,Brainerd,0.8091967420725236,0.1908032579274762,0.8704021485177299,0.12959785148226996,0.754232015894102,0.8096626066841952,0.1903373933158048,0.10523486440422207,0.05227004354151444,0.06490853376143155,0.04043288106216353,0.03987574340727586,0.05669568117122723,0.05367305387196492,0.046572637296759485,0.03005658516085447,0.08953484254223786,0.09707392611004513,0.10169128929299373,0.12858774981576443,0.028619177078180638,0.03347088664514122,0.03130210483822265,0.16697893136428588,0.833021068635714,0.04432521786213422,0.9556747821378655,0.21038735845535517,0.40616185279062234,0.27411685710283057,0.0896224919210506,0.01565177999787295,0.00405965973226801,0.38786273766862517,0.40947555942120023,0.13479637482687656,0.0586153051232249,0.0023332057925386273,0.006916817167534379,0.6466226847698274,0.5681381529272377,0.0784845318425896,0.2479802201604028,0.0,0.0019574659040653805,0.00894406389431876,0.012083089000865596,0.02832305580020992,0.9259269825315918,0.0018340138070214063,0.004121660647668403,0.0,0.026520052799558422,0.01327423441394996,0.05833582812385494,0.05018132968839345,0.0744700923028295,0.05371945786698756,0.06721585425719595,0.07007946982130064,0.06357448826399505,0.05753129877493797,0.0736698014075587,0.07107883156557657,0.05537048855297971,0.04682347947103528,0.043161546621691936,0.04679299154606277,0.03467767970352835,0.01699622159902844,0.11933058277299814,0.8806694172270018,0.5682515641513148,0.18094398324992536,0.07256400105684788,0.01243487203892038,0.00847751009047043,4.537141848360886
11,Brighton Park,0.8321989456312077,0.16780105436879258,0.8831141049908492,0.11688589500915102,0.801481481149478,0.9101729035442203,0.08982709645577965,0.06892831390143128,0.03138526840330378,0.03995319763710338,0.09529595993289525,0.060312721676907224,0.0626173584851644,0.05884113957136222,0.06068292328074086,0.04436337189162015,0.10100011081098553,0.08753908813483467,0.10801733973465748,0.06608083760866969,0.06077828057987523,0.03502262542713681,0.019181462923311545,0.18243960184708555,0.8175603981529143,0.036843025155325906,0.9631569748446741,0.15665033747462997,0.39902527230596646,0.3049008936537027,0.09217560490524843,0.03857565140524095,0.008672240255211478,0.2409584661552979,0.5097916474944199,0.19740195882143283,0.04337232025085433,0.00567454442430171,0.0028010628536930607,0.7589636682686282,0.5582218307529149,0.20074183751571345,0.16611839556383698,0.0006091144909456513,0.006010528095172877,0.01810922073360231,0.006405543696115862,0.3994725291469165,0.013049521879962243,0.01661559312675922,0.09229157913097934,0.0018674048319251531,0.33573064091965626,0.14097273096380106,0.07075855527450114,0.08212026747840082,0.0869696672142471,0.06283224068303885,0.07851779170147825,0.09582510481498833,0.08043976098382881,0.06882357963929117,0.05907595153047352,0.059506624019797776,0.04779870591791744,0.030084500451679205,0.03348480455335766,0.021493675523975228,0.007362405893848451,0.008119513963874721,0.30519039057120617,0.6948096094287939,0.3154222240443634,0.12721404286137653,0.03708759183423759,0.005438104520660566,0.0019147253117295672,4.335449210862047
12,Bucktown-Wicker Park,0.7480204803679404,0.0453628030148429,0.7243464187155274,0.03823233305044626,0.9284580987511377,0.9722504468612934,0.027749553138706407,0.032792727215041055,0.01750984753219935,0.016962699433195953,0.012756700627002378,0.016921129925390344,0.017747444492955337,0.01184320062821339,0.01266785396640544,0.014088553658790847,0.030619897624247508,0.07005859185530215,0.09499571147867282,0.08661736200835857,0.10051061370613269,0.16110190460458476,0.30280576124350683,0.06523709772945252,0.9347629022705474,0.014968792419004635,0.9850312075809955,0.18230561994763633,0.548642680149868,0.23440777592221113,0.031656066057376586,0.0022143012257180954,0.0007735566971899066,0.2716699593564387,0.5318946949117177,0.16989260672125098,0.02496516009361221,0.0011523575639407167,0.00042522135303984246,0.36874473115795764,0.3334909668490626,0.03525376430889499,0.3299154343245068,0.001956467329370055,0.025851124130141765,0.03644340190803109,0.008952049776590068,0.7953029143572328,0.05219577070296875,0.001506285096499431,0.062275773071214464,0.0011292098980907352,0.030142472542205697,0.05744757433178781,0.07417342360089896,0.03758646667336024,0.02505016493675608,0.018971647416548814,0.06046844037290693,0.19993823056849555,0.1958141097174971,0.11789898619058597,0.041468442634539714,0.03437030274480226,0.026189248974304778,0.017175395277618417,0.017834321473266815,0.009038339716204422,0.005298742977228194,0.0067281265676722435,0.03782872795657856,0.9621712720434216,0.8906172165721005,0.7954781311963481,0.3260936665470797,0.11973206952093433,0.028174416348020034,3.736647045918714
13,Budlong Woods,0.8980421207192449,0.10195787928075509,0.9451870900987318,0.054812909901268365,0.839566016340377,0.932301383278961,0.06769861672103893,0.06104027955027659,0.030587939311882452,0.03570533169738483,0.03766447803585489,0.06480803814411423,0.0405209804858492,0.03867367665713986,0.04802128759585625,0.044855850291739385,0.0919704416618431,0.07260801366504964,0.11610794883453174,0.08985250295606932,0.06446093831895687,0.07200437241680864,0.09111792037664244,0.125475578374256,0.8745244216257441,0.042148773151848645,0.9578512268481515,0.16166802801580424,0.48553778560464184,0.28102592683610167,0.059646482810354715,0.008242781577359328,0.0038789951557382323,0.21415436480986608,0.5556253003904132,0.1946745199247328,0.03140512164195462,0.004140693233032956,0.0,0.6496407080654097,0.5750679917464959,0.07457271631891374,0.17459580912024483,1.4080317107025759e-06,0.014070942347091884,0.04029096398039304,0.01749853924649645,0.5511235486606518,0.0655420477381407,0.014255976137756088,0.20997317067269816,0.00035704094759134354,0.06821757839933558,0.0905306374438262,0.07479065897112677,0.05575187812887722,0.06610276904078742,0.06200130632502436,0.04859402118435479,0.06512477230493596,0.08647799638118636,0.09070871185318524,0.07631216466622077,0.06270033153549796,0.05355977734629731,0.04726151922469978,0.02878121977363039,0.018070713662951956,0.012204773034755131,0.018460344886791435,0.15907656621868224,0.8409234337813178,0.6385328051844477,0.43858656586850175,0.15833137220892407,0.04190831621043926,0.011805536719444237,4.013722783882447
14,Canaryville,0.85918254036821,0.14081745963179004,0.8846770328736363,0.11532296712636354,0.8353132459721706,0.910885908205797,0.08911409179420313,0.13133778689637343,0.03310073802481203,0.0529933321576165,0.051734506121748784,0.04314525270993066,0.03611760560476413,0.01698918354660467,0.020143841591808143,0.01794814001549824,0.05178885824252575,0.07593428710188846,0.16646134604422835,0.09045935240550029,0.04683061677964236,0.09341769030669406,0.07159746245036355,0.17206606288824786,0.8279339371117521,0.039881344808583845,0.9601186551914161,0.22516615253087863,0.3707241965623798,0.3422952864734174,0.032760828270636616,0.017491313826967763,0.011562222335719727,0.4062150273179612,0.4144256724638255,0.16623115655683074,0.010367761168810191,0.0017959891087749847,0.0009643933837973122,0.7612261763723029,0.6492577877845813,0.1119683885877215,0.1545525534966737,0.0002404429308627749,0.007968080315780272,0.01828208151060935,0.004989292989112534,0.5186504484553289,0.17289769569159988,0.0026012170703657,0.08821847269271528,0.000108239136767213,0.1211922400709212,0.09633168688230163,0.07275617673830305,0.05525645194339532,0.06650113068785692,0.062481889418352345,0.06143500695311434,0.07426593586800109,0.06083378354319999,0.05075669723827772,0.06693158298618394,0.049141293547396235,0.06114676340139883,0.06668264458770869,0.047083234466207775,0.022256650641523195,0.005787263015047338,0.010424363771353407,0.1774411845538108,0.8225588154461893,0.4807248396566789,0.24004638999572164,0.0865919855635254,0.028187162071233687,0.017530068875207083,4.135192424983975
15,Chicago Bee,0.8276333188837318,0.16953177894427363,0.8519412931463186,0.14522380468168686,0.7869415383191781,0.8232408853587443,0.17675911464125588,0.2379744262363721,0.1317611942444252,0.06404127471429132,0.04490621204727089,0.049098788469406136,0.04420949601828321,0.028208563166711716,0.03966562688795721,0.023864359213932446,0.06134422302160092,0.046349161872093626,0.08411730048916873,0.04083829100421736,0.028852265188081084,0.03633046937801018,0.038438348048177556,0.367915984045093,0.6320840159549072,0.04190338671553987,0.9580966132844603,0.4624934935476986,0.3847219377768317,0.12714830877192093,0.01859258292883177,0.005023191451647305,0.0020204855230697796,0.5483112246715005,0.3669171203367205,0.07032280137575589,0.011890993832817134,1.175401778082999e-06,0.002556684381427488,0.4742165092963869,0.3911609598431584,0.0830555494532284,0.2954700773656915,0.0,0.017492890336801667,0.07800421627779888,0.01954987558365366,0.20060508448347508,0.6131805154810694,0.007759316091191414,0.13037178676397693,1.6339120051752184e-05,0.018737067132897977,0.029329890927337,0.06161598372931322,0.059708847133192175,0.05071329973479921,0.09023981836796036,0.11639252241462224,0.07897247570087397,0.08036752765658461,0.049041265442111064,0.04125963621958665,0.0546124127962522,0.05530668811783785,0.05503719313479951,0.04189854381953112,0.026730908846582118,0.01677594890296452,0.02625117479568931,0.17224888928196966,0.8277511107180302,0.5745441115793471,0.29366988931926835,0.12149484665147567,0.0392184681693812,0.014912483443311867,3.687780539685393
16,Chicago Lawn,0.7748721157529288,0.22512788424707106,0.8031417202864303,0.19685827971356976,0.7367383869572262,0.8360334894764365,0.16396651052356329,0.055206773209101195,0.050159098093021715,0.06170892346301944,0.15995254439888382,0.05661027598581332,0.06586315051484867,0.06793880525077359,0.051603616041352655,0.043302974265109644,0.06099013649128028,0.08319810062889857,0.09996189843273078,0.0646323541773285,0.03566790642231644,0.03037242170725534,0.012831020918265365,0.17385955683379406,0.8261404431662059,0.06095522650812276,0.9390447734918772,0.2530989831572822,0.3918942870772006,0.21295157206823817,0.09391167682982698,0.029478659395751502,0.018664821471700396,0.3972989067613758,0.46819720197354686,0.10579887977954483,0.014450438586601475,0.008649783743475132,0.005604789155455825,0.7740025657431261,0.5558843093810885,0.2181182563620376,0.15914230953548691,0.0012325371862964979,0.0007899170064571176,0.013938630259125952,0.0086048571315483,0.31259342684271935,0.30140666962946727,0.008553426165007396,0.006013446101338277,0.00022641237382078498,0.24669888695812076,0.12450773192952597,0.08500699489615224,0.06191431871611339,0.0804297121810293,0.06893697380325327,0.08378901411415661,0.08823454849945392,0.07467479331109106,0.05118113581218135,0.044712184313369666,0.04909127204749102,0.04413169480768378,0.03687378968751739,0.0445302523036116,0.03822468378988099,0.011744641356311545,0.005419582877256544,0.24225653468490327,0.7577434653150967,0.3245404231600269,0.08875764731244186,0.02458168501336338,0.0061400669061795156,0.0007673587624100489,4.748332532067689
17,Chinatown,0.8489884924965619,0.0888890883198418,0.8879092310226108,0.06779147101991277,0.8626800875308102,0.959008893306721,0.04099110669327903,0.07758110903100048,0.055901753604683045,0.03411628432900946,0.04145974586158995,0.018672335526334457,0.0209296590318421,0.0342671825173486,0.011701717725559793,0.017670642412833604,0.03760128857020931,0.07656684053916087,0.13640794449054786,0.09643068455667855,0.06502319892992654,0.10858793762312804,0.16708167525014672,0.10124969976993706,0.8987503002300627,0.025275882933912343,0.9747241170660875,0.26870519610311494,0.550664010713373,0.16051375811352547,0.015701359869090603,0.004118553194207847,0.0002971220066880173,0.42989893876799856,0.46525977167344823,0.09462816059669275,0.005982973649835798,0.004129351551523138,0.00010080376050133022,0.4856362432690853,0.41018784832558847,0.07544839494349671,0.2698611113338185,0.00010179237669854337,0.029089307421087167,0.05595332109545739,0.017368470029466385,0.4159175111292104,0.17853002834634465,0.003302962354867046,0.3552930958289463,9.777992093887015e-05,0.01986097379412092,0.026997648625571746,0.045298974132344,0.03272643383523884,0.05257372074914354,0.031855156243307994,0.03762996406641235,0.11684056493579786,0.12580437575476755,0.09406004499553579,0.07751244607346967,0.07740438634562197,0.05705847382451332,0.04249233454313406,0.0271601397310945,0.025125828877518727,0.012418641229630151,0.029425297713207225,0.16054733425188203,0.8394526657481177,0.7288961362732146,0.5963947811975447,0.31764473338127325,0.1316663020084532,0.04067775094839847,4.502364541402348
18,Clearing,0.8673466162088256,0.13265338379117442,0.869746021518511,0.13025397848148904,0.8204291901283082,0.9215449338877026,0.07845506611229738,0.06047811759721514,0.023115224535189806,0.05777329080954782,0.029105935808705016,0.04736154504712925,0.055955895996111144,0.040793439141043185,0.06604272815407508,0.03898199035001816,0.07402184618550285,0.1062315917321054,0.12380065536220523,0.09917545023849313,0.08361337191823766,0.047661315880640806,0.0458876012437796,0.06940484157821983,0.9305951584217799,0.03491315781947436,0.9650868421805257,0.09486084907104564,0.38969989454515747,0.3371613272856589,0.13446033798734744,0.03578637397008593,0.008031217140704452,0.184895732424729,0.4919637751168087,0.24319932835407315,0.07093243019204089,0.008928161680166297,8.057223218190306e-05,0.8399536706875987,0.7637380359172113,0.07621563477038748,0.06978730267281917,0.0,0.002281935957974191,0.02638556584030617,0.005659192828382134,0.6260755670374225,0.05817365388126775,0.013491579281800238,0.00826400594485997,0.0,0.1720508778203909,0.12194431603425845,0.07170895254328198,0.06324425446850837,0.06670029112749247,0.0623252970846448,0.05127465654939032,0.07639899176685946,0.07216594810923001,0.07744826891720533,0.06372128822171308,0.06674212422745822,0.060279175860426006,0.04519966888070972,0.0355240093834925,0.01585120267685056,0.022421048723116517,0.024358995103254073,0.16420007236793194,0.835799927632068,0.49934457383781156,0.19563003864724335,0.04640408263492319,0.007230917253478832,0.006170204091744492,5.509623832282269
19,Coleman,0.8441047259242392,0.14813497842263232,0.8928882843878271,0.09935141995904448,0.8113219370527944,0.8173938189924057,0.18260618100759393,0.19250927942877796,0.09132836932614584,0.0739685126309553,0.08374319267220576,0.044298084006304646,0.05051517514831808,0.03885604113701743,0.03766029352873773,0.023233581917325392,0.05416048736545266,0.06714528783824446,0.08893015065842619,0.05068877504707458,0.040103442162756776,0.02868051857751179,0.03417880855474481,0.29512627638095096,0.704873723619049,0.05029762225384425,0.9497023777461557,0.40478705226517664,0.4481802313872414,0.11715955214501042,0.022633956095102895,0.005050911429647987,0.002188296677820672,0.4951522828863954,0.4079621645949953,0.0870501684700682,0.008425143384099531,0.00043817799184993805,0.0009720626725914124,0.4320568474183271,0.374556038646954,0.05750080877137319,0.3168048326598818,0.0,0.018244841181823353,0.11863652311022131,0.022415778517015508,0.16712622795658147,0.728734517918788,0.0015160146127809256,0.05495325751830229,0.0,0.0157599410543717,0.0319100409391756,0.054031728283176685,0.05676152877171021,0.05919049901337011,0.1273841706710548,0.09831749974113456,0.082908151202946,0.06732052405219945,0.06167746096583985,0.05807896556403013,0.05383206257115608,0.06244671564337796,0.04239517872744265,0.026892168960865,0.01764160530978719,0.01185083727687801,0.010338841106035704,0.13322252735247395,0.8667774726475261,0.6450778480217485,0.32407838835169783,0.1585698472446227,0.05619564390239121,0.03162291760627668,4.807660192586535
20,"Daley, Richard J. - Bridgeport",0.9192148063169993,0.08078519368300051,0.9272927430078075,0.07270725699219217,0.8907936513529345,0.9354000440186933,0.06459995598130688,0.07761550607285482,0.035814823900559144,0.04184423353790872,0.04494901767449936,0.03189630329741243,0.032238334060269005,0.03297152892456043,0.04380359082904282,0.02282765659728671,0.07187773028997327,0.1075873692597709,0.12857132138873517,0.0973794238258073,0.07301578014350406,0.06129285929837895,0.0963145208994362,0.1318602541911579,0.8681397458088419,0.032072688510530835,0.9679273114894691,0.17038450788120024,0.47156692320571253,0.2815692929131275,0.05539221451926458,0.01762607608790783,0.003460985392787006,0.26832627071227094,0.5059817138196204,0.1961986563931432,0.024794797119883284,0.004698561955081905,0.0,0.6064219629305947,0.48069279023698247,0.125729172693612,0.2165575116449975,0.0018185044705472796,0.019255326477244546,0.040228732929555686,0.006657298331859187,0.46598233042068266,0.034044461647620816,0.00656841767651004,0.36202627663243614,0.0,0.07660881878755482,0.05476969483519517,0.04720494121943269,0.04934274104939821,0.0663902426306264,0.040118622926753285,0.056056704011876936,0.10329766029445844,0.09377047056658362,0.08274236499720349,0.06442585257577028,0.051290937665034356,0.06396944109733455,0.06351158893508842,0.034714655513725726,0.02337795129196959,0.011317622075853984,0.021904583023232838,0.17773596572540296,0.8222640342745968,0.5703472936729416,0.38962327031618854,0.15001905704731378,0.04322494893339362,0.019273430951616006,4.268925770748502
21,"Daley, Richard M. - W. Humboldt",0.829007104497,0.17099289550299981,0.8113770035335356,0.09486735682273591,0.7922605519759757,0.8968479698085836,0.10315203019141639,0.10092703896886746,0.07884821448512534,0.056823571895543615,0.0401909159675124,0.05451861759669346,0.041244881557020344,0.03147816878963758,0.030104089731399827,0.04367629302698682,0.07251070645392227,0.11159866831493816,0.0974483596592171,0.07041016805203486,0.041129195914041204,0.06631472425245766,0.0627763853346013,0.21094420333908495,0.7890557966609151,0.05245637332028198,0.9475436266797181,0.30072312007376734,0.46314643649677145,0.17768380358361524,0.03522652354835213,0.017115227651566194,0.006104888645927533,0.39637157378940285,0.4582218552586868,0.12278690001547263,0.01444871698097146,0.008037437660191687,0.00013351629527429785,0.5930988850165599,0.48631462374621864,0.10678426127034127,0.21120972354239173,2.9661353043870854e-05,0.03948803910297603,0.026645292043203872,0.009948226896139984,0.3242277774491858,0.48324266363972285,0.003681517438354745,0.009146904802435627,0.0,0.11714786569684674,0.06255327097345409,0.05426591075262206,0.050149430421890524,0.0683222018065551,0.055099303631644884,0.061234395856684186,0.1227640471851298,0.10702079371863545,0.0865108798508982,0.048041233558350174,0.05452620160190062,0.048960504145704874,0.031671178769126646,0.025908940637267747,0.020899839346194517,0.016402259038211693,0.012488465319334865,0.17310268399333115,0.8268973160066689,0.592385477394189,0.33390369436750145,0.12847866299057242,0.02913608751603109,0.005913539187228603,4.436581106330984
22,Douglass,0.7656533616107596,0.23434663838924022,0.8665063411037752,0.13349365889622486,0.7269546442479492,0.8256423975783568,0.17435760242164322,0.2294897578636137,0.09664708290963155,0.08989275795756661,0.08098228981500637,0.045069865417154256,0.06402359778344426,0.04079935935278455,0.034816608407081215,0.03081744189584392,0.06900763119620418,0.0335725127997934,0.07997552477268514,0.05263206874078954,0.014807929205144621,0.0182139866805106,0.01925158520274555,0.38952630469027916,0.6104736953097207,0.06867181032875709,0.9313281896712429,0.3919426269017095,0.41306376707275455,0.12988146900798683,0.052274493121108996,0.011491302811131423,0.0013463410853086287,0.47364182890725454,0.41749442534664066,0.07447569963218309,0.021709292020536335,0.012678754093384884,0.0,0.6146443822165878,0.5632451223238406,0.051399259892747115,0.297852241977936,0.001214146849808341,0.005870649368160168,0.008748678404768232,0.004274212337760929,0.05846194637684816,0.8644296911372972,0.0005338127507770334,0.009285800099783798,0.0,0.03677682026913807,0.030511929366155623,0.06556697075100766,0.09310317098278414,0.08512491863773601,0.06953716567770962,0.08413077263610526,0.08393453878360033,0.07020817720059475,0.05503198552110226,0.051965055481080075,0.0655256413758032,0.05035631725709817,0.03913778106163384,0.027232648233782752,0.015638656771600888,0.009733204367287935,0.011819365296832607,0.18579759159969705,0.8142024084003029,0.4861269397395324,0.1549250802734364,0.06332086512114897,0.014851089779358239,0.010878292209480424,4.550160978391556
23,Dunning,0.8434440605772714,0.15655593942272814,0.8965867037362104,0.10341329626378945,0.816483649163237,0.9414641594820702,0.05853584051793004,0.04897470736835064,0.03360610229948256,0.029370612484583954,0.04504416838213454,0.032989699296811496,0.03347515218384771,0.04416179676348975,0.04415103672541118,0.028966181215924213,0.07591745852731616,0.10479278119108912,0.15408303537437082,0.11385260147531248,0.07356696414950394,0.08179642566995475,0.0552512768924158,0.07647137820874916,0.9235286217912508,0.02074335204818086,0.9792566479518191,0.06835603735078606,0.3666913711689687,0.3857278563892919,0.1147296729934984,0.04310260711891053,0.021392454978544022,0.09811388114760462,0.4794610828107186,0.3365234654190718,0.053271331431799275,0.029197836662017522,0.003432402528788253,0.8558657607359905,0.7845601650820162,0.07130559565397436,0.059072626953583715,0.0,0.0036149521118775344,0.010628154943548032,0.013005787040350601,0.7294746220982233,0.018883908147300184,0.0034809482187874367,0.047546758368738895,2.9656108838294082e-05,0.14294244067272777,0.057641666385383886,0.05055952693976071,0.06429164796807477,0.0700442331095247,0.05615686251693759,0.05452176198593048,0.053595554915440276,0.07311397227813969,0.06298403724347564,0.08070613039733099,0.07419751017720823,0.06680463633524815,0.04601225180594932,0.04616630048816692,0.030065325499919866,0.019004765323270882,0.019016622990614917,0.11847447905630364,0.8815255209436964,0.5631456218299138,0.2591649440465556,0.07868919873098595,0.01617845710093094,0.004633572613434631,9.274675025477745
24,Edgebrook,0.9162099262305239,0.08379007376947596,0.9307733878200656,0.0692266121799343,0.8821386182492142,0.9511253091522553,0.04887469084774464,0.047585975352778656,0.014507510964465871,0.01659483014616805,0.016421446206449704,0.015332082788265415,0.029195269334045378,0.04163184281115895,0.02267881561799621,0.02217819778653158,0.04571290736090375,0.07581131071750806,0.11317309373610641,0.07948860491618956,0.09026226760667728,0.1349001113666531,0.23452573328810128,0.039312374444921076,0.9606876255550789,0.016983968982203085,0.9830160310177967,0.04223048941055637,0.34249680439011404,0.4555172909370765,0.11533635522296559,0.03666601430137576,0.007753045737911436,0.0972014045858569,0.45879300712682003,0.3267573486445839,0.06475123415034961,0.05249700549238943,0.0,0.7308479153768291,0.6264311620069023,0.10441675336992691,0.08069115456950753,0.0,0.007299326298978132,0.01844801261247441,0.007161183401616331,0.7666587790088812,0.013726799178420084,0.000368660462077234,0.15885416292739063,0.00025516363250745715,0.015634953963717207,0.04450148082700591,0.06783807924832383,0.07425059998628523,0.05812410104315905,0.047724202913888694,0.031613387521015175,0.04394660776428354,0.04553594631243518,0.06929201394918703,0.06267265498825775,0.06836562952645604,0.0644898657558523,0.06689244303990421,0.04945537687666836,0.03580492065314103,0.03637986370800998,0.0459709042641152,0.062220922071157175,0.9377790779288429,0.7748800876556229,0.5716826841120809,0.2564854933721298,0.08659454779965606,0.022236332869278164,6.676773110715862
25,Edgewater,0.9210319231831663,0.07896807681683365,0.8709974649537616,0.05106983083601933,0.8394785950687417,0.9387930358871985,0.06120696411280132,0.07579427533260003,0.06442730825151302,0.03220630533819596,0.05622290036981955,0.037106854025707334,0.04332069991221397,0.03359459050566828,0.0555574822985848,0.033139751208540055,0.07866835879503332,0.09143016053365978,0.1114089045625675,0.07735196106642243,0.05581458501396276,0.0649523748736372,0.08900348791187346,0.14744266909617887,0.8525573309038211,0.03000092718170294,0.9699990728182971,0.3908360649723896,0.4646396753061303,0.11744722813551035,0.023733410687267833,0.0024542222184324434,0.0008893986802693553,0.5073068369301152,0.40905177690513905,0.07783344957650445,0.005807936588241223,0.0,0.0,0.3799376072904316,0.3372674910471544,0.04267011624327708,0.3739051240312983,0.0023725799598608745,0.021251842435205226,0.05394321507580484,0.008073969091498125,0.6190830697606486,0.13358594177186947,0.001731006428486977,0.1301185734557647,0.0009583355862047511,0.030297898453379612,0.0842251745436456,0.04337463652023386,0.03105296770247834,0.02751229265935247,0.052982677705696646,0.09007112954022947,0.11257018495711262,0.10640136831455825,0.09204931648219629,0.06502314220359613,0.05425192437869577,0.04617178443838865,0.05251457971947163,0.03778792583136583,0.026613115907056933,0.01421267982596641,0.019374678772700066,0.08018242206071514,0.919817577939285,0.7854624904145077,0.5779637991598872,0.26008771585418833,0.07433815001536406,0.028156919394991202,3.8183944790285658
26,Gage Park,0.7997121645436089,0.20028783545639112,0.8315395838666486,0.16846041613335125,0.7437385757577655,0.8349079676193708,0.1650920323806295,0.05640020515825257,0.0367964525281937,0.08016228974891651,0.11383389040289774,0.049086348755338564,0.08656018151560282,0.04711549964840112,0.0515667756335223,0.03982565587873964,0.1065106923781687,0.06372093271561807,0.10144392942020673,0.07329272237723494,0.028075306987666065,0.058626379651409134,0.006982737199830679,0.15788472031709955,0.8421152796829005,0.0611069465022037,0.9388930534977962,0.1992382488903725,0.35443887586749206,0.28548110655803693,0.08915726725678896,0.047533861080967695,0.024150640346341633,0.3309459981493429,0.47718628232931887,0.17963080329179848,0.010386105305777974,0.0018372067262874044,1.3604197474279939e-05,0.7250280564116552,0.5564253126273491,0.16860274378430612,0.19882154301959204,1.2538915827181282e-05,0.004994371106329892,0.039390183092490885,0.004374797786387995,0.45183694032964533,0.07805202664170434,0.00870942894138212,0.010110945421514736,0.0001495099601568069,0.3556679210207249,0.0954732276848718,0.07566636632658996,0.06725521758704821,0.07871071387960046,0.08013290280383202,0.08738278446470205,0.09468900496834846,0.07367873806708475,0.05085421155775898,0.06163818855974382,0.05784097014857712,0.03178149599157738,0.031052207098775424,0.039948131052088554,0.023435131658112444,0.009370016022582077,0.011119425357893366,0.3146746320373044,0.6853253679626958,0.2937801543258159,0.10355021103501294,0.015543599565614696,0.0031980938942742063,0.0011895217194412891,3.938215127611821
