,BRANCH,LOCATION,LATITUDE,LONGITUDE,geometry,list of dict
0,Albany Park,"(41.97557881655979, -87.71361314512697)",41.97557881655979,-87.71361314512697,"MULTIPOLYGON (((-87.721838 41.990354, -87.722613 41.990703, -87.719613 41.992182, -87.71812158059896 41.99330752450799, -87.71843 41.992698, -87.721295 41.990698, -87.72117359768093 41.99001596449962, -87.71670625408974 41.99301482843319, -87.716733 41.992698, -87.7175 41.991698, -87.719265 41.990698, -87.71876270905994 41.989804243878886, -87.715613 41.992278, -87.71463740311667 41.99267994591593, -87.716987 41.990698, -87.7164521300043 41.99017786710305, -87.715613 41.990784, -87.71369860777872 41.99158230155627, -87.715066 41.990698, -87.7145630306366 41.98984161083058, -87.713613 41.990281, -87.712306 41.988886, -87.709543 41.987579, -87.70951925813142 41.98755760450414, -87.71033034509563 41.98656962252734, -87.70904186759014 41.985718118438164, -87.70995930220468 41.98475776002075, -87.70897362016152 41.9841078035333, -87.709558 41.983698, -87.70969979719568 41.983236119883756, -87.708613 41.982571, -87.708458964469 41.9818014397219, -87.70776848909475 41.981361157253986, -87.70771072487223 41.97962778279388, -87.70751742822752 41.97941198601062, -87.706613 41.979057, -87.70643351855084 41.979234866116116, -87.70624315234734 41.97977338586661, -87.706241 41.979773, -87.70610897871532 41.97955648509311, -87.705613 41.980048, -87.70501886044906 41.97994502213853, -87.704316 41.978883, -87.70120727783431 41.97665715492937, -87.700791 41.976579, -87.70054511099747 41.97618304347419, -87.699316 41.975303, -87.69898648808743 41.97519373054007, -87.69983193693325 41.97481298225728, -87.699316 41.973756, -87.69839208088491 41.97368485822814, -87.69963072470611 41.97233105177524, -87.699316 41.972085, -87.698316 41.972043, -87.69791416289604 41.9724029503039, -87.69913964415406 41.97083003511114, -87.69903061622435 41.97079667256465, -87.69923327479391 41.970709859421, -87.701209 41.968174, -87.70170230364529 41.9680056043373, -87.701693 41.967967, -87.70178302084628 41.96797805046317, -87.7030200086075 41.96755578848357, -87.70410786139323 41.9657677020363, -87.704613 41.965558, -87.70618330095095 41.964378311410606, -87.705976 41.963967, -87.70537315947857 41.96353578360413, -87.70687335203672 41.96241231694893, -87.70788287267756 41.96310150815099, -87.70905437358373 41.96222141809523, -87.71001650825453 41.962969854861235, -87.710539 41.962579, -87.71107202353406 41.962314915796235, -87.7120005085279 41.963017934742595, -87.712567 41.962579, -87.71340251331631 41.96249672670021, -87.714016 41.96303, -87.719016 41.966367, -87.71931459155937 41.9663177323927, -87.72103357703834 41.96747598480843, -87.720106 41.968243, -87.7202429368568 41.968447995294625, -87.72401080249186 41.971115644164236, -87.724065 41.971147, -87.72412254686029 41.97119475917709, -87.725613 41.97225, -87.72599774497259 41.97275101990554, -87.727969 41.974387, -87.7288169234149 41.97375953667298, -87.728989 41.974203, -87.72992859967553 41.97476980804627, -87.729392 41.975243, -87.729712 41.9755, -87.7308963204597 41.97588587570828, -87.72987382985337 41.976725572547956, -87.73090022976224 41.977020255807105, -87.730613 41.977053, -87.73025989473685 41.97724402994737, -87.730969 41.977561, -87.73148608450872 41.976953468366005, -87.73098597652837 41.977010480675766, -87.73126 41.976534, -87.73270626305893 41.97663995896269, -87.73265068591401 41.97675022826614, -87.732969 41.976721, -87.73348307108672 41.976957472699894, -87.73302589561628 41.97707680850528, -87.7333977500445 41.97724327340523, -87.73323121198338 41.977261263135055, -87.733969 41.977836, -87.734969 41.977722, -87.736969 41.978431, -87.73732096488129 41.97838996604555, -87.736831 41.978797, -87.73618318514882 41.97866826756162, -87.73642 41.978791, -87.73643246429255 41.97883316153841, -87.735894 41.97886, -87.734951 41.979579, -87.73511 41.980579, -87.73384 41.981805, -87.733649 41.982614, -87.7317236478606 41.98321543612999, -87.73154 41.983243, -87.73158441475802 41.98327133411893, -87.728613 41.985489, -87.73060036343449 41.984005764423394, -87.73171400902031 41.98467914878762, -87.729792 41.985757, -87.728613 41.987009, -87.726613 41.985571, -87.726439 41.986579, -87.724934 41.9879, -87.723613 41.988068, -87.722517 41.987483, -87.72227855220574 41.98917332991935, -87.72187027758086 41.98895661692591, -87.721838 41.990354), (-87.71956241367462 41.983554392398716, -87.71954343911203 41.984376136917504, -87.71954343911203 41.98437613691754, -87.7195606810395 41.98362942882798, -87.71960157025819 41.9836679497586, -87.71958427178782 41.98360563183816, -87.71957123855421 41.98356876385541, -87.71955357257885 41.983532680161034, -87.71955285592853 41.983553940787004, -87.71956241367462 41.983554392398716), (-87.7195442421778 41.984662296023, -87.72045388956096 41.985578706583716, -87.7195442421778 41.98466229602299, -87.7195442421778 41.984662296023), (-87.72235067427157 41.98358767645713, -87.721613 41.984481, -87.72235067427158 41.98358767645712, -87.72235067427157 41.98358767645713), (-87.7195420328152 41.98387502648242, -87.71954657473204 41.98374028294976, -87.7195420328152 41.983875026482316, -87.7195420328152 41.98387502648242), (-87.731613 41.977973, -87.73181215354238 41.97804658966261, -87.73193092572156 41.977401722309395, -87.73167541075188 41.97742932347902, -87.73149078682489 41.9774775155769, -87.731613 41.977973), (-87.731102 41.977579, -87.73104096794802 41.97784963482905, -87.73132481201219 41.97752083972535, -87.731102 41.977579)), ((-87.73620579538974 41.97773167360838, -87.735884 41.97785, -87.73506050220946 41.9773718399926, -87.735969 41.977266, -87.73620579538974 41.97773167360838)), ((-87.72453 41.990496, -87.724613 41.99022, -87.724795 41.990579, -87.722403 41.991369, -87.721646 41.992579, -87.72043016892782 41.993377313245034, -87.720439 41.992698, -87.723173 41.990698, -87.72321598361154 41.990240727536836, -87.72453 41.990496)))","[{17031140800: 0.2941041853327841, 17031040700: 0.0001736022905530195, 17031140702: 0.5260907736534721, 17031140602: 0.10602566558609586, 17031140701: 1.0, 17031140301: 0.31326479666635615, 17031140200: 1.0, 17031140100: 1.0, 17031140302: 0.7385733682851141, 17031040300: 0.4706219344080581, 17031831800: 0.9697662656808418, 17031130300: 0.7628900554538632, 17031130100: 0.30644423969991336, 17031130200: 0.22883905569412802, 17031040201: 0.004826963769989528}]"
1,Altgeld,"(41.65719847558056, -87.59883829075173)",41.65719847558056,-87.59883829075173,"POLYGON ((-87.594558 41.664198, -87.59459815568754 41.66441082514388, -87.594622 41.664415, -87.59465722302158 41.66463876978419, -87.59498418523489 41.665329324832214, -87.595576 41.665461, -87.595738 41.666299, -87.597911 41.667126, -87.598888 41.668198, -87.598445 41.670198, -87.597838 41.670641, -87.595235 41.668802, -87.59491525315016 41.66816442095212, -87.594299 41.667737, -87.59393556586296 41.66706535438682, -87.59334 41.666697, -87.59281570638821 41.66575814864865, -87.59271054968454 41.66568055126183, -87.592417 41.66562, -87.591348 41.664689, -87.59133705010554 41.664590052771835, -87.59111566393655 41.66352754245273, -87.59081449070634 41.66307009293682, -87.590364 41.662673, -87.59028044585821 41.6625055391673, -87.58994 41.662198, -87.589992 41.661352, -87.59076908552336 41.66114900248149, -87.58934166165699 41.66116093570289, -87.587489 41.661198, -87.588401 41.662198, -87.585838 41.662696, -87.583932 41.661105, -87.581838 41.660969, -87.580604 41.659964, -87.57959 41.65995, -87.578838 41.660579, -87.57741230671208 41.65963554711625, -87.57852 41.659277, -87.57773463989636 41.658831118134714, -87.578249 41.658609, -87.578838 41.657868, -87.580161 41.657521, -87.580838 41.657474, -87.581395 41.658642, -87.58212358299866 41.65872228045515, -87.58291005051602 41.658364795219995, -87.58360510459678 41.657715546995554, -87.583838 41.657386, -87.584838 41.657809, -87.586838 41.657525, -87.58772280560319 41.659198, -87.59184621758838 41.659198, -87.5918467532435 41.659191286050074, -87.590968 41.659069, -87.590879 41.658158, -87.589956 41.658081, -87.589838 41.656144, -87.58399 41.656047, -87.58391840004546 41.655387988173466, -87.5837272494148 41.65512277174644, -87.58301 41.655026, -87.58294309084587 41.654485252381626, -87.58267111884692 41.65410009225025, -87.582038 41.653998, -87.581911 41.653125, -87.581087 41.65295, -87.580449 41.651588, -87.58043181601626 41.65140172154896, -87.580244 41.651198, -87.5803742780125 41.650777995969804, -87.5803708803413 41.65074116440989, -87.58032 41.650717, -87.5797395170968 41.649519587334424, -87.579585 41.649452, -87.579287 41.647198, -87.579838 41.646283, -87.580681 41.648356, -87.584442 41.648594, -87.584747 41.653198, -87.585679 41.653358, -87.585838 41.654268, -87.5888438397972 41.654199171479945, -87.58884443497757 41.65418838565025, -87.58889134269154 41.65312693109415, -87.588888 41.652148, -87.58802 41.652017, -87.58802117425668 41.65139887128342, -87.587981 41.651198, -87.58802250081565 41.65070057064316, -87.58802256949451 41.65066441808927, -87.587953 41.650198, -87.58802436326674 41.64972017638793, -87.588025 41.649385, -87.58836826737002 41.649383154873306, -87.588838 41.649313, -87.59142656479635 41.64936671594928, -87.592676 41.64936, -87.59268 41.65204, -87.59203279919818 41.65210072311561, -87.5917845567924 41.65248041449737, -87.591699 41.653059, -87.590778 41.653198, -87.591729 41.653307, -87.591838 41.654248, -87.59375459984227 41.65424416680031, -87.59387039925488 41.653908385979314, -87.59393 41.653291, -87.5987657904521 41.65322831201358, -87.59872112675039 41.65320252678373, -87.597961 41.653075, -87.597961 41.651322, -87.60088 41.65124, -87.600985 41.649345, -87.6012488196478 41.64934519506073, -87.601838 41.649284, -87.60312194463775 41.649346579996035, -87.60369 41.649347, -87.60370632534584 41.64941479044956, -87.604582 41.649455, -87.60481036786244 41.65028461762528, -87.608702 41.650335, -87.60883369406868 41.65124039672217, -87.60884285838742 41.65124801204048, -87.609032 41.650392, -87.60976961189922 41.65038611926732, -87.609982 41.650342, -87.61049516881856 41.65038033464495, -87.611666 41.650371, -87.61178731944821 41.651015685905016, -87.61188910982038 41.65116927386018, -87.612171 41.650531, -87.612838 41.650365, -87.61596 41.65032, -87.61655 41.648198, -87.616838 41.647951, -87.617642 41.648395, -87.618269 41.649198, -87.61759 41.64995, -87.617722 41.651315, -87.619838 41.651508, -87.620528 41.652198, -87.617301 41.655198, -87.61759779374704 41.65732627848624, -87.61778465298549 41.6581926554075, -87.618838 41.655898, -87.619903 41.656133, -87.620266 41.657198, -87.619624 41.657984, -87.619365 41.660725, -87.618496 41.661198, -87.617581 41.663198, -87.616838 41.663861, -87.616406 41.663767, -87.616107 41.664467, -87.615439 41.664198, -87.61627 41.66363, -87.616018 41.661198, -87.61513 41.660907, -87.614838 41.660091, -87.61282900312668 41.660138833258884, -87.61272589963784 41.661042256452035, -87.612674 41.662198, -87.61234579474318 41.662489161774104, -87.612312 41.662672, -87.61213257022175 41.662659429778245, -87.611838 41.662954, -87.6116138040924 41.66262308684037, -87.611427 41.66261, -87.61093436401711 41.661914956703264, -87.610838 41.661829, -87.61070154690643 41.66178145615569, -87.608838 41.661815, -87.60800082081212 41.66194106442014, -87.607838 41.662021, -87.60781476002384 41.661969081893254, -87.607636 41.661996, -87.606838 41.663037, -87.60629 41.662198, -87.6065 41.660198, -87.60606921397594 41.66000976523731, -87.605744 41.660104, -87.60004435213841 41.66012298231985, -87.59883614476752 41.66016394410084, -87.59880665488387 41.66075118976442, -87.5988001710605 41.66088278736478, -87.598791182168 41.662218922029325, -87.59890245430209 41.66225963470138, -87.599682 41.662355, -87.59971816801709 41.663064564293954, -87.59971902286166 41.6630696108247, -87.59988305879313 41.66331707342742, -87.60054 41.663497, -87.6006221530138 41.66435326912673, -87.600676 41.66436, -87.60083425311151 41.66527142069781, -87.60164344636772 41.665300986288045, -87.604973 41.665334, -87.606838 41.663658, -87.607544 41.664198, -87.607648 41.665388, -87.609401 41.666198, -87.609099 41.668459, -87.607266 41.671198, -87.604838 41.671629, -87.603444 41.670593, -87.601795 41.670242, -87.60185 41.669198, -87.60095 41.668087, -87.600106 41.667931, -87.599949 41.667088, -87.599068 41.666969, -87.598931 41.666106, -87.59819 41.665847, -87.59803558197338 41.66526257579396, -87.5978042949409 41.665047569248316, -87.59756084084549 41.66495680296846, -87.597172 41.664865, -87.59713630805135 41.664630028004666, -87.59702440013939 41.66433242674432, -87.596068 41.663968, -87.59595877891218 41.66339950762984, -87.595 41.663036, -87.594919 41.662198, -87.593981 41.662056, -87.59384482220152 41.66117132045603, -87.59384026728218 41.66115241198596, -87.59383668261468 41.66115245657991, -87.593709 41.662069, -87.592767 41.662198, -87.59276777173012 41.662256320748504, -87.594558 41.664198))","[{17031540101: 0.4678719489111059, 17031550200: 0.043483586500002044, 17031821500: 0.3014510100445372, 17031530600: 0.03191860612160435, 17031540102: 0.42261463947583194, 17031838800: 0.011357358153905539}]"
2,Archer Heights,"(41.80110836194246, -87.72648385568911)",41.80110836194246,-87.72648385568911,"MULTIPOLYGON (((-87.71423068070307 41.80690604954458, -87.71374230606834 41.80731209416557, -87.71373147844676 41.80730930439572, -87.7137072413206 41.80721611041527, -87.7137241594203 41.807195808695646, -87.71369491616241 41.80694264563452, -87.71369647525366 41.806941290279944, -87.71363554613482 41.80642867082432, -87.71360011495482 41.806121938037364, -87.71367395565646 41.80612503694768, -87.71348737369978 41.80441043412994, -87.71348971460043 41.8043552259583, -87.71240778142666 41.804290382016696, -87.71244360896335 41.80432545717512, -87.7121932444246 41.80430589075081, -87.71226066388677 41.804360253626996, -87.711734 41.804301, -87.7113218944261 41.80406156666157, -87.71131715033002 41.80405818870203, -87.71144607227802 41.80380769351681, -87.71134661262164 41.80364799773053, -87.71148245989419 41.80338893698179, -87.710734 41.803352, -87.709734 41.804509, -87.70861256666015 41.80435821904675, -87.70891759228694 41.80451057934732, -87.708457 41.804437, -87.70841158726674 41.804317275521406, -87.708484 41.804294, -87.70854503412465 41.80432448654526, -87.70856087572757 41.80394896854878, -87.708484 41.803976, -87.70824438966353 41.803876481840256, -87.708182 41.803712, -87.707423 41.803471, -87.70733 41.802757, -87.70737262291118 41.80272733771614, -87.70762571232302 41.802655713412584, -87.70692192959746 41.80213396817408, -87.70779080981445 41.8014240851492, -87.707405 41.801108, -87.709484 41.79869, -87.711484 41.797785, -87.71173308372602 41.79820321157598, -87.7124042532422 41.797654859988455, -87.71242899572529 41.79817025057953, -87.7126533369717 41.7980645191425, -87.71301093752449 41.79542168077139, -87.713293 41.795412, -87.7133363820751 41.795425413728175, -87.713484 41.794726, -87.71367328120661 41.79456364847471, -87.715741 41.793575, -87.71533917686168 41.79313476546299, -87.71652850441546 41.79211464758718, -87.715984 41.791575, -87.71540688931161 41.791440324212736, -87.71603103626555 41.79094059781971, -87.71702398353764 41.79168966196567, -87.71797983313522 41.79086980434278, -87.71913006264862 41.79174547328, -87.71999482848085 41.79099395965324, -87.72104427385324 41.79175542464904, -87.72214149531226 41.79090840316668, -87.722743 41.791455, -87.72405903321471 41.790796325376036, -87.724484 41.791121, -87.725484 41.790818, -87.72563247727273 41.79068704304546, -87.725743 41.790716, -87.726318 41.790329, -87.72777497671878 41.78916529859493, -87.72922247699817 41.789718967451805, -87.73025339232471 41.788930999613825, -87.7313889227165 41.78946895713694, -87.73165709999732 41.788637367048665, -87.73358600220904 41.78954257955407, -87.73469733728894 41.78867608756672, -87.73565407231017 41.78942541051677, -87.73664081774872 41.78869557770877, -87.737484 41.789346, -87.73754611910941 41.78942687908046, -87.7379785507717 41.78910083878464, -87.738484 41.790368, -87.73813783119527 41.78950015480654, -87.73824827220784 41.78928989092235, -87.738484 41.790279, -87.7392601352983 41.788856343998226, -87.739743 41.789331, -87.74063823004045 41.788727055014846, -87.741484 41.788933, -87.742374 41.792218, -87.747484 41.792817, -87.747916 41.793108, -87.746565 41.794108, -87.750484 41.794721, -87.751484 41.795346, -87.75205158868877 41.79506107047823, -87.75150174181863 41.796246173503306, -87.752484 41.796322, -87.75296014629762 41.79666222817267, -87.752698 41.796916, -87.75332656348624 41.79766162691132, -87.7528031552809 41.798787235955054, -87.75311 41.798916, -87.75436844873438 41.79973477494419, -87.753676 41.801108, -87.750484 41.803403, -87.749745 41.802848, -87.747373 41.802998, -87.747484 41.803413, -87.749671 41.804108, -87.747222 41.806108, -87.747373 41.807108, -87.745484 41.809512, -87.743484 41.811129, -87.739484 41.813816, -87.738484 41.811757, -87.737484 41.815652, -87.736724 41.814868, -87.732578104428 41.81497360300042, -87.732484 41.81498479664315, -87.732484 41.8153, -87.735484 41.815451, -87.736347 41.816108, -87.734484 41.817751, -87.733714 41.816878, -87.732361 41.816986, -87.732484 41.817525, -87.733777 41.817815, -87.733734 41.818108, -87.731484 41.819671, -87.730365 41.819108, -87.730647 41.817945, -87.729484 41.817826, -87.728525 41.82015, -87.727484 41.819697, -87.726758 41.821383, -87.725484 41.821163, -87.724484 41.822189, -87.72418128511028 41.82174799944474, -87.7238584284862 41.820426237426695, -87.724484 41.82044, -87.723484 41.820418, -87.72344234412424 41.820382446710035, -87.72322251167745 41.82132831174137, -87.722466 41.821126, -87.721484 41.820044, -87.719484 41.820286, -87.718697 41.818895, -87.716986 41.817606, -87.716603 41.814108, -87.716723 41.813347, -87.71697106420352 41.813277658076444, -87.71698612256 41.813348346030125, -87.716798 41.813422, -87.71755782262754 41.81312451333535, -87.7175338202086 41.813087696597954, -87.716746 41.812846, -87.71669362665533 41.812605784826935, -87.71703225784094 41.8126713768339, -87.717121 41.812773, -87.71727715117251 41.81283460092126, -87.71707336235409 41.81267933867447, -87.71726658033056 41.81271676450941, -87.716007 41.811585, -87.714599 41.808993, -87.71453164559743 41.809037047014, -87.714543 41.808969, -87.71489499736505 41.80904006923544, -87.71476 41.808833, -87.71429878720434 41.80904525820705, -87.714436 41.808863, -87.71500124622183 41.80877278414821, -87.71492 41.808672, -87.7145875671583 41.80868302857769, -87.714734 41.808512, -87.71534697796153 41.80862734769139, -87.715144 41.808448, -87.71470882876724 41.80844473049412, -87.714767598765 41.808338263106904, -87.7153504962933 41.80829078135505, -87.71483293889658 41.8082198933033, -87.714866 41.80816, -87.714225 41.807669, -87.71416387263761 41.80766217031693, -87.71442685005391 41.80686930464514, -87.71407372600866 41.80722375622439, -87.71423068070307 41.80690604954458), (-87.71350630238375 41.80227686259941, -87.713235 41.802859, -87.71310696217357 41.80286651968187, -87.713076 41.80316, -87.71352019349173 41.80363640695741, -87.71355311183109 41.802860055627185, -87.71350630238375 41.80227686259941), (-87.7155149266722 41.80518964155242, -87.71549648943466 41.805062430052054, -87.7152974634369 41.804993985665504, -87.71528198531666 41.80504653189933, -87.71501567138402 41.80499286296955, -87.71501071367011 41.805037832809134, -87.71490774740327 41.80502505193453, -87.7148944774231 41.80529045153801, -87.71523669359341 41.80520029149314, -87.71518471169539 41.805376763372614, -87.7155149266722 41.80518964155242), (-87.71436768292682 41.806357793711435, -87.71447268597058 41.80626651210343, -87.713969 41.806396, -87.7138586484422 41.80680030932456, -87.71394330574907 41.80672671474269, -87.71380097930725 41.8071036248313, -87.71444394413408 41.80633206703911, -87.71436768292682 41.806357793711435), (-87.71492779007097 41.80654956638581, -87.714734 41.806561, -87.71465515742412 41.80664013897655, -87.71492779007097 41.80654956638581), (-87.711504 41.80339, -87.71148724099297 41.80338917293212, -87.71150964466078 41.80341110612291, -87.711504 41.80339)), ((-87.71575 41.811842, -87.71572426853966 41.81179468338098, -87.71572856042445 41.81152358837968, -87.715734 41.81118, -87.7160685098301 41.81191376349828, -87.71606772822646 41.81191316801156, -87.71575 41.811842)))","[{17031980100: 0.05760424968913931, 17031560700: 0.032901042295579976, 17031835200: 0.9028949789826112, 17031560300: 0.67317410681681, 17031560400: 1.0, 17031620300: 0.48573917793686494, 17031620400: 0.19757411109736958, 17031620200: 1.0, 17031570500: 1.0, 17031630300: 0.32119606417494717, 17031620100: 0.9799583764257802, 17031570300: 1.0, 17031570400: 0.9852406264959572, 17031842800: 0.004736930658300688, 17031820800: 0.002288154461223267, 17031560200: 0.1079414051127605, 17031560100: 0.3142789282562424, 17031570200: 0.8069514000829653, 17031570100: 0.5545389379975316}]"
3,Austin,"(41.88917312206642, -87.7658203582574)",41.88917312206642,-87.7658203582574,"MULTIPOLYGON (((-87.75331353281679 41.88441448112663, -87.753061 41.884241, -87.75236084674927 41.88386945200828, -87.75282 41.883637, -87.75334561193357 41.88305579142421, -87.75216953813018 41.882259532924955, -87.75280111400869 41.8814783630072, -87.752178 41.881096, -87.75190364541085 41.88074381182393, -87.75302707191632 41.879965209579346, -87.75165459415436 41.87953049237088, -87.752435 41.879173, -87.761792 41.872145, -87.75268643199635 41.87898415057493, -87.752061 41.878904, -87.75167044234536 41.87862553239224, -87.75150189945614 41.87830772681861, -87.75882 41.873303, -87.76043 41.871783, -87.76053154020096 41.87176550127838, -87.76082 41.871418, -87.762932 41.871285, -87.762972 41.868325, -87.76382 41.867128, -87.76482 41.866957, -87.765992 41.870001, -87.768132 41.870861, -87.770225 41.871173, -87.766644 41.872173, -87.767532 41.872462, -87.76782 41.873334, -87.76790989045772 41.87334134986684, -87.76882 41.873388, -87.76906919942918 41.87355502935361, -87.76886717884307 41.873419622270106, -87.76952 41.873473, -87.76964407450433 41.87394034729966, -87.770488 41.874506, -87.77028290567772 41.87436853270244, -87.770571 41.874423, -87.77075 41.876244, -87.77191 41.876263, -87.77217 41.875523, -87.773081 41.875173, -87.773671 41.873173, -87.77482 41.873178, -87.780842 41.878151, -87.785893 41.881101, -87.790897 41.885096, -87.793889 41.888173, -87.793627 41.889173, -87.791665 41.890173, -87.791597 41.892173, -87.788328 41.894173, -87.78682 41.896046, -87.78442145985969 41.89791000833762, -87.78278364473563 41.89716983379056, -87.78171676713355 41.898143182057524, -87.780983 41.897948, -87.78027804114863 41.89731212711606, -87.78057 41.896923, -87.77970813278455 41.89807170949244, -87.77895557513548 41.897503275143386, -87.77882 41.89766, -87.77782 41.897946, -87.77760187494505 41.898180687961315, -87.77670161953809 41.897546908154816, -87.77603137709164 41.89825552166851, -87.77490037655795 41.897500257870476, -87.7737166709459 41.89840867721802, -87.77265664510274 41.89771769180054, -87.77161667742213 41.898448458859455, -87.77054571085937 41.89774681304347, -87.76946720213753 41.89858216707165, -87.768983 41.898365, -87.767983 41.898336, -87.766983 41.898833, -87.76522240287409 41.9001973534906, -87.76395322024834 41.89943140890365, -87.76291684164818 41.90025405577931, -87.76203991430131 41.89963019244596, -87.76098047120438 41.90038981314646, -87.76096010098237 41.90037627578715, -87.76195313333577 41.89956845476309, -87.76077941533633 41.89873344873191, -87.76164419070702 41.89803792254292, -87.76051008265746 41.89735349470414, -87.76168933351896 41.896391358057066, -87.76069690220065 41.89569026046575, -87.761426 41.895096, -87.76126580159415 41.89474408874781, -87.758339 41.892655, -87.75706996566518 41.89143366844835, -87.75332622913201 41.888837819522344, -87.75387760670105 41.88792395021423, -87.75219450350198 41.887141776655156, -87.75316143257955 41.886212930279015, -87.75206193961574 41.88533287393613, -87.752239 41.885173, -87.75331353281679 41.88441448112663), (-87.770354 41.87464, -87.770488 41.875285069767465, -87.770488 41.87528506976746, -87.770354 41.87464)), ((-87.75882 41.873303, -87.75301622802773 41.87727210278352, -87.752574 41.876345, -87.7524039556522 41.87622994969702, -87.753989 41.875173, -87.756096 41.873173, -87.758119 41.872173, -87.76036241603784 41.871846805976695, -87.75882 41.873303)))","[{17031831400: 0.08644859373221903, 17031252101: 0.742725162468419, 17031813000: 0.9710825890413347, 17031252102: 0.9844993523256098, 17031252201: 0.31187610990419706, 17031812600: 1.0, 17031252000: 1.0, 17031251900: 1.0, 17031251800: 0.1747561488252878, 17031251400: 1.0, 17031251500: 0.8191083966049466, 17031251600: 0.06255231249584527, 17031812500: 1.0, 17031251300: 0.49011407968378684, 17031251200: 0.2973807769337394, 17031812100: 0.008546388728711976}]"
4,Austin-Irving,"(41.95312267684315, -87.77928489355646)",41.95312267684315,-87.77928489355646,"MULTIPOLYGON (((-87.78791646818408 41.94787838009701, -87.78835221077094 41.94795247738714, -87.78962526653183 41.94774099643481, -87.79025853446872 41.94792671443554, -87.79066966240681 41.947794742367414, -87.79114476252839 41.948076756578104, -87.79184338923024 41.94723071964217, -87.793285 41.948205, -87.79203690660852 41.94736150402899, -87.79400812498555 41.94702272829723, -87.79466503045185 41.947478730953776, -87.795219 41.947457, -87.79568753931834 41.9481164472642, -87.795285 41.948426, -87.79593588270485 41.947925471199966, -87.795952 41.947994, -87.79875704630956 41.95006007457203, -87.798922 41.950485, -87.799285 41.950708, -87.79952103144551 41.95062279264817, -87.801661 41.952199, -87.801552 41.953199, -87.80196519886877 41.95333765270888, -87.799028 41.954123, -87.80151568575205 41.953457843381806, -87.801952 41.953519, -87.80234116741012 41.95376768746696, -87.802285 41.953832, -87.801285 41.953726, -87.80196762569508 41.95379835832368, -87.80217034768602 41.953932743385415, -87.799962 41.9548, -87.80017192716396 41.95538213844758, -87.800138 41.955385, -87.79955 41.957199, -87.80008641060117 41.95796822770237, -87.800044 41.958123, -87.798055 41.960123, -87.7990647779102 41.95910763759659, -87.80016217158536 41.95961432284336, -87.799859 41.960123, -87.80013 41.961123, -87.799285 41.962033, -87.798285 41.961765, -87.797379 41.963123, -87.795285 41.962907, -87.794285 41.961965, -87.792285 41.962005, -87.792049 41.962887, -87.789213 41.963051, -87.788629 41.967123, -87.788761 41.967647, -87.789851 41.968123, -87.78981156113821 41.96820745152418, -87.78845706694761 41.96794789970204, -87.788412 41.968249, -87.78804651736183 41.968119605525615, -87.78698278531313 41.96534903014384, -87.78651021657542 41.96645426684115, -87.78576816454859 41.965908866283115, -87.785224 41.966123, -87.78467161702537 41.96658114079839, -87.78393587306186 41.966000963037345, -87.78405 41.965888, -87.78301177930462 41.96691563260897, -87.78195816705725 41.96617193605625, -87.782285 41.966219, -87.779285 41.965787, -87.77916881423701 41.965859035173054, -87.77887797782951 41.96550338242803, -87.781711 41.965123, -87.778285 41.965583, -87.775285 41.963109, -87.769058 41.959123, -87.768285 41.958104, -87.764779 41.956123, -87.764793 41.95563, -87.765285 41.955856, -87.765576 41.955414, -87.76544682279861 41.95561020729557, -87.76484861807961 41.95516199015707, -87.764285 41.955854, -87.763285 41.955458, -87.76199526395422 41.95378119951733, -87.761767 41.953703, -87.76068432633642 41.954620907920514, -87.759486 41.953123, -87.75990098776134 41.953641734701684, -87.75850771371036 41.95463235255193, -87.757489 41.953123, -87.75770741223252 41.952956155571954, -87.75852 41.952685, -87.76596290516466 41.94664981008628, -87.77114932863908 41.94268791725522, -87.77246845506826 41.94330804134711, -87.768285 41.946641, -87.77351685160178 41.94247278382887, -87.773982 41.942694, -87.774448687713 41.94313394801544, -87.761489 41.953123, -87.77527169319431 41.94249959287369, -87.776024 41.943115, -87.77626821105883 41.9431912449643, -87.763679 41.953123, -87.776285 41.943178, -87.777285 41.943478, -87.77791 41.943123, -87.77793738178936 41.942552546055, -87.778158 41.942652, -87.77903543867535 41.9433235205728, -87.779285 41.943193, -87.782081 41.945327, -87.784285 41.946179, -87.78626607477663 41.94812771722195, -87.786338 41.947966, -87.78735915348092 41.947783609674055, -87.7877751206887 41.947709312914526, -87.78791646818408 41.94787838009701)), ((-87.801952 41.954555, -87.80002036404717 41.95496184640032, -87.799962 41.9548, -87.80174506956146 41.95409975751498, -87.80190436666469 41.95413740432247, -87.802004407292 41.95446740846971, -87.801952 41.954555)))","[{17031151200: 0.30859566606648536, 17031150600: 0.999746857730732, 17031150700: 0.4635971046873176, 17031171100: 0.16128178450367867, 17031170300: 0.42406014427079997, 17031170200: 0.9533853229846206, 17031170100: 0.852659536808593, 17031150502: 1.0, 17031150402: 0.920433488011981, 17031150300: 0.1173385166652756, 17031150401: 0.14306111127866458, 17031810600: 0.9758059507294096, 17031150501: 0.6968574174442688}]"
