,BRANCH,LOCATION,geometry,LATITUDE,LONGITUDE
0,Albany Park,"(41.97557881655979, -87.71361314512697)","POLYGON ((-87.79206995998975 42.14621547556289, -87.791143 42.146049, -87.79117170241086 42.14479891840388, -87.79140123918043 42.144969387622524, -87.791382 42.145894, -87.79201869418668 42.14599721770952, -87.79206995998975 42.14621547556289))",41.97557881655979,-87.71361314512697
1,Altgeld,"(41.65719847558056, -87.59883829075173)","MULTIPOLYGON (((-87.595988 41.482049, -87.594838 41.478617, -87.592791 41.477151, -87.591471 41.481198, -87.593795 41.483198, -87.588838 41.483929, -87.586838 41.48588, -87.584406 41.485631, -87.583706 41.48233, -87.581469 41.480568, -87.578838 41.480906, -87.578266 41.470626, -87.579559 41.470478, -87.580838 41.471725, -87.582838 41.470131, -87.584838 41.471592, -87.586838 41.469957, -87.588276 41.471198, -87.588838 41.474328, -87.590092 41.470452, -87.595752 41.469198, -87.586838 41.466912, -87.584323 41.467714, -87.580838 41.46531, -87.578838 41.465279, -87.578749 41.459109, -87.581975 41.457198, -87.577942 41.456095, -87.576838 41.451717, -87.574253 41.457198, -87.575375 41.460662, -87.573562 41.467922, -87.558927 41.469198, -87.570838 41.470058, -87.572838 41.474478, -87.574376 41.473198, -87.57366 41.471198, -87.574838 41.470214, -87.575638 41.471198, -87.575306 41.479667, -87.574089 41.479948, -87.572838 41.477146, -87.568411 41.480771, -87.566756 41.481116, -87.565196 41.483556, -87.562838 41.483633, -87.560838 41.486533, -87.558838 41.485485, -87.555671 41.490031, -87.549129 41.491198, -87.554838 41.491737, -87.556336 41.493198, -87.554655 41.495198, -87.556865 41.499171, -87.555653 41.503198, -87.557259 41.505619, -87.552838 41.505907, -87.55161 41.504427, -87.548838 41.503779, -87.544838 41.504016, -87.542838 41.506099, -87.540838 41.506166, -87.539174 41.504862, -87.536838 41.505503, -87.532075 41.504435, -87.53166 41.507198, -87.534162 41.509198, -87.534544 41.511493, -87.536178 41.513198, -87.53548 41.515198, -87.538239 41.517798, -87.538838 41.520304, -87.540154 41.518514, -87.542838 41.51829, -87.54585 41.520186, -87.548838 41.520446, -87.549979 41.522058, -87.553278 41.522758, -87.553862 41.525198, -87.557536 41.527198, -87.556838 41.527993, -87.548374 41.528734, -87.5428668763211 41.53451389325479, -87.54282 41.534465, -87.540132 41.533964, -87.539963 41.53242, -87.541309 41.531277, -87.53882 41.527405, -87.538028 41.535277, -87.536153 41.537277, -87.537821 41.539277, -87.53589762811323 41.54147125773897, -87.53463282491575 41.54197333701998, -87.53282 41.54204, -87.53082 41.540136, -87.52882 41.540059, -87.52682 41.542023, -87.52482 41.540439, -87.52282 41.54079, -87.521291 41.539277, -87.52082 41.536742, -87.51882 41.541526, -87.51482 41.539838, -87.511417 41.541277, -87.51405 41.542047, -87.514562 41.543277, -87.516448 41.543649, -87.51682 41.544442, -87.51882 41.543642, -87.521449 41.544648, -87.524177 41.549277, -87.523275 41.551732, -87.521583 41.550513, -87.510667 41.549124, -87.51041788708523 41.549396392130774, -87.508838 41.547582, -87.505494 41.551198, -87.50745544686961 41.557788183121446, -87.50722269431493 41.55791295768684, -87.504838 41.558752, -87.503856 41.558181, -87.502838 41.554051, -87.498838 41.556527, -87.494838 41.5564, -87.492752 41.557112, -87.490021 41.559198, -87.494425 41.561198, -87.493627 41.565987, -87.486133 41.566493, -87.48538798697996 41.56692351981896, -87.485254 41.566842, -87.48522078151757 41.567020142647635, -87.484913 41.567198, -87.482838 41.571376, -87.481991 41.569198, -87.475843 41.568194, -87.471841 41.564196, -87.471777 41.560137, -87.473298 41.559198, -87.473525 41.557885, -87.476251 41.557198, -87.473988 41.556049, -87.470838 41.551293, -87.469708 41.554068, -87.468031 41.555198, -87.469528 41.556508, -87.469362 41.557722, -87.467361 41.559198, -87.469132 41.560905, -87.468838 41.561733, -87.464838 41.563219, -87.460838 41.559507, -87.458838 41.56349, -87.456606 41.564966, -87.458838 41.565674, -87.459799 41.567198, -87.459438 41.569798, -87.457419 41.571779, -87.442838 41.572346, -87.441296 41.570741, -87.435489 41.570548, -87.434951 41.569086, -87.433084 41.568952, -87.432838 41.566834, -87.432516 41.568876, -87.429772 41.569198, -87.432696 41.56934, -87.434605 41.571431, -87.440107 41.57193, -87.440838 41.573645, -87.45895 41.575087, -87.458838 41.577418, -87.45727 41.579198, -87.460838 41.583966, -87.46309815555556 41.58224055555555, -87.464018 41.583277, -87.46282 41.584505, -87.46082 41.584308, -87.457797 41.588254, -87.45215365451175 41.589384303574455, -87.451534 41.589198, -87.452838 41.587619, -87.454838 41.588469, -87.456118 41.587198, -87.454838 41.586326, -87.452838 41.586991, -87.451703 41.586334, -87.449753 41.582283, -87.442689 41.581198, -87.447188 41.579549, -87.446838 41.578521, -87.443056 41.577198, -87.447007 41.575198, -87.440838 41.574969, -87.439574 41.574463, -87.438838 41.572727, -87.434295 41.572656, -87.43286054587334 41.59066002375723, -87.43282 41.589704, -87.43271806982874 41.59040838416369, -87.432152 41.587885, -87.431141 41.587198, -87.432161 41.582521, -87.431563 41.570474, -87.407404 41.569764, -87.402838 41.570607, -87.400408 41.569629, -87.392918 41.569198, -87.400838 41.568009, -87.402838 41.565309, -87.405516 41.567198, -87.411973 41.568063, -87.422838 41.568541, -87.430635 41.566995, -87.431112 41.560925, -87.425979 41.559198, -87.428799 41.557198, -87.429176 41.555198, -87.432838 41.551367, -87.433975 41.554062, -87.437729 41.555198, -87.435007 41.557198, -87.435898 41.559198, -87.434054 41.561198, -87.434493 41.567544, -87.437045 41.568992, -87.441097 41.56894, -87.442838 41.570225, -87.446838 41.569317, -87.448838 41.571686, -87.457149 41.571509, -87.459156 41.569516, -87.458838 41.568179, -87.448838 41.567852, -87.446838 41.568879, -87.444838 41.568846, -87.443037 41.567198, -87.444539 41.566899, -87.444013 41.563198, -87.446246 41.559198, -87.450791 41.555198, -87.44648 41.553198, -87.448838 41.551724, -87.454838 41.551292, -87.456838 41.549945, -87.458838 41.551655, -87.460838 41.547614, -87.462838 41.548523, -87.467459 41.547819, -87.46775 41.544287, -87.463756 41.543198, -87.467806 41.542166, -87.470838 41.535202, -87.47397 41.537198, -87.472961 41.539198, -87.475632 41.541198, -87.476039 41.543998, -87.483146 41.546891, -87.484838 41.548878, -87.488838 41.543741, -87.490838 41.542738, -87.494341 41.545696, -87.497299 41.545659, -87.49933 41.543198, -87.497142 41.541198, -87.498838 41.540263, -87.501527 41.54051, -87.502838 41.541515, -87.504838 41.541371, -87.504666 41.539198, -87.506575 41.538935, -87.508838 41.535745, -87.510707 41.537329, -87.512524 41.536884, -87.514838 41.537707, -87.516121 41.539915, -87.517724 41.540084, -87.519012 41.539198, -87.518061 41.537198, -87.518575 41.535198, -87.520838 41.532474, -87.522838 41.532586, -87.523795 41.535198, -87.522208 41.539828, -87.524838 41.540024, -87.526838 41.541817, -87.528838 41.539886, -87.530838 41.539886, -87.532838 41.541741, -87.535203 41.541563, -87.537362 41.539198, -87.53544 41.537198, -87.537413 41.535198, -87.537335 41.530702, -87.533249 41.529198, -87.535569 41.527929, -87.535462 41.526575, -87.530469 41.525198, -87.537358 41.523718, -87.537485 41.519198, -87.534838 41.518467, -87.532838 41.520246, -87.53055 41.519487, -87.53007 41.51443, -87.534838 41.513884, -87.535411 41.513198, -87.532838 41.510437, -87.526838 41.510081, -87.525876 41.501198, -87.527929 41.497198, -87.526838 41.495823, -87.524838 41.496569, -87.522838 41.494639, -87.524838 41.493021, -87.530838 41.494432, -87.532838 41.492407, -87.534038 41.493999, -87.53748 41.493841, -87.538838 41.484134, -87.541449 41.491198, -87.539813 41.493198, -87.540838 41.494052, -87.542838 41.493991, -87.543993 41.492353, -87.546838 41.491898, -87.548838 41.489869, -87.55328 41.48964, -87.555547 41.487198, -87.554838 41.486333, -87.550838 41.486906, -87.543263 41.485198, -87.546838 41.483284, -87.552273 41.478633, -87.553592 41.479198, -87.554224 41.483813, -87.555398 41.483759, -87.555887 41.477198, -87.557703 41.475198, -87.557576 41.471198, -87.556838 41.470487, -87.544838 41.470224, -87.543041 41.473401, -87.539268 41.473628, -87.538838 41.47469, -87.538456 41.473581, -87.535897 41.472139, -87.528269 41.471198, -87.528838 41.47043, -87.52903 41.471007, -87.536838 41.470477, -87.538838 41.468407, -87.544838 41.468173, -87.546838 41.466437, -87.550171 41.467866, -87.552838 41.46797, -87.553677 41.467198, -87.553202 41.465198, -87.555515 41.463876, -87.558588 41.459198, -87.558838 41.457198, -87.573302 41.455662, -87.571786 41.453198, -87.573261 41.446776, -87.570707 41.44533, -87.567432 41.440605, -87.564838 41.439592, -87.564051 41.436412, -87.564838 41.435572, -87.567446 41.435807, -87.574838 41.433814, -87.576173 41.431198, -87.576466 41.427198, -87.578673 41.427034, -87.578838 41.424084, -87.57901 41.427198, -87.577583 41.427943, -87.577371 41.429198, -87.578035 41.434002, -87.58674 41.435198, -87.57808 41.43644, -87.578241 41.441796, -87.584838 41.442239, -87.586838 41.439916, -87.588838 41.440674, -87.589771 41.442265, -87.592838 41.442187, -87.595368 41.443728, -87.594838 41.445013, -87.594539 41.443498, -87.588838 41.443889, -87.586838 41.444829, -87.584838 41.444039, -87.578838 41.444272, -87.578034 41.445198, -87.57838 41.453657, -87.580838 41.455848, -87.594838 41.45622, -87.600729 41.45109, -87.603439 41.451198, -87.601212 41.451572, -87.601323 41.453198, -87.599573 41.455198, -87.600838 41.45654, -87.606169 41.457198, -87.604838 41.458588, -87.604568 41.457468, -87.601379 41.457739, -87.596198 41.460558, -87.595548 41.461198, -87.597786 41.463198, -87.595578 41.463938, -87.595868 41.466169, -87.598838 41.467982, -87.600712 41.467198, -87.602013 41.465198, -87.604176 41.464536, -87.610984 41.465053, -87.611595 41.466441, -87.614838 41.467333, -87.616838 41.465832, -87.617821 41.468216, -87.622687 41.469198, -87.621049 41.471198, -87.617512 41.473198, -87.62114 41.477198, -87.618043 41.478404, -87.618199 41.479838, -87.620838 41.480366, -87.62609 41.47845, -87.628838 41.478351, -87.634645 41.481198, -87.632838 41.482547, -87.630838 41.481878, -87.624838 41.482138, -87.623356 41.483716, -87.618265 41.484625, -87.618961 41.489198, -87.621505 41.490532, -87.628341 41.491198, -87.626838 41.492486, -87.624054 41.493198, -87.626412 41.493625, -87.627859 41.495198, -87.623893 41.496253, -87.622003 41.498363, -87.622297 41.49974, -87.632838 41.500268, -87.634108 41.499198, -87.633441 41.497198, -87.634838 41.495775, -87.638838 41.502086, -87.640838 41.502243, -87.642838 41.504375, -87.649472 41.505198, -87.646753 41.507114, -87.642838 41.505834, -87.641696 41.507198, -87.642627 41.510987, -87.638838 41.510967, -87.635976 41.512336, -87.63554 41.515198, -87.637768 41.518269, -87.640838 41.518942, -87.643897 41.521198, -87.640838 41.52272, -87.638838 41.521921, -87.636838 41.522181, -87.635648 41.523198, -87.635869 41.524168, -87.637876 41.526161, -87.642131 41.527198, -87.638448 41.528808, -87.638008 41.532029, -87.638838 41.532795, -87.642838 41.53165, -87.6458 41.535198, -87.651841 41.539198, -87.65107 41.541198, -87.653245 41.544792, -87.6572134506906 41.546730684304556, -87.657168 41.54676, -87.655168 41.546249, -87.653168 41.547429, -87.651168 41.544721, -87.649168 41.549725, -87.645168 41.546997, -87.643168 41.547482, -87.641168 41.545134, -87.63832060935755 41.54360865537407, -87.63740289033068 41.54047121296302, -87.638353 41.539906, -87.638558 41.538517, -87.635168 41.536164, -87.633956 41.537906, -87.634086 41.544824, -87.633168 41.545791, -87.631168 41.545726, -87.629168 41.547345, -87.62826743854819 41.54753122004219, -87.626838 41.544107, -87.622838 41.546256, -87.618319 41.545718, -87.617609 41.542427, -87.612176 41.541198, -87.613676 41.540036, -87.614068 41.537198, -87.615331 41.535691, -87.615204 41.531564, -87.617795 41.531198, -87.617377 41.523198, -87.61921 41.52157, -87.622538 41.521198, -87.618122 41.519915, -87.616838 41.517578, -87.61517 41.51953, -87.610838 41.51749, -87.608838 41.52001, -87.606306 41.519731, -87.604838 41.518122, -87.602838 41.518065, -87.600838 41.519854, -87.598437 41.5196, -87.598838 41.51027, -87.602838 41.509843, -87.604838 41.508561, -87.606838 41.511521, -87.608735 41.511198, -87.607882 41.510154, -87.608335 41.508696, -87.613483 41.508554, -87.614347 41.509198, -87.614838 41.514215, -87.616838 41.516904, -87.617625 41.511198, -87.618838 41.509249, -87.620838 41.511598, -87.622838 41.508252, -87.629047 41.507407, -87.631386 41.505198, -87.622838 41.503723, -87.620838 41.502141, -87.618838 41.502854, -87.616838 41.498051, -87.61617 41.501198, -87.613532 41.503198, -87.613722 41.505198, -87.612838 41.505953, -87.610838 41.503988, -87.608838 41.504094, -87.606397 41.50564, -87.604838 41.501903, -87.602838 41.503977, -87.60024 41.503797, -87.600212 41.502572, -87.602442 41.501198, -87.603 41.497198, -87.601876 41.495198, -87.597937 41.493198, -87.59958 41.491198, -87.59816 41.48652, -87.600838 41.486028, -87.602838 41.487464, -87.604838 41.48585, -87.609119 41.485479, -87.611504 41.483198, -87.608838 41.482661, -87.606838 41.48341, -87.604838 41.482495, -87.602838 41.483377, -87.60227 41.481767, -87.60094 41.481096, -87.598838 41.484264, -87.595988 41.482049)), ((-87.46682 41.580656, -87.465597 41.580499, -87.46493030645249 41.5794539128174, -87.464997 41.579039, -87.463488 41.577198, -87.466838 41.575901, -87.472838 41.575572, -87.47415099027282 41.57814407062628, -87.472995 41.579452, -87.47082 41.579104, -87.46882 41.580543, -87.46682 41.580656)))",41.65719847558056,-87.59883829075173
2,Archer Heights,"(41.80110836194246, -87.72648385568911)",POLYGON EMPTY,41.80110836194246,-87.72648385568911
3,Austin,"(41.88917312206642, -87.7658203582574)","MULTIPOLYGON (((-87.884608 41.871961, -87.88782 41.870451, -87.890268 41.870725, -87.89157096590027 41.8714257666027, -87.89159 41.871459, -87.89162998144427 41.87145750659088, -87.89582 41.873711, -87.903004 41.873173, -87.898427 41.872567, -87.896286 41.870707, -87.892978 41.870015, -87.89182 41.868588, -87.88382 41.867669, -87.879184 41.868537, -87.87782 41.86997, -87.86782 41.869187, -87.865498 41.865173, -87.866963 41.863173, -87.864382 41.862612, -87.86182 41.860493, -87.85982 41.863342, -87.855362 41.861632, -87.85382 41.859515, -87.85182 41.861573, -87.84782 41.860338, -87.84382 41.857103, -87.84359673473024 41.85940348012124, -87.843476 41.859272, -87.84303702345106 41.86155855924956, -87.8418543225241 41.8627338913234, -87.84178262104822 41.8627372245006, -87.83960830530307 41.86094702842099, -87.843114 41.855895, -87.848135 41.856165, -87.84972244963738 41.85413941426269, -87.84982 41.854136, -87.84983486957377 41.853995966423874, -87.850135 41.853613, -87.852135 41.858362, -87.856135 41.852897, -87.85724188223764 41.852461995280606, -87.85782 41.853074, -87.85822115588417 41.85207714073752, -87.860135 41.851325, -87.862135 41.851497, -87.864644 41.849425, -87.86599826730438 41.849254628754835, -87.865167 41.851173, -87.865754 41.853239, -87.87182 41.861128, -87.874264 41.861173, -87.87782 41.857286, -87.87982 41.859776, -87.88182 41.859005, -87.882346 41.861173, -87.884144 41.862849, -87.887807 41.863173, -87.886029 41.865173, -87.88782 41.866599, -87.89182 41.866458, -87.894549 41.868444, -87.90075 41.868103, -87.90182 41.864136, -87.902644 41.86835, -87.907608 41.869173, -87.907192 41.871173, -87.90982 41.871635, -87.910476 41.869828, -87.91382 41.869707, -87.916387 41.86774, -87.917497 41.861173, -87.919443 41.860796, -87.91982 41.857405, -87.919974 41.861019, -87.920546 41.862448, -87.92182 41.862866, -87.923751 41.861104, -87.927429 41.860782, -87.927743 41.857173, -87.929698 41.857051, -87.92982 41.85585, -87.929918 41.85727, -87.928344 41.857697, -87.929096 41.861173, -87.926346 41.861698, -87.926006 41.863359, -87.924454 41.863807, -87.924057 41.86541, -87.922599 41.865952, -87.920289 41.869642, -87.91782 41.869704, -87.91582 41.872342, -87.91382 41.872321, -87.913023 41.873173, -87.91382 41.874011, -87.91582 41.874004, -87.91782 41.876343, -87.920261 41.876733, -87.91994587982603 41.886098, -87.918163 41.886098, -87.91802653984973 41.88981120136767, -87.91782 41.889808, -87.917641 41.889173, -87.917604 41.885173, -87.919368 41.884721, -87.9195 41.883173, -87.919052 41.881941, -87.917336 41.881173, -87.916639 41.878354, -87.91382 41.876434, -87.9105 41.876493, -87.90982 41.875071, -87.908429 41.877173, -87.905404 41.878757, -87.90382 41.883874, -87.901211 41.881173, -87.893144 41.879849, -87.89182 41.877224, -87.88382 41.883365, -87.87782 41.880269, -87.87582 41.880524, -87.87382 41.882259, -87.87182 41.881407, -87.866943 41.882296, -87.86582431881023 41.88484878308024, -87.86423526963611 41.882979266726885, -87.865223 41.881033, -87.86106469679028 41.87846965548862, -87.86182 41.878087, -87.86382 41.878926, -87.86782 41.873015, -87.87706201156487 41.87235974138005, -87.87793823578137 41.87232112190716, -87.882136 41.872858, -87.88382 41.874335, -87.884608 41.871961)), ((-87.918315 41.886213, -87.91994573090776 41.886102425675475, -87.91982 41.889839, -87.91845306637714 41.88981781252885, -87.918315 41.886213)), ((-87.86491530457364 41.8478525297556, -87.86521774479162 41.848075159360505, -87.865023 41.848028, -87.86491530457364 41.8478525297556)))",41.88917312206642,-87.7658203582574
4,Austin-Irving,"(41.95312267684315, -87.77928489355646)",POLYGON EMPTY,41.95312267684315,-87.77928489355646
5,Avalon,"(41.746393038286826, -87.5860053710736)","MULTIPOLYGON (((-87.55635974967774 41.76469469679296, -87.556473 41.765926, -87.55737621357297 41.76609622515019, -87.55738996702078 41.76616224169974, -87.556384 41.766014, -87.55628777630587 41.76467974580267, -87.55635974967774 41.76469469679296)), ((-87.55218873494424 41.761127179487545, -87.55224570737973 41.76113045226534, -87.55245 41.761949, -87.55286058771141 41.76198386542422, -87.552871 41.762037, -87.55324366068712 41.76208854043652, -87.552369 41.762029, -87.55218873494424 41.761127179487545)), ((-87.52970220556269 41.739953043974154, -87.528402 41.739996, -87.528402 41.73929721370964, -87.528501 41.739898, -87.52970152479297 41.73983469477726, -87.52970220556269 41.739953043974154)), ((-87.52283713967404 41.72100312054264, -87.52268 41.721067, -87.52268 41.722316783023615, -87.522632 41.722365, -87.52268 41.722414414364636, -87.52268 41.723719, -87.52388885235655 41.72407399286538, -87.52404257916677 41.724126875603936, -87.52404204689456 41.724556330562834, -87.52398797132064 41.72456397264808, -87.52251 41.723889, -87.52251 41.720897, -87.52288476056385 41.72078875969961, -87.522839 41.720834, -87.52283713967404 41.72100312054264)), ((-87.528402 41.73748878629036, -87.528402 41.73679, -87.52968366911476 41.7367305537952, -87.52968417732839 41.736818904781984, -87.528501 41.736888, -87.528402 41.73748878629036)), ((-87.4314072329763 41.644873751575545, -87.43142682698914 41.64500373017986, -87.431408 41.644991, -87.4314072329763 41.644873751575545)), ((-87.50597789001135 41.6957274178375, -87.507727 41.695959, -87.50794220197054 41.69646257261105, -87.50597789001135 41.6957274178375)), ((-87.45299 41.653378, -87.45275798411919 41.65346272934896, -87.4529867946973 41.653238303165175, -87.45309752338878 41.653247382917876, -87.45299 41.653378)), ((-87.51600247332179 41.70485600909296, -87.51601630157772 41.70504857271654, -87.515468 41.70493, -87.5158686335188 41.70383802304926, -87.51600247332179 41.70485600909296)), ((-87.52457655145034 41.71498934280986, -87.524578 41.714965, -87.52585952130003 41.71453906729597, -87.52585985491449 41.71461753084807, -87.52457655145034 41.71498934280986)), ((-87.52584153704434 41.71151297014605, -87.52584422113001 41.71174251538889, -87.52534003540434 41.71123495943779, -87.52561576960768 41.71126869123147, -87.52584153704434 41.71151297014605)))",41.746393038286826,-87.5860053710736
6,Back of the Yards,"(41.808384423666354, -87.67756963874196)",POLYGON EMPTY,41.808384423666354,-87.67756963874196
7,Beverly,"(41.72118978926962, -87.67214620967468)",POLYGON EMPTY,41.72118978926962,-87.67214620967468
8,Bezazian,"(41.97155143669217, -87.66095347964183)","MULTIPOLYGON (((-87.645235 41.97927, -87.64522639881855 41.978799131066054, -87.64527296808645 41.97880304338938, -87.645282 41.979223, -87.6471528905644 41.97931165331105, -87.64716107284902 41.9793466493094, -87.645235 41.97927)), ((-87.641285 41.97122, -87.64228226893981 41.9713061419674, -87.64228671469925 41.97134423936063, -87.641238 41.971267, -87.64120884369352 41.97067909161909, -87.6412537344678 41.970682801310296, -87.641285 41.97122)), ((-87.633363 41.965142, -87.63428645604247 41.965196532780226, -87.63429428051407 41.96525987543442, -87.633293 41.965212, -87.63329357086542 41.96477863159777, -87.63336368755164 41.964786467047446, -87.633363 41.965142)), ((-87.63677059052836 41.95778660097206, -87.63675382054068 41.95785680551955, -87.636532750208 41.95788094844643, -87.63531859346702 41.957943955177726, -87.635322 41.95792, -87.63677059052836 41.95778660097206)), ((-87.65354158498474 41.99918806773745, -87.653358 41.999147, -87.65335242650362 41.99910296386027, -87.65354158498474 41.99918806773745)), ((-87.655565 42.006566, -87.65564978466413 42.00657402832342, -87.655666 42.006839, -87.65645514091092 42.00708957043417, -87.65646372318966 42.00723778129352, -87.655479 42.007026, -87.6553862138107 42.00482416899973, -87.65553085160634 42.004845400235794, -87.655565 42.006566)), ((-87.6615578504829 42.019663026763915, -87.661447 42.019551, -87.66142858138394 42.018828701331444, -87.66151388804023 42.01884095074262, -87.6615578504829 42.019663026763915)), ((-87.63137472534885 41.938591750928474, -87.63159976014563 41.938656252181275, -87.63160521404387 41.938691651453354, -87.63174593161514 41.94010154072802, -87.63154068441287 41.94032971994122, -87.63137472534885 41.938591750928474)), ((-87.62939542698996 41.93097053884584, -87.629444 41.934465, -87.62950524062497 41.934568901968525, -87.629518 41.934987, -87.6295876503687 41.93500545888962, -87.62959232754025 41.93514891729626, -87.629394 41.935111, -87.62927028894613 41.92967335824074, -87.62935629125903 41.92968814280321, -87.62939542698996 41.93097053884584)), ((-87.62131210075036 41.90406194490818, -87.6214869028038 41.90408550647894, -87.62151821064778 41.904773919186425, -87.62131210075036 41.90406194490818)), ((-87.61759630930041 41.903114842962964, -87.617405 41.9031, -87.61737862464109 41.90293445865642, -87.61752923211256 41.90294950284116, -87.617537 41.902968, -87.6175843749541 41.90297278574406, -87.61759630930041 41.903114842962964)))",41.97155143669217,-87.66095347964183
9,Blackstone,"(41.80549277198318, -87.58923748614112)","MULTIPOLYGON (((-87.60573562555022 41.86888954931593, -87.6059067457594 41.868894914471, -87.605907 41.868955, -87.60630158595717 41.86895267087467, -87.60646216176471 41.868994, -87.605736 41.868994, -87.60573562555022 41.86888954931593)), ((-87.60768792684638 41.845169088932366, -87.607688 41.845173, -87.6077212575233 41.84521080556067, -87.60772178411663 41.84523013463406, -87.607531 41.8452, -87.60750718375832 41.844735155816174, -87.6075572265414 41.84475569523773, -87.607581 41.845149, -87.60768792684638 41.845169088932366)), ((-87.601552 41.831178, -87.60171491318435 41.83119701108628, -87.60171935471459 41.831241919891944, -87.601509 41.831221, -87.60149605931558 41.83109173536122, -87.60154257378954 41.831098078244025, -87.601552 41.831178)), ((-87.5946242167112 41.82134166815616, -87.593494 41.821236, -87.59342849829135 41.819778586982274, -87.59345860083553 41.81978858776093, -87.593532 41.821198, -87.59443291278275 41.821295881876615, -87.59462362439689 41.8213305921704, -87.5946242167112 41.82134166815616)), ((-87.59542606713235 41.82248861254995, -87.59547061627576 41.82260554648186, -87.595536 41.823194, -87.5957017782414 41.82321230736407, -87.59571087931097 41.823236196125265, -87.59571323484091 41.823253464238235, -87.595497 41.823233, -87.59542606713235 41.82248861254995)), ((-87.58349248218644 41.80909772390682, -87.583505 41.809225, -87.58374646159137 41.80924872207731, -87.58374993579291 41.80928051895738, -87.583474 41.809257, -87.583459882153 41.80909344607437, -87.58349248218644 41.80909772390682)), ((-87.57552178287808 41.78991673542211, -87.57557784996759 41.78992830976023, -87.575615 41.791115, -87.57588988301275 41.79117295079689, -87.57589269017747 41.79123371267165, -87.575555 41.791175, -87.57552178287808 41.78991673542211)), ((-87.57345812493789 41.784094967756005, -87.57349372258417 41.78410014930452, -87.57355343490143 41.78431946650715, -87.573676 41.785054, -87.57394052122879 41.7851198677365, -87.57396461320549 41.78520619731968, -87.573597 41.785133, -87.57345812493789 41.784094967756005)), ((-87.55787018593134 41.76659047172154, -87.5580364175424 41.76662405790394, -87.55804482502045 41.76683122678596, -87.557932 41.766798, -87.55787018593134 41.76659047172154)))",41.80549277198318,-87.58923748614112
